imdb_id,budget,revenue,certification,original_language
tt0301677,0.0,0.0,,en
tt0301684,0.0,0.0,R,en
tt0301727,35866400.0,20217100.0,G,fr
tt0301744,0.0,0.0,,en
tt0301771,0.0,0.0,,it
tt0301777,0.0,131451.0,,en
tt0301848,0.0,0.0,R,en
tt0301893,0.0,2106840.0,,en
tt0301911,0.0,0.0,,ja
tt0301924,0.0,0.0,,en
tt0301976,0.0,343847.0,R,en
tt0301978,0.0,105656.0,NR,fa
tt0301989,0.0,0.0,,en
tt0301992,2800000.0,0.0,,en
tt0302017,0.0,0.0,,fr
tt0302018,0.0,0.0,,en
tt0302280,0.0,0.0,,es
tt0302297,0.0,0.0,R,en
tt0302309,0.0,0.0,NR,it
tt0302346,14000000.0,0.0,,fr
tt0302361,0.0,0.0,,en
tt0302427,0.0,0.0,,en
tt0302436,0.0,0.0,,en
tt0302472,0.0,0.0,,en
tt0302498,0.0,0.0,,en
tt0302531,0.0,0.0,,en
tt0302538,0.0,0.0,,cn
tt0302545,0.0,0.0,,en
tt0302566,0.0,0.0,,en
tt0302585,350000.0,0.0,,en
tt0302612,0.0,0.0,,cn
tt0302640,0.0,54639600.0,,en
tt0302674,3500000.0,0.0,R,en
tt0302758,0.0,0.0,,ko
tt0302819,0.0,0.0,PG,en
tt0302886,24000000.0,87135500.0,R,en
tt0302889,0.0,0.0,,en
tt0302948,0.0,0.0,,en
tt0303010,0.0,0.0,,en
tt0303017,0.0,0.0,,fr
tt0303021,2500000.0,1044660.0,,es
tt0303103,0.0,0.0,R,en
tt0303243,1900000.0,240093.0,,zh
tt0303251,0.0,0.0,,en
tt0303274,0.0,0.0,,ru
tt0303281,0.0,0.0,,en
tt0303282,0.0,0.0,,en
tt0303287,0.0,0.0,PG-13,en
tt0303298,0.0,0.0,,en
tt0303307,0.0,0.0,,en
tt0303311,0.0,0.0,,en
tt0303313,200000.0,0.0,NR,en
tt0303318,0.0,0.0,,en
tt0303321,0.0,0.0,R,en
tt0303324,0.0,0.0,PG-13,en
tt0303325,0.0,0.0,,en
tt0303326,0.0,0.0,,en
tt0303334,0.0,0.0,,en
tt0303348,0.0,0.0,PG,en
tt0303353,40000.0,1434440.0,R,en
tt0303356,0.0,0.0,R,en
tt0303361,500000.0,150277.0,R,en
tt0303392,0.0,0.0,,en
tt0303394,0.0,0.0,,en
tt0303396,0.0,0.0,,es
tt0303397,0.0,0.0,,en
tt0303408,0.0,0.0,,pt
tt0303411,0.0,0.0,,en
tt0303648,0.0,0.0,,en
tt0303661,0.0,0.0,,en
tt0303677,0.0,0.0,NC-17,fr
tt0303714,12000000.0,77063900.0,PG-13,en
tt0303720,0.0,0.0,,tl
tt0303758,0.0,0.0,R,en
tt0303773,0.0,0.0,,en
tt0303785,0.0,0.0,,en
tt0303797,0.0,0.0,NR,en
tt0303816,1500000.0,30553400.0,,en
tt0303821,0.0,0.0,,ja
tt0303830,0.0,0.0,R,en
tt0303844,0.0,0.0,,en
tt0303858,0.0,0.0,,fr
tt0303860,0.0,0.0,PG,en
tt0303917,0.0,0.0,,en
tt0303933,20000000.0,57588500.0,PG-13,en
tt0303998,0.0,0.0,,ar
tt0304081,0.0,0.0,,en
tt0304091,0.0,0.0,,ja
tt0304098,0.0,0.0,,cn
tt0304126,600000.0,0.0,,de
tt0304141,130000000.0,789805000.0,PG,en
tt0304166,0.0,0.0,R,en
tt0304229,5740000.0,4098610.0,,en
tt0304230,0.0,0.0,,ar
tt0304262,0.0,0.0,,ja
tt0304291,0.0,0.0,,en
tt0304328,7500000.0,723000.0,R,en
tt0304356,0.0,0.0,,en
tt0304363,0.0,0.0,,fr
tt0304377,0.0,0.0,,en
tt0304391,0.0,0.0,,en
tt0304415,65000000.0,0.0,PG-13,en
tt0304513,0.0,0.0,,pt
tt0304514,0.0,0.0,,en
tt0304574,0.0,0.0,R,en
tt0304628,0.0,0.0,,en
tt0304638,0.0,0.0,,en
tt0304669,65000000.0,172842000.0,G,en
tt0304678,0.0,0.0,,fr
tt0304692,0.0,0.0,,en
tt0304695,0.0,0.0,,cn
tt0304704,0.0,0.0,,ja
tt0304711,35000000.0,11560800.0,R,en
tt0304722,0.0,0.0,R,en
tt0304729,0.0,0.0,,en
tt0304753,0.0,0.0,,el
tt0304769,0.0,0.0,,sr
tt0304776,0.0,0.0,,hu
tt0304790,0.0,0.0,NR,fr
tt0304804,0.0,0.0,,en
tt0304808,0.0,0.0,,en
tt0304809,0.0,0.0,,ja
tt0304857,0.0,0.0,PG,en
tt0304874,0.0,0.0,,ja
tt0304876,0.0,0.0,,de
tt0304907,0.0,0.0,,en
tt0304912,0.0,0.0,,en
tt0305178,0.0,0.0,,en
tt0305206,2000000.0,6003590.0,R,en
tt0305211,0.0,0.0,,en
tt0305224,75000000.0,195746000.0,PG-13,en
tt0305240,0.0,0.0,,ja
tt0305258,0.0,0.0,,en
tt0305357,120000000.0,259176000.0,PG-13,en
tt0305396,0.0,33082500.0,PG,en
tt0305438,0.0,0.0,,en
tt0305489,0.0,0.0,,en
tt0305556,0.0,0.0,,en
tt0305563,300.0,0.0,,en
tt0305568,0.0,0.0,,fr
tt0305574,0.0,0.0,,cn
tt0305583,0.0,0.0,PG-13,en
tt0305632,0.0,0.0,R,en
tt0305647,0.0,0.0,,cn
tt0305669,20000000.0,132675000.0,PG-13,en
tt0305711,18000000.0,101565000.0,PG-13,en
tt0305747,0.0,0.0,,en
tt0305762,0.0,0.0,,en
tt0305793,12.0,0.0,,en
tt0305831,0.0,0.0,,en
tt0305847,0.0,0.0,,en
tt0305858,0.0,0.0,R,en
tt0305859,0.0,0.0,,en
tt0305882,0.0,0.0,,en
tt0305962,0.0,0.0,,fr
tt0305973,0.0,0.0,,en
tt0305999,0.0,0.0,NR,en
tt0306011,0.0,0.0,R,en
tt0306047,48000000.0,220673000.0,,en
tt0306069,0.0,0.0,PG,en
tt0306097,0.0,0.0,,en
tt0306135,0.0,0.0,NR,en
tt0306174,0.0,0.0,,fr
tt0306219,0.0,0.0,,en
tt0306228,0.0,0.0,PG-13,en
tt0306359,0.0,0.0,,th
tt0306434,0.0,0.0,,hi
tt0306452,0.0,0.0,,it
tt0306474,0.0,0.0,,ja
tt0306496,0.0,0.0,NR,en
tt0306568,2000.0,0.0,,en
tt0306597,0.0,0.0,,en
tt0306651,0.0,0.0,,cn
tt0306685,25000000.0,56489600.0,R,en
tt0306708,0.0,0.0,,zh
tt0306734,0.0,12992000.0,PG-13,en
tt0306735,0.0,0.0,,en
tt0306741,0.0,0.0,,ja
tt0306761,0.0,0.0,,en
tt0306774,0.0,0.0,,en
tt0306800,0.0,0.0,R,en
tt0306836,0.0,0.0,,en
tt0306841,17000000.0,55534500.0,PG,en
tt0306846,0.0,0.0,,en
tt0306874,0.0,0.0,,en
tt0306892,32000000.0,0.0,PG,en
tt0306909,0.0,0.0,,ko
tt0306910,0.0,0.0,,en
tt0306947,1200000.0,0.0,R,en
tt0307034,0.0,0.0,,cn
tt0307050,0.0,0.0,,sv
tt0307109,40000.0,0.0,,en
tt0307156,22900000.0,0.0,,fr
tt0307197,0.0,0.0,,fr
tt0307213,0.0,62100.0,,ko
tt0307264,0.0,0.0,,en
tt0307292,0.0,0.0,,en
tt0307344,0.0,0.0,,en
tt0307351,0.0,0.0,,en
tt0307385,0.0,0.0,,en
tt0307431,0.0,0.0,,en
tt0307440,0.0,0.0,,ja
tt0307448,0.0,0.0,R,en
tt0307453,75000000.0,367275000.0,PG,en
tt0307456,0.0,0.0,,en
tt0307466,0.0,0.0,,en
tt0307479,47000000.0,30002800.0,PG-13,en
tt0307507,0.0,0.0,,en
tt0307538,0.0,0.0,,fr
tt0307553,0.0,0.0,R,en
tt0307568,0.0,0.0,,en
tt0307639,0.0,0.0,,en
tt0307664,0.0,0.0,,en
tt0307680,0.0,0.0,,pt
tt0307681,710000.0,2700000.0,,zh
tt0307683,2902760.0,0.0,,en
tt0307866,0.0,0.0,,hi
tt0307873,0.0,0.0,,hi
tt0307879,0.0,0.0,R,en
tt0307901,5000000.0,24000000.0,R,en
tt0307913,0.0,0.0,,fr
tt0307919,0.0,0.0,R,en
tt0307920,0.0,0.0,,id
tt0307922,0.0,0.0,,es
tt0307987,23000000.0,76488900.0,R,en
tt0308049,0.0,0.0,,en
tt0308055,0.0,0.0,R,en
tt0308152,900000.0,0.0,,en
tt0308208,70000000.0,19924000.0,R,en
tt0308252,0.0,0.0,PG-13,en
tt0308280,0.0,0.0,,ta
tt0308281,0.0,0.0,,en
tt0308290,0.0,0.0,,cn
tt0308320,250000.0,0.0,,en
tt0308347,0.0,0.0,,hi
tt0308353,47000000.0,38085800.0,PG,en
tt0308363,0.0,7406.0,,fr
tt0308379,4000000.0,1686840.0,NR,ja
tt0308383,30000000.0,0.0,R,en
tt0308411,500000.0,0.0,,en
tt0308443,0.0,0.0,,en
tt0308488,0.0,0.0,,en
tt0308493,0.0,0.0,,nl
tt0308496,0.0,0.0,,en
tt0308498,0.0,0.0,,es
tt0308499,0.0,0.0,,en
tt0308506,30000000.0,0.0,PG,en
tt0308508,0.0,0.0,PG-13,en
tt0308514,0.0,0.0,R,en
tt0308595,0.0,0.0,,fr
tt0308644,25000000.0,116767000.0,PG,en
tt0308671,0.0,0.0,R,ru
tt0308672,0.0,0.0,,en
tt0308772,0.0,102471.0,R,en
tt0308808,0.0,0.0,PG,en
tt0308865,0.0,0.0,,de
tt0308878,0.0,735992.0,R,en
tt0308905,0.0,0.0,PG-13,en
tt0308940,0.0,0.0,,de
tt0308942,0.0,0.0,,en
tt0308977,0.0,0.0,,fr
tt0309015,0.0,0.0,,pt
tt0309059,0.0,0.0,,en
tt0309061,0.0,0.0,,en
tt0309275,0.0,0.0,,en
tt0309277,0.0,0.0,,en
tt0309291,0.0,0.0,,ja
tt0309326,0.0,0.0,,en
tt0309372,0.0,0.0,G,en
tt0309377,50000000.0,31794700.0,R,en
tt0309390,0.0,0.0,,en
tt0309395,0.0,0.0,,en
tt0309404,0.0,0.0,NR,de
tt0309521,0.0,0.0,,en
tt0309530,35000000.0,20298200.0,PG-13,en
tt0309531,0.0,0.0,,de
tt0309564,500.0,0.0,,en
tt0309565,0.0,0.0,,fa
tt0309578,2500000.0,0.0,R,en
tt0309593,26000000.0,90941100.0,R,en
tt0309594,0.0,0.0,,en
tt0309600,0.0,0.0,R,en
tt0309614,0.0,0.0,,en
tt0309622,0.0,0.0,,en
tt0309671,0.0,0.0,,en
tt0309694,0.0,0.0,,en
tt0309698,28000000.0,90259500.0,R,en
tt0309720,0.0,0.0,,en
tt0309725,0.0,0.0,,nl
tt0309734,0.0,0.0,,en
tt0309757,0.0,0.0,,en
tt0309820,30000000.0,29413900.0,PG-13,en
tt0309821,0.0,0.0,,es
tt0309872,0.0,0.0,,fr
tt0309881,0.0,0.0,,en
tt0309912,0.0,0.0,PG,en
tt0309916,65000.0,0.0,,en
tt0309917,0.0,0.0,,en
tt0309918,0.0,0.0,,en
tt0309986,0.0,0.0,,en
tt0309987,15000000.0,15121200.0,NC-17,en
tt0310000,0.0,0.0,,ko
tt0310022,0.0,0.0,,es
tt0310065,0.0,0.0,,en
tt0310149,0.0,77567.0,,ja
tt0310154,0.0,0.0,,en
tt0310168,0.0,0.0,,en
tt0310182,0.0,0.0,NR,en
tt0310203,27440000.0,0.0,,fr
tt0310243,0.0,0.0,R,en
tt0310254,0.0,0.0,,hi
tt0310281,6000000.0,18750200.0,PG-13,en
tt0310298,0.0,0.0,,en
tt0310334,0.0,0.0,,en
tt0310357,22000000.0,8564590.0,PG-13,en
tt0310567,7000000.0,0.0,,hu
tt0310683,0.0,0.0,,en
tt0310702,0.0,0.0,PG-13,en
tt0310741,0.0,0.0,,en
tt0310775,4000000.0,1954940.0,R,ko
tt0310778,0.0,0.0,,fr
tt0310790,3747230.0,1951820.0,,gl
tt0310793,4000000.0,35564500.0,,en
tt0310890,10.0,0.0,,en
tt0310906,0.0,0.0,,en
tt0310910,15000000.0,23014200.0,R,en
tt0310924,0.0,0.0,,en
tt0310951,0.0,0.0,,en
tt0310979,0.0,0.0,,en
tt0311041,0.0,0.0,,zh
tt0311106,0.0,0.0,NR,en
tt0311110,0.0,0.0,,en
tt0311113,150000000.0,212011000.0,PG-13,en
tt0311231,0.0,0.0,R,en
tt0311284,0.0,0.0,,en
tt0311289,20000000.0,0.0,PG,en
tt0311356,0.0,0.0,,hi
tt0311361,100000.0,0.0,R,en
tt0311364,0.0,0.0,,cn
tt0311373,0.0,0.0,,ko
tt0311429,78000000.0,179265000.0,PG-13,en
tt0311519,0.0,921.0,,fi
tt0311530,0.0,0.0,,en
tt0311582,0.0,0.0,,en
tt0311599,0.0,0.0,,pt
tt0311614,0.0,0.0,,en
tt0311618,0.0,0.0,,ja
tt0311648,300000.0,0.0,PG-13,en
tt0311653,0.0,0.0,,it
tt0311740,0.0,0.0,,en
tt0311792,0.0,0.0,,cn
tt0311863,10000000.0,10.0,R,en
tt0311866,0.0,0.0,,en
tt0311913,0.0,0.0,,cn
tt0311939,0.0,0.0,,cn
tt0311941,0.0,0.0,R,en
tt0311972,0.0,0.0,,sl
tt0312004,30000000.0,192610000.0,G,en
tt0312014,0.0,0.0,,fr
tt0312032,0.0,0.0,,en
tt0312101,0.0,0.0,,id
tt0312243,0.0,0.0,,en
tt0312280,0.0,0.0,,en
tt0312281,0.0,0.0,,fr
tt0312296,0.0,0.0,,en
tt0312297,0.0,0.0,NR,en
tt0312305,0.0,0.0,,en
tt0312315,0.0,0.0,,en
tt0312320,0.0,0.0,,it
tt0312329,39000000.0,6432550.0,PG-13,en
tt0312358,0.0,0.0,R,de
tt0312374,0.0,0.0,,en
tt0312408,0.0,0.0,,en
tt0312409,0.0,0.0,,en
tt0312412,0.0,0.0,,cn
tt0312419,0.0,0.0,,en
tt0312423,0.0,0.0,,en
tt0312450,0.0,0.0,NR,en
tt0312493,0.0,0.0,R,en
tt0312499,0.0,0.0,,en
tt0312528,109000000.0,133818000.0,PG,en
tt0312549,17000000.0,9439660.0,R,en
tt0312563,0.0,0.0,,cn
tt0312609,0.0,0.0,,en
tt0312612,500000.0,0.0,,fr
tt0312617,0.0,0.0,,en
tt0312664,0.0,0.0,,hi
tt0312687,0.0,0.0,,fr
tt0312693,0.0,0.0,,en
tt0312697,0.0,0.0,,en
tt0312700,16700000.0,0.0,R,en
tt0312773,0.0,0.0,,pt
tt0312843,250000.0,0.0,,ja
tt0312848,0.0,0.0,,en
tt0312859,0.0,0.0,,ta
tt0312886,0.0,0.0,,cn
tt0312932,0.0,0.0,,cn
tt0312981,0.0,0.0,,en
tt0313013,0.0,0.0,R,en
tt0313088,0.0,0.0,,en
tt0313196,1800000.0,0.0,,es
tt0313245,0.0,0.0,,en
tt0313250,0.0,0.0,,en
tt0313285,0.0,0.0,R,en
tt0313300,12500000.0,1775620.0,,en
tt0313403,0.0,0.0,,cn
tt0313411,0.0,0.0,,es
tt0313443,50000000.0,55495600.0,R,en
tt0313459,0.0,0.0,,en
tt0313503,1200000.0,0.0,R,en
tt0313542,60000000.0,80154100.0,PG-13,en
tt0313550,0.0,0.0,,ko
tt0313608,3500000.0,0.0,,en
tt0313670,0.0,0.0,,en
tt0313726,0.0,0.0,,en
tt0313737,60000000.0,199043000.0,PG-13,en
tt0313752,0.0,0.0,,fi
tt0313792,0.0,0.0,R,en
tt0313812,0.0,0.0,,cn
tt0313879,0.0,0.0,,fr
tt0313911,28000000.0,58795800.0,PG,en
tt0314039,0.0,0.0,NR,en
tt0314062,0.0,0.0,,it
tt0314063,24665800.0,0.0,R,fr
tt0314079,0.0,0.0,,en
tt0314080,0.0,0.0,PG-13,en
tt0314084,0.0,0.0,,en
tt0314096,0.0,0.0,,en
tt0314111,8500000.0,16000000.0,PG,ja
tt0314134,0.0,0.0,,pl
tt0314166,0.0,0.0,PG,en
tt0314170,2750000.0,0.0,,es
tt0314180,0.0,0.0,,en
tt0314197,0.0,0.0,,en
tt0314204,0.0,0.0,NR,en
tt0314213,0.0,0.0,,en
tt0314214,0.0,0.0,,ko
tt0314325,0.0,0.0,,en
tt0314328,0.0,0.0,,en
tt0314331,40000000.0,244932000.0,R,en
tt0314353,75000000.0,86468200.0,R,en
tt0314412,2500000.0,12300000.0,R,en
tt0314431,0.0,0.0,PG-13,en
tt0314474,0.0,0.0,,es
tt0314498,0.0,0.0,PG-13,en
tt0314502,4170000.0,0.0,,nl
tt0314630,0.0,0.0,,en
tt0314676,8000000.0,337174.0,R,en
tt0314691,0.0,0.0,PG,en
tt0314693,0.0,0.0,,es
tt0314725,0.0,0.0,PG,en
tt0314734,0.0,0.0,R,en
tt0314786,0.0,20440600.0,PG-13,en
tt0314789,0.0,0.0,,fa
tt0314804,0.0,0.0,,cn
tt0314806,0.0,0.0,,en
tt0314871,0.0,156021.0,R,en
tt0314942,0.0,0.0,,pl
tt0314967,0.0,0.0,,cs
tt0315110,0.0,0.0,NR,en
tt0315206,0.0,0.0,PG-13,en
tt0315236,0.0,0.0,,de
tt0315249,0.0,0.0,,fr
tt0315253,0.0,0.0,,en
tt0315273,0.0,0.0,PG,en
tt0315297,50000000.0,40954600.0,,en
tt0315323,0.0,0.0,R,en
tt0315327,80000000.0,484593000.0,PG-13,en
tt0315375,0.0,0.0,,cn
tt0315376,0.0,0.0,,en
tt0315411,0.0,0.0,,en
tt0315426,0.0,0.0,,fr
tt0315431,7200000.0,23006500.0,PG-13,en
tt0315459,0.0,18928.0,R,en
tt0315507,0.0,0.0,,en
tt0315521,0.0,0.0,,en
tt0315543,0.0,0.0,,da
tt0315626,0.0,0.0,,en
tt0315632,0.0,0.0,NR,hi
tt0315634,0.0,0.0,,en
tt0315642,5200000.0,9200000.0,PG-13,hi
tt0315733,20000000.0,60427800.0,,en
tt0315734,0.0,0.0,,en
tt0315775,0.0,0.0,,en
tt0315824,50000000.0,6808550.0,PG-13,en
tt0315838,0.0,0.0,,en
tt0315845,0.0,0.0,,en
tt0315957,0.0,0.0,,tr
tt0315983,16500000.0,16942800.0,R,en
tt0316013,0.0,0.0,,en
tt0316023,4000000.0,0.0,,cn
tt0316062,0.0,0.0,,te
tt0316160,0.0,0.0,,en
tt0316169,0.0,0.0,,cn
tt0316187,2000.0,0.0,,en
tt0316188,800000.0,2816120.0,,en
tt0316219,0.0,0.0,R,en
tt0316352,0.0,0.0,,en
tt0316353,0.0,0.0,,en
tt0316356,22000000.0,68296300.0,R,en
tt0316396,100000000.0,121975000.0,PG,en
tt0316436,0.0,0.0,,en
tt0316465,35000000.0,53293600.0,PG,en
tt0316466,0.0,0.0,,en
tt0316473,0.0,0.0,,en
tt0316485,0.0,0.0,,en
tt0316498,0.0,0.0,,es
tt0316562,0.0,0.0,,es
tt0316599,0.0,0.0,,ja
tt0316653,1000000.0,0.0,,en
tt0316654,200000000.0,783766000.0,PG-13,en
tt0316701,0.0,0.0,R,en
tt0316732,25000000.0,71255000.0,PG-13,en
tt0316763,0.0,0.0,,en
tt0316768,0.0,0.0,R,en
tt0316824,5400000.0,0.0,R,en
tt0316829,0.0,0.0,,ja
tt0316882,0.0,0.0,PG,en
tt0316884,0.0,0.0,,cs
tt0316904,0.0,0.0,,en
tt0316955,0.0,0.0,,is
tt0317042,0.0,0.0,R,en
tt0317079,0.0,0.0,,en
tt0317113,0.0,0.0,,es
tt0317124,0.0,0.0,PG-13,en
tt0317132,14000000.0,32645500.0,PG,en
tt0317135,0.0,0.0,,en
tt0317137,0.0,0.0,,fa
tt0317140,0.0,0.0,,de
tt0317171,0.0,0.0,,th
tt0317197,0.0,0.0,,en
tt0317198,40000000.0,262500000.0,,en
tt0317219,120000000.0,461983000.0,G,en
tt0317226,0.0,0.0,,fa
tt0317234,0.0,0.0,,ko
tt0317248,3300000.0,30641800.0,,pt
tt0317273,0.0,0.0,,en
tt0317303,60000000.0,164434000.0,PG,en
tt0317321,0.0,0.0,,fr
tt0317333,0.0,0.0,,cn
tt0317401,0.0,0.0,,en
tt0317403,25000.0,0.0,,en
tt0317469,0.0,0.0,,en
tt0317521,0.0,0.0,R,en
tt0317640,1000000.0,0.0,R,en
tt0317648,100000000.0,108103000.0,PG-13,en
tt0317676,12000000.0,13818200.0,R,en
tt0317705,92000000.0,631442000.0,,en
tt0317740,60000000.0,176070000.0,,en
tt0317743,0.0,0.0,,tr
tt0317794,0.0,0.0,,fa
tt0317842,0.0,0.0,,he
tt0317851,0.0,0.0,,sr
tt0317910,0.0,0.0,PG-13,en
tt0317919,150000000.0,397850000.0,PG-13,en
tt0317931,0.0,0.0,,en
tt0317950,0.0,10550.0,R,en
tt0317964,0.0,0.0,,en
tt0317965,0.0,0.0,,it
tt0318010,0.0,0.0,R,en
tt0318020,0.0,0.0,,en
tt0318023,0.0,0.0,,en
tt0318025,0.0,0.0,,zh
tt0318034,0.0,6723730.0,,ru
tt0318040,0.0,0.0,R,en
tt0318049,600000.0,0.0,,en
tt0318068,0.0,0.0,PG,en
tt0318073,0.0,0.0,,en
tt0318081,80000000.0,11665500.0,PG-13,en
tt0318087,0.0,0.0,,en
tt0318155,80000000.0,68514800.0,PG,en
tt0318181,0.0,0.0,R,en
tt0318184,0.0,0.0,,cn
tt0318202,1000000.0,0.0,NR,fr
tt0318281,0.0,0.0,R,en
tt0318283,30000000.0,15368900.0,PG-13,en
tt0318284,0.0,0.0,,el
tt0318292,10000000.0,0.0,,es
tt0318359,0.0,0.0,,cn
tt0318374,32000000.0,0.0,R,en
tt0318411,0.0,20957000.0,R,en
tt0318462,0.0,57663200.0,R,es
tt0318590,0.0,0.0,,pt
tt0318627,45000000.0,129395000.0,,en
tt0318649,130000000.0,119269000.0,PG-13,en
tt0318725,0.0,0.0,,fr
tt0318742,0.0,0.0,,ru
tt0318761,0.0,1919200.0,R,en
tt0318773,0.0,0.0,,fr
tt0318780,0.0,0.0,,fr
tt0318806,0.0,0.0,,fr
tt0318828,0.0,0.0,,en
tt0318844,0.0,0.0,,cn
tt0318850,0.0,0.0,G,en
tt0318949,750.0,0.0,,de
tt0318974,145000000.0,25820000.0,PG-13,en
tt0319020,0.0,0.0,,hi
tt0319029,0.0,0.0,,en
tt0319056,0.0,0.0,,en
tt0319061,70000000.0,123218000.0,,en
tt0319115,0.0,0.0,NR,en
tt0319237,0.0,0.0,,it
tt0319262,125000000.0,552640000.0,PG-13,en
tt0319307,0.0,0.0,,es
tt0319343,32000000.0,173399000.0,PG,en
tt0319397,0.0,0.0,,en
tt0319470,0.0,0.0,,en
tt0319512,0.0,0.0,,en
tt0319514,0.0,0.0,,en
tt0319524,0.0,0.0,PG-13,en
tt0319531,0.0,490964.0,,en
tt0319683,0.0,0.0,,en
tt0319685,0.0,0.0,,fa
tt0319728,780000.0,0.0,R,en
tt0319736,3000000.0,6000000.0,,hi
tt0319739,0.0,0.0,,de
tt0319767,0.0,0.0,,en
tt0319792,0.0,0.0,,en
tt0319803,0.0,0.0,,en
tt0319829,0.0,0.0,PG-13,en
tt0319836,0.0,0.0,,bn
tt0319901,0.0,0.0,,cn
tt0319917,0.0,0.0,,en
tt0320097,0.0,0.0,,hi
tt0320159,0.0,0.0,,en
tt0320187,40000.0,0.0,,en
tt0320193,0.0,0.0,,ko
tt0320194,0.0,0.0,,ro
tt0320212,0.0,0.0,,en
tt0320241,0.0,0.0,,en
tt0320242,0.0,0.0,,en
tt0320244,5000000.0,742898.0,R,en
tt0320413,0.0,0.0,,en
tt0320422,0.0,0.0,,en
tt0320483,0.0,0.0,,en
tt0320512,0.0,0.0,,en
tt0320558,0.0,0.0,,es
tt0320626,0.0,0.0,,en
tt0320641,0.0,0.0,,ja
tt0320661,130000000.0,218123000.0,R,en
tt0320668,0.0,0.0,R,en
tt0320671,0.0,0.0,,ru
tt0320691,22000000.0,95708500.0,R,en
tt0320713,0.0,0.0,NC-17,en
tt0320751,0.0,0.0,R,en
tt0320869,0.0,0.0,,en
tt0321058,0.0,0.0,,en
tt0321150,0.0,0.0,,en
tt0321177,0.0,0.0,,en
tt0321321,0.0,0.0,,en
tt0321438,0.0,0.0,,hu
tt0321440,0.0,0.0,,fr
tt0321442,0.0,0.0,R,en
tt0321463,0.0,0.0,,sv
tt0321505,0.0,0.0,,en
tt0321626,0.0,500000.0,R,en
tt0321640,0.0,0.0,,en
tt0321649,0.0,0.0,,ja
tt0321781,0.0,0.0,,en
tt0321858,500000.0,5000000.0,,en
tt0321959,0.0,0.0,R,en
tt0321997,5000000.0,16324.0,R,en
tt0322005,0.0,0.0,R,en
tt0322012,0.0,0.0,,en
tt0322023,0.0,320092.0,R,en
tt0322082,0.0,0.0,,fr
tt0322169,0.0,0.0,NR,en
tt0322177,0.0,0.0,,da
tt0322189,0.0,0.0,,el
tt0322232,0.0,0.0,,cn
tt0322259,76000000.0,236351000.0,PG-13,en
tt0322289,0.0,0.0,,fr
tt0322298,0.0,0.0,,es
tt0322330,26000000.0,160846000.0,PG,en
tt0322332,0.0,0.0,,en
tt0322337,0.0,0.0,,en
tt0322365,0.0,0.0,,en
tt0322420,8000000.0,0.0,,sr
tt0322423,0.0,0.0,,pl
tt0322445,0.0,0.0,,en
tt0322545,0.0,0.0,,de
tt0322549,0.0,0.0,,en
tt0322589,18000000.0,62646800.0,PG-13,en
tt0322590,0.0,0.0,,en
tt0322621,0.0,0.0,,en
tt0322645,10540.0,0.0,PG-13,ja
tt0322650,0.0,0.0,,en
tt0322651,0.0,0.0,,en
tt0322659,0.0,0.0,,en
tt0322674,0.0,0.0,,nl
tt0322700,1650000.0,3264.0,,en
tt0322725,0.0,56878.0,,it
tt0322781,0.0,0.0,,en
tt0322802,5000000.0,64282300.0,R,en
tt0322807,0.0,0.0,,sr
tt0322824,250050.0,0.0,,es
tt0322852,0.0,0.0,,en
tt0323001,0.0,0.0,,en
tt0323008,0.0,0.0,,en
tt0323013,4500000.0,4600000.0,,hi
tt0323033,28000000.0,30031900.0,PG-13,en
tt0323050,0.0,0.0,,en
tt0323084,0.0,0.0,,sv
tt0323103,0.0,0.0,,en
tt0323120,900000.0,0.0,,en
tt0323155,0.0,0.0,,en
tt0323246,0.0,0.0,,en
tt0323248,0.0,0.0,R,en
tt0323298,2500000.0,1062250.0,R,en
tt0323405,0.0,0.0,,en
tt0323458,0.0,0.0,,ja
tt0323465,11500000.0,0.0,R,en
tt0323496,0.0,0.0,,en
tt0323498,0.0,0.0,,en
tt0323499,0.0,0.0,,en
tt0323571,0.0,0.0,R,en
tt0323572,0.0,6126240.0,PG,en
tt0323576,0.0,0.0,,en
tt0323629,0.0,0.0,,en
tt0323630,0.0,0.0,,ko
tt0323633,0.0,0.0,,en
tt0323642,46000000.0,62870500.0,G,en
tt0323725,0.0,0.0,,fr
tt0323741,0.0,0.0,,en
tt0323807,0.0,0.0,R,it
tt0323808,7750000.0,0.0,R,en
tt0323874,0.0,0.0,,en
tt0323911,0.0,0.0,,en
tt0323939,6800000.0,0.0,R,en
tt0323944,6000000.0,2944750.0,PG-13,en
tt0323965,0.0,0.0,,en
tt0323998,1725000.0,0.0,,sv
tt0324013,0.0,0.0,R,en
tt0324071,0.0,0.0,,en
tt0324080,0.0,0.0,,en
tt0324127,27000000.0,13000000.0,R,en
tt0324133,7800000.0,22441300.0,R,en
tt0324158,0.0,0.0,,es
tt0324195,0.0,0.0,,en
tt0324197,0.0,0.0,,fr
tt0324208,0.0,0.0,,en
tt0324216,9500000.0,107364000.0,R,en
tt0324242,0.0,1691810.0,,ko
tt0324368,0.0,0.0,,en
tt0324369,0.0,0.0,,en
tt0324443,0.0,0.0,,fr
tt0324462,0.0,0.0,,es
tt0324518,0.0,0.0,,vi
tt0324554,30000000.0,13001300.0,PG-13,en
tt0324572,0.0,0.0,G,en
tt0324579,0.0,0.0,,en
tt0324619,0.0,0.0,,en
