imdb_id,budget,revenue,certification,original_language,release_date,popularity,vote_average,vote_count
tt11384184,0.0,0.0,,en,,0.6,0.0,0
tt11384296,0.0,0.0,,en,2020-09-08,0.66,0.0,0
tt11384400,0.0,0.0,,en,,0.6,0.0,0
tt1138442,8700000.0,0.0,,ko,2010-09-16,3.278,6.2,47
tt1138457,0.0,0.0,,ko,2008-01-31,1.765,6.0,23
tt1138478,0.0,0.0,,pt,2009-09-23,3.789,5.5,15
tt1138481,0.0,0.0,,nl,2011-01-27,4.329,6.7,36
tt1138489,0.0,471645.0,R,en,2009-03-05,7.081,6.0,93
tt11385066,0.0,0.0,,it,2019-12-26,6.581,2.9,108
tt11385078,20000000.0,0.0,PG,te,2021-09-09,2.372,6.1,4
tt11385128,0.0,0.0,,te,2020-09-05,2.601,5.9,27
tt11385336,0.0,0.0,,es,2020-08-22,11.12,7.7,105
tt11385506,0.0,0.0,,zh,2021-09-20,0.6,0.0,0
tt11385670,0.0,0.0,,en,2020-09-20,3.665,3.1,6
tt11386020,826500.0,0.0,,uk,2019-12-05,1.78,7.0,9
tt11386354,0.0,0.0,,en,2019-07-13,2.835,0.0,0
tt11387996,0.0,0.0,NR,en,2016-05-10,0.6,0.0,0
tt11388220,0.0,0.0,,en,2019-11-19,0.609,0.0,0
tt11388244,0.0,0.0,,en,2019-08-30,0.649,0.0,0
tt11388278,0.0,0.0,NR,en,2021-03-26,23.675,7.0,287
tt11388406,0.0,0.0,R,en,2020-01-27,11.475,5.6,428
tt11388416,12400000.0,0.0,R,en,2021-11-05,88.343,6.1,29
tt11388542,0.0,0.0,,en,2019-12-10,0.6,3.0,1
tt11388580,0.0,0.0,R,en,2020-01-31,15.448,7.9,423
tt11388604,0.0,0.0,,en,2020-07-10,0.6,0.0,0
tt11388816,5000.0,0.0,,en,2020-04-25,0.6,0.0,0
tt11388822,0.0,0.0,G,en,2021-04-24,3.402,7.3,14
tt11388966,0.0,0.0,,es,2020-01-27,1.006,6.3,4
tt11388990,0.0,0.0,,es,2020-01-26,7.249,7.3,45
tt11389120,0.0,0.0,,ar,2021-10-11,0.6,0.0,0
tt11389170,0.0,0.0,,ja,2019-11-15,1.4,7.8,4
tt11389748,0.0,131357.0,PG-13,en,2021-10-08,14.441,7.9,109
tt11389850,0.0,0.0,,et,2021-09-24,1.4,1.0,1
tt11389868,1000000.0,0.0,,en,2022-04-22,7.35,7.8,4
tt11390036,0.0,0.0,NR,en,2020-01-17,11.179,7.1,771
tt11390102,0.0,0.0,,es,2020-01-24,1.222,5.5,2
tt11390126,0.0,0.0,,ru,2020-12-24,3.423,5.5,2
tt11390180,8020000.0,0.0,,ru,2021-02-18,13.184,6.3,30
tt11390442,5600000.0,0.0,,no,2020-12-25,4.161,6.9,13
tt11390864,0.0,0.0,,ml,2021-12-31,1.712,7.1,4
tt11390878,0.0,0.0,,it,2021-09-02,0.666,5.1,5
tt1139127,0.0,0.0,,en,2007-07-21,0.6,0.0,0
tt1139129,0.0,0.0,,es,2007-03-01,0.6,6.0,1
tt11391604,0.0,0.0,,es,2020-03-13,2.42,8.3,32
tt11392114,0.0,0.0,,en,2020-02-16,4.184,7.6,12
tt11392272,0.0,0.0,,en,2021-05-21,3.993,4.9,17
tt1139282,2000000.0,7306.0,R,en,2009-10-10,8.391,6.1,78
tt11393026,0.0,0.0,,en,2020-07-23,5.1,6.8,19
tt1139319,0.0,0.0,NR,en,2008-10-17,2.701,6.0,53
tt1139328,45000000.0,60331400.0,PG-13,en,2010-02-12,11.675,6.8,1780
tt11393360,0.0,0.0,,fa,2019-09-29,0.6,0.0,0
tt11393362,0.0,0.0,,en,,0.6,0.0,0
tt11393740,0.0,0.0,,en,,0.6,6.0,1
tt1139399,0.0,0.0,,ja,2008-08-23,0.663,5.0,1
tt1139405,350000.0,0.0,NR,en,2008-03-01,0.6,0.0,0
tt11394158,0.0,0.0,R,en,2020-09-25,4.511,6.4,23
tt11394166,0.0,0.0,,en,2020-01-23,3.365,8.3,6
tt11394168,0.0,0.0,,en,2020-01-25,7.624,6.6,27
tt11394170,0.0,0.0,,en,2020-11-11,5.205,7.3,34
tt11394180,0.0,0.0,PG-13,en,2020-01-23,6.915,7.4,94
tt11394182,0.0,0.0,,en,2020-09-04,5.79,7.2,42
tt11394184,0.0,0.0,PG-13,en,2020-07-31,4.897,5.5,13
tt11394188,0.0,0.0,,en,2020-01-26,4.281,6.2,37
tt11394198,0.0,0.0,,en,2020-01-23,1.898,9.5,2
tt11394200,0.0,0.0,,en,2020-01-26,5.954,7.2,30
tt11394276,0.0,0.0,,en,2021-08-12,35.151,7.4,8
tt11394282,0.0,0.0,,es,2020-11-27,3.733,6.8,41
tt11394284,0.0,0.0,,es,2020-05-07,2.121,4.9,9
tt11394288,0.0,0.0,,es,2020-10-30,1.202,6.6,8
tt11394290,0.0,0.0,,uk,2020-11-26,0.94,8.3,6
tt11394296,0.0,0.0,,en,2020-01-23,0.6,0.0,0
tt11394298,0.0,0.0,,es,2020-12-11,11.806,8.1,166
tt11394308,0.0,0.0,,ar,2020-01-25,0.6,0.0,0
tt11394314,0.0,0.0,,en,2020-01-25,1.132,7.7,3
tt11394318,0.0,0.0,,it,2020-12-25,6.457,8.0,23
tt11394330,0.0,0.0,NR,en,2020-01-26,2.971,8.0,2
tt11394332,0.0,43840.0,NR,en,2020-08-14,16.2,6.6,176
tt11394338,0.0,0.0,PG-13,en,2020-01-26,3.261,6.3,18
tt11394340,0.0,0.0,R,en,2021-07-09,4.89,7.4,16
tt11394468,0.0,0.0,,en,2020-01-24,4.594,7.0,20
tt11394650,0.0,0.0,,en,2020-01-25,4.592,7.0,15
tt1139592,6200000.0,3600000.0,,en,2017-09-26,44.638,4.9,646
tt1139613,0.0,0.0,,en,2008-09-17,0.6,4.0,2
tt1139618,0.0,0.0,,fi,2007-11-24,0.962,4.9,4
tt11396226,179000.0,0.0,,ta,2022-01-21,2.47,10.0,1
tt11396290,0.0,0.0,,ta,2021-12-03,1.918,7.0,2
tt1139632,0.0,0.0,,en,2007-08-19,0.6,0.0,0
tt1139662,2500000.0,0.0,,en,2008-11-06,2.812,6.2,6
tt1139664,0.0,0.0,,es,2008-04-24,1.739,6.2,13
tt1139665,0.0,0.0,,en,2009-02-13,0.6,1.8,2
tt1139666,0.0,0.0,,es,2010-03-19,1.544,6.8,13
tt1139668,16000000.0,76514000.0,PG-13,en,2009-01-09,35.554,5.2,1138
tt1139783,10000.0,0.0,,en,2007-10-31,3.798,4.4,20
tt1139790,0.0,0.0,,sv,2009-01-28,0.6,0.0,0
tt1139797,4000000.0,10785800.0,R,sv,2008-01-26,11.252,7.5,2364
tt1139800,0.0,0.0,R,fr,2008-08-20,5.746,4.9,82
tt11398042,0.0,0.0,,en,2020-09-27,3.842,0.0,0
tt11398058,0.0,0.0,,zh,2021-07-29,0.969,6.0,1
tt11398276,0.0,0.0,,my,2022-01-24,1.4,0.0,0
tt11398346,0.0,0.0,,en,2021-07-22,2.911,6.2,13
tt11398388,0.0,0.0,,en,2022-01-21,1.958,7.5,2
tt11398516,0.0,0.0,,en,,0.6,0.0,0
tt11399024,0.0,0.0,,en,2019-12-09,0.6,0.0,0
tt11399358,0.0,0.0,,en,2018-11-14,0.6,0.0,0
tt11399362,0.0,0.0,G,en,2020-09-30,5.666,6.4,13
tt11399368,0.0,0.0,,en,2019-05-20,1.596,6.0,3
tt11399518,0.0,0.0,,en,2019-12-23,2.779,5.5,14
tt1139983,0.0,0.0,,en,2007-01-01,0.622,7.0,1
tt11400902,0.0,0.0,,en,2022-02-18,5.145,4.9,9
tt11401338,0.0,0.0,,en,2014-11-01,0.6,0.0,0
tt11402062,300000.0,0.0,,en,2019-11-20,0.6,4.0,1
tt11402952,0.0,0.0,,es,2019-01-01,0.6,0.0,0
tt11403140,0.0,0.0,,en,,0.6,0.0,0
tt11403714,0.0,0.0,,fr,2019-12-08,0.6,7.0,3
tt11404586,0.0,0.0,,es,2019-10-25,0.6,10.0,1
tt11404762,0.0,0.0,NR,sv,2020-11-18,3.429,5.9,32
tt11405250,0.0,0.0,,en,2020-09-06,0.99,8.0,2
tt11405324,0.0,0.0,,en,2020-01-25,2.383,5.3,3
tt11405568,0.0,0.0,,en,2021-06-28,2.244,3.3,3
tt11405716,0.0,0.0,,zh,2021-10-29,0.6,0.0,0
tt11409750,0.0,0.0,,en,2020-08-09,0.902,0.0,0
tt11410238,0.0,0.0,,en,2021-01-15,3.02,6.0,9
tt11410450,0.0,0.0,,ja,2019-11-29,3.135,8.5,2
tt1141250,0.0,0.0,,en,2007-04-25,0.6,0.0,0
tt1141253,0.0,0.0,,ja,2008-07-01,0.998,3.5,4
tt1141254,0.0,0.0,,en,2003-07-23,0.6,8.0,1
tt1141263,0.0,0.0,,ru,2005-06-06,1.868,6.0,5
tt1141279,0.0,0.0,,en,2007-06-26,1.302,10.0,1
tt11412892,0.0,0.0,,pl,2021-11-12,5.865,5.9,10
tt1141306,0.0,0.0,,it,2010-05-07,1.803,4.8,3
tt11414492,0.0,0.0,,ko,2019-12-04,1.314,6.5,8
tt11414766,3500.0,0.0,,nl,2020-06-11,1.395,3.0,1
tt11415816,0.0,0.0,,en,2019-12-05,0.6,0.0,0
tt11416118,0.0,0.0,,en,2020-01-31,0.6,0.0,0
tt1141633,0.0,0.0,,en,2007-10-18,0.6,0.0,0
tt1141663,0.0,0.0,,en,2007-09-18,0.6,5.7,3
tt11416746,0.0,0.0,PG-13,en,2020-10-09,7.448,6.9,78
tt11416882,1200.0,0.0,,fr,2020-08-14,0.618,0.0,0
tt1141702,0.0,0.0,,en,2014-03-09,4.617,5.8,24
tt11417508,0.0,0.0,,en,2019-03-26,0.6,1.0,1
tt11417610,0.0,0.0,,en,2019-11-05,0.6,5.0,1
tt11417856,0.0,0.0,,ja,2022-02-04,4.377,6.5,10
tt11417886,0.0,0.0,,es,2021-07-30,41.045,5.5,15
tt11417930,0.0,0.0,,en,2019-12-20,0.763,7.0,2
tt11417968,0.0,0.0,,en,2020-09-05,0.6,0.0,0
tt11418274,0.0,0.0,,en,2018-07-01,1.614,0.0,0
tt11418290,0.0,0.0,,lt,2021-10-08,1.4,0.0,0
tt11418452,2601900.0,0.0,,ru,2019-11-24,14.741,7.0,104
tt11418672,0.0,0.0,,en,2020-01-21,0.6,6.0,2
tt11419500,0.0,0.0,,en,,0.6,0.0,0
tt11421266,0.0,0.0,,en,2019-12-14,2.024,5.0,3
tt11421426,0.0,0.0,,en,2019-11-21,0.6,0.0,0
tt11421870,0.0,0.0,,en,2019-12-18,0.6,0.0,0
tt11422114,20000.0,60000.0,,en,,0.6,0.0,0
tt11422136,0.0,0.0,,fr,2021-08-04,0.974,4.1,4
tt11422728,0.0,0.0,,en,2021-07-02,15.341,7.7,112
tt11423214,0.0,0.0,,en,2021-06-18,4.23,6.6,7
tt11423216,0.0,0.0,,en,2019-12-13,0.6,0.0,0
tt11423420,0.0,0.0,,en,2022-01-22,1.634,0.0,0
tt11423540,0.0,0.0,,nl,2020-10-22,0.6,6.7,3
tt11423700,0.0,0.0,,ja,2019-02-16,3.465,3.0,2
tt11423784,0.0,0.0,NR,mr,2020-09-03,2.835,6.8,36
tt1142433,15000000.0,6414730.0,PG-13,en,2009-08-21,7.697,5.0,242
tt1142438,0.0,0.0,,el,2008-04-03,0.6,2.0,2
tt1142560,0.0,0.0,,en,2007-10-25,0.84,0.0,0
tt1142567,12.0,0.0,,en,2007-09-21,0.6,0.0,0
tt1142585,0.0,0.0,,en,2007-11-23,0.655,0.0,0
tt1142588,0.0,0.0,,en,2007-11-01,0.6,0.0,0
tt11426562,0.0,0.0,,ru,2019-12-05,6.169,7.5,83
tt11426572,0.0,0.0,,en,,0.6,0.0,0
tt11426644,0.0,0.0,,en,2020-01-28,3.501,7.7,3
tt11427062,0.0,0.0,,en,2019-11-29,0.6,0.0,0
tt11427318,0.0,0.0,,ja,2020-07-17,2.977,7.0,10
tt11427380,0.0,0.0,,ja,2020-09-18,4.776,6.8,6
tt11427974,0.0,0.0,,en,2020-11-01,1.7,9.0,2
tt1142798,0.0,0.0,PG-13,en,2008-09-12,6.656,6.6,57
tt1142799,200000.0,0.0,NR,en,2017-01-31,0.848,0.0,0
tt1142800,0.0,90508300.0,PG-13,en,2009-02-16,11.797,6.6,154
tt1142804,0.0,0.0,,en,2009-09-18,1.885,4.8,15
tt11428420,0.0,0.0,,sv,2020-08-28,1.02,6.0,4
tt1142868,0.0,0.0,,fr,2007-04-01,0.6,5.0,3
tt11428788,0.0,0.0,,id,2020-01-09,0.671,4.5,2
tt11428894,0.0,0.0,,zh,2020-01-24,0.6,0.0,0
tt11428926,0.0,0.0,NR,it,2021-02-05,19.307,6.0,97
tt1142974,0.0,0.0,,en,2008-07-15,0.84,2.0,1
tt1142977,39000000.0,81493800.0,PG,en,2012-10-04,34.58,6.9,2682
tt1142985,0.0,0.0,,en,2014-08-08,0.849,0.0,0
tt1142988,38000000.0,321683000.0,R,en,2009-07-24,37.546,6.5,2987
tt11430262,0.0,0.0,,te,2020-01-31,1.969,6.8,6
tt11430264,0.0,0.0,,en,2019-12-25,0.718,8.3,3
tt1143105,0.0,0.0,,en,2008-03-01,0.6,0.0,0
tt1143110,0.0,0.0,,en,2009-02-07,4.17,6.1,35
tt1143141,0.0,0.0,,en,2009-04-17,0.704,7.0,1
tt1143148,0.0,0.0,,es,2008-10-06,0.775,6.9,10
tt1143155,0.0,0.0,,ko,2009-08-27,5.202,6.9,29
tt1143156,0.0,0.0,,tl,2008-02-13,2.17,6.3,3
tt11431570,0.0,0.0,,en,2020-09-19,0.6,0.0,0
tt11431780,0.0,0.0,,en,2021-04-29,1.168,7.0,1
tt11432992,0.0,0.0,,en,2022-03-22,2.427,5.0,1
tt11433048,20000000.0,0.0,NR,en,2021-09-03,131.755,6.2,25
tt11433364,0.0,0.0,,en,2021-10-15,1.494,0.0,0
tt11433420,0.0,0.0,,fr,2021-04-02,2.454,8.0,1
tt11433696,0.0,0.0,,te,2020-12-24,1.244,7.2,3
tt11433704,0.0,0.0,,zh,2019-05-11,0.67,0.0,0
tt11433724,0.0,0.0,,te,2019-12-20,1.4,7.5,3
tt11433874,0.0,757096.0,,ja,2020-03-27,95.578,7.6,57
tt11433900,0.0,0.0,,ja,2020-02-21,1.489,6.0,1
tt11436284,0.0,0.0,,en,,0.6,0.0,0
tt11436498,0.0,0.0,NR,en,2021-10-01,6.646,5.8,8
tt11436686,0.0,0.0,,en,2021-03-12,0.6,0.0,0
tt11437784,0.0,0.0,NR,en,2019-11-28,0.61,0.0,0
tt11438326,0.0,0.0,,en,,0.6,0.0,0
tt1143896,0.0,0.0,R,en,2010-05-21,5.75,5.8,69
tt1143913,0.0,0.0,,en,2007-10-19,0.699,4.5,2
tt11439556,0.0,0.0,,ru,2020-10-22,2.867,6.3,25
tt11439668,0.0,0.0,,pl,2020-07-03,0.896,5.0,1
tt11440268,7000.0,0.0,,en,2020-01-01,0.6,0.0,0
tt11441458,0.0,0.0,,ta,2021-11-19,1.4,7.7,3
tt11441606,0.0,0.0,,en,2020-12-04,2.868,5.6,10
tt11443276,0.0,0.0,,tl,2021-10-14,2.259,6.7,3
tt11444040,0.0,0.0,,en,2020-09-03,0.925,0.0,0
tt1144429,0.0,0.0,,en,2009-11-03,1.827,10.0,1
tt11444602,0.0,0.0,,ta,2021-07-16,0.923,5.5,5
tt11444644,0.0,0.0,,no,2021-02-19,1.403,4.5,3
tt11444698,0.0,0.0,,ta,2021-02-05,1.96,5.5,2
tt11444820,0.0,0.0,,ta,2021-07-11,1.041,6.0,1
tt1144539,0.0,0.0,,en,2009-01-01,6.76,7.3,129
tt1144541,0.0,0.0,,en,2009-02-16,1.353,6.0,6
tt1144544,0.0,0.0,,en,2008-01-01,0.6,5.0,2
tt1144545,0.0,0.0,R,en,2009-05-01,1.085,7.3,3
tt1144546,0.0,0.0,,en,2010-04-10,1.549,1.9,4
tt1144551,500000.0,11276.0,,en,2009-01-01,4.564,6.2,18
tt11447764,0.0,0.0,,pt,2020-01-22,0.6,6.0,1
tt11447806,0.0,0.0,,en,2020-05-28,5.754,5.7,7
tt1144797,0.0,0.0,,en,2009-11-27,3.362,3.1,11
tt11448020,0.0,0.0,,en,2016-08-04,1.603,0.0,0
tt1144804,16000000.0,0.0,,hi,2009-07-03,5.485,4.1,38
tt1144805,250000.0,0.0,,en,2007-03-01,1.223,6.9,7
tt11448076,0.0,172919000.0,,zh,2021-04-30,4.865,7.1,31
tt1144811,0.0,0.0,NR,en,2009-06-21,3.858,4.9,14
tt1144815,0.0,0.0,R,en,2011-01-01,2.256,2.8,14
tt1144824,0.0,0.0,,en,2007-07-28,0.6,0.0,0
tt11448286,0.0,0.0,,es,2019-10-17,0.6,5.0,2
tt11448490,0.0,0.0,,en,2021-07-30,120.478,6.4,59
tt11448684,0.0,0.0,,ko,2019-11-27,1.637,6.1,4
tt1144884,40000000.0,186167000.0,R,en,2009-08-26,53.97,5.6,2564
tt11448936,0.0,0.0,,tr,2020-10-30,1.694,6.0,6
tt11450018,0.0,0.0,,id,2020-01-16,0.6,2.3,3
tt11450902,0.0,0.0,,sv,2020-01-23,1.592,6.4,5
tt11450972,0.0,0.0,,fr,2021-06-23,2.548,5.7,21
tt1145144,0.0,0.0,,en,2008-10-30,7.74,7.0,165
tt1145152,0.0,0.0,,en,2008-05-01,1.391,5.7,3
tt1145154,0.0,0.0,,en,2009-11-03,1.083,3.5,4
tt1145157,0.0,0.0,PG-13,en,2009-02-05,4.842,5.8,71
tt11451610,0.0,0.0,,en,2020-03-03,1.753,8.0,1
tt11451708,0.0,0.0,,es,2021-04-29,0.6,0.0,0
tt11452758,0.0,0.0,,ar,2021-02-03,1.346,0.0,0
tt11453182,0.0,0.0,,ar,2020-01-06,1.219,5.7,3
tt11454066,0.0,0.0,R,en,2020-08-21,5.525,6.4,31
tt11454088,0.0,0.0,,en,,0.84,0.0,0
tt11454162,0.0,0.0,,ko,2019-12-11,1.07,7.0,3
tt11454170,0.0,0.0,,ko,2019-12-18,18.114,7.0,36
tt11454278,0.0,0.0,,en,2021-08-18,2.716,1.0,1
tt1145430,0.0,0.0,,es,2010-10-19,1.203,4.8,8
tt11454320,0.0,0.0,,en,2022-03-11,4.935,5.7,17
tt1145446,0.0,0.0,,no,2008-10-24,5.39,5.6,49
tt11454670,0.0,0.0,,en,2020-06-11,2.43,6.0,1
tt11454718,0.0,69000000.0,PG-13,zh,2020-12-24,40.105,7.5,128
tt11455260,11700000.0,13128500.0,,de,2021-10-14,4.86,5.4,4
tt11456054,2000000.0,0.0,,en,2020-09-10,26.638,6.7,249
tt11456606,0.0,0.0,,fi,2020-01-30,0.6,6.0,1
tt11457736,0.0,0.0,NR,en,2020-12-03,3.289,6.2,33
tt11458628,0.0,2430000.0,,de,2020-10-01,4.01,6.4,31
tt11459366,0.0,0.0,R,en,2021-02-26,14.016,8.6,230
tt11460372,0.0,0.0,,en,2020-02-05,0.671,7.8,2
tt11460512,0.0,0.0,,de,2021-08-12,4.686,7.2,9
tt11460818,0.0,0.0,,hi,2021-09-03,1.73,6.0,4
tt11460862,0.0,0.0,,zh,2020-11-25,0.84,0.0,0
tt11460976,0.0,0.0,R,pl,2021-01-30,17.135,5.1,70
tt11461118,0.0,0.0,,en,2019-01-31,0.67,4.0,1
tt1146283,1000000.0,0.0,R,en,2008-09-09,3.883,4.4,23
tt1146285,0.0,0.0,,en,2008-09-06,0.84,3.4,4
tt1146298,0.0,0.0,,es,2007-10-02,1.022,7.3,6
tt1146310,0.0,0.0,,en,2009-01-01,0.6,2.0,1
tt1146314,0.0,0.0,,fr,2008-06-13,1.521,6.1,17
tt1146320,0.0,0.0,R,fr,2009-05-06,4.268,5.2,72
tt1146325,14000000.0,25000000.0,,hi,2008-01-01,5.794,5.5,63
tt1146327,0.0,0.0,,de,2008-10-02,1.376,6.0,1
tt11463324,0.0,0.0,,en,2020-01-01,1.163,8.0,1
tt11463528,0.0,0.0,,en,2012-01-01,0.6,0.0,0
tt11464016,0.0,142531.0,G,xx,2021-04-15,4.584,7.3,22
tt11464430,0.0,0.0,,en,2021-04-28,2.653,4.0,2
tt11464730,0.0,0.0,,en,2021-09-01,191.948,7.0,136
tt11464826,0.0,0.0,PG-13,en,2020-01-26,18.874,7.5,1208
tt11464920,0.0,0.0,,en,,0.6,0.0,0
tt11465242,0.0,0.0,,zh,2020-01-27,1.113,0.0,0
tt11465650,0.0,0.0,,en,2019-12-13,0.92,10.0,2
tt11465676,0.0,0.0,G,en,2021-07-27,2.972,4.0,5
tt11465692,0.0,0.0,PG,en,2022-03-17,3.181,2.0,2
tt11466222,10000000.0,80340200.0,R,en,2022-02-01,487.988,7.0,361
tt11466850,0.0,0.0,,en,2019-03-22,0.6,0.0,0
tt11467896,0.0,0.0,,ta,2021-11-26,1.287,6.0,1
tt11468156,0.0,0.0,,ta,2021-01-28,1.434,6.7,3
tt11468258,0.0,0.0,,ta,2022-02-11,3.973,6.0,3
tt11468474,30000.0,0.0,PG-13,en,2019-12-12,0.6,0.0,0
tt11468896,0.0,0.0,,ru,2020-02-21,0.952,3.7,3
tt11469110,0.0,0.0,,en,2020-01-26,0.6,6.0,1
tt11469196,0.0,0.0,,en,2020-01-27,2.914,5.8,17
tt11469352,0.0,0.0,,cn,2019-11-12,1.319,7.0,3
tt11469408,0.0,0.0,,ja,2019-12-13,3.519,6.8,42
tt11469636,0.0,0.0,,en,2021-04-07,1.4,0.0,0
tt11469660,0.0,0.0,,id,2020-01-23,1.665,7.0,4
tt11469744,0.0,0.0,,te,2019-12-25,1.768,7.6,17
tt11469908,0.0,0.0,,en,2020-01-25,3.83,6.0,1
tt11469922,0.0,0.0,,en,2020-01-27,0.613,0.0,0
tt11470064,0.0,0.0,,id,2020-03-12,14.362,7.2,3
tt11470144,0.0,0.0,,he,2018-11-16,0.6,1.0,1
tt11470272,0.0,0.0,,kn,2019-12-14,0.932,3.0,2
tt11472786,0.0,0.0,,en,,0.6,0.0,0
tt11473680,0.0,0.0,,en,2020-08-22,1.396,3.5,3
tt11474972,0.0,0.0,,en,2021-03-11,3.769,6.0,20
tt1147513,0.0,0.0,,ja,2000-03-04,4.679,7.1,36
tt1147516,0.0,0.0,,ja,2004-03-06,3.187,7.0,9
tt1147543,450000.0,0.0,,en,2012-02-10,2.123,8.8,4
tt1147554,0.0,0.0,,el,2007-11-18,0.6,0.0,0
tt1147621,12000.0,0.0,,en,2008-11-07,1.209,6.7,7
tt1147681,0.0,0.0,R,en,2014-08-08,2.468,5.5,2
tt1147682,0.0,0.0,NR,en,2009-03-26,1.355,7.7,9
tt1147683,0.0,0.0,,en,2009-08-28,0.6,0.0,0
tt1147684,1300000.0,0.0,R,en,2009-10-22,8.315,5.3,147
tt1147687,10000000.0,0.0,R,en,2009-05-26,7.694,4.5,131
tt11477298,0.0,0.0,,ar,2020-08-14,1.108,4.3,4
tt1147742,0.0,0.0,,en,2015-06-24,0.846,0.0,0
tt1147770,0.0,0.0,,it,2008-01-18,0.6,7.1,6
tt11477808,0.0,0.0,,ur,2019-12-20,0.6,0.0,0
tt11477842,0.0,0.0,,ja,2021-03-19,1.898,6.8,5
tt11478014,0.0,0.0,,ja,2020-02-08,2.565,0.0,0
tt11481312,0.0,0.0,,wo,2020-11-05,4.785,7.4,40
tt1148200,5000000.0,143000.0,R,en,2010-10-01,7.664,4.4,99
tt1148204,20000000.0,77912200.0,R,en,2009-07-24,63.939,7.0,4098
tt1148205,7000000.0,0.0,R,en,2016-06-13,2.773,5.1,12
tt11482244,0.0,0.0,,zh,2020-07-31,0.803,4.0,4
tt1148261,0.0,0.0,PG-13,ja,2007-12-22,34.274,6.7,126
tt1148264,0.0,0.0,,en,2006-10-03,0.6,0.0,0
tt11482894,0.0,0.0,,en,2021-02-04,53.819,6.7,55
tt11482948,0.0,0.0,,zh,2021-12-02,1.419,6.2,6
tt11483018,0.0,0.0,,en,2020-01-24,0.6,9.5,1
tt11483624,0.0,0.0,,zh,2019-12-13,0.6,9.0,1
tt11485514,0.0,0.0,,ru,2020-11-26,0.878,0.0,0
tt11486320,0.0,0.0,,en,2021-04-20,2.335,2.0,1
tt11486694,0.0,0.0,,en,2019-12-27,0.6,0.0,0
tt11486994,0.0,0.0,,en,2020-10-28,3.074,5.4,23
tt11487036,0.0,0.0,,en,,0.84,0.0,0
tt11487698,0.0,0.0,,ja,2021-10-15,2.351,0.0,0
tt1148779,0.0,0.0,,en,2010-12-17,1.357,5.0,5
tt1148786,0.0,0.0,,en,2008-01-17,1.415,3.9,6
tt11490170,0.0,0.0,,te,2020-02-28,3.322,6.9,22
tt11492176,0.0,0.0,,en,2021-03-18,1.778,0.0,0
tt11492920,0.0,0.0,,ta,2021-04-16,1.411,0.0,0
tt1149293,0.0,0.0,,en,2010-01-01,0.6,0.0,0
tt11493006,25000000.0,458000.0,,ar,2021-09-01,1.323,10.0,2
tt11493046,0.0,0.0,,lv,2020-01-17,1.054,6.4,5
tt11493106,0.0,0.0,,ru,2020-12-17,0.6,0.0,0
tt11493232,0.0,2536750.0,,tr,2020-01-10,2.494,8.0,12
tt1149361,33000000.0,14000000.0,R,fr,2009-10-28,9.221,6.6,444
tt1149362,21555400.0,11652200.0,R,de,2009-09-24,8.579,7.5,808
tt1149363,0.0,0.0,,fr,2009-11-27,1.74,6.6,7
tt1149400,0.0,0.0,,en,2007-11-07,1.25,6.7,7
tt1149405,0.0,0.0,,en,2008-01-20,3.736,7.0,22
tt11495806,0.0,0.0,,en,2021-02-09,1.4,0.0,0
tt1149581,0.0,0.0,,ru,2008-10-01,0.939,7.0,9
tt1149583,0.0,0.0,,en,2008-09-12,2.663,6.7,16
tt1149584,0.0,0.0,R,en,2008-04-04,0.6,5.4,5
tt1149592,0.0,0.0,,fr,2009-01-28,4.323,5.8,44
tt1149594,0.0,0.0,,ja,2008-09-27,1.4,0.0,0
tt1149597,0.0,0.0,,pt,2008-11-21,1.4,3.5,6
tt1149603,0.0,0.0,,cn,2007-12-20,1.138,5.5,11
tt1149604,1000000.0,0.0,,es,2009-10-15,2.007,4.4,16
tt11496088,0.0,0.0,,de,2020-02-22,1.842,5.9,4
tt11496136,0.0,0.0,,de,2021-09-16,0.784,6.7,3
tt11496270,0.0,0.0,,ru,2019-12-26,1.082,6.4,5
tt11496780,0.0,0.0,,en,2020-10-23,0.6,5.0,1
tt11496832,0.0,0.0,,en,2020-01-03,0.6,0.0,0
tt11497180,0.0,0.0,,zh,2020-01-23,1.525,6.0,3
tt11497232,0.0,0.0,,ml,2020-01-24,1.809,6.5,2
tt11497378,0.0,0.0,,bn,2020-03-01,1.012,8.0,1
tt11497402,0.0,0.0,,ta,2019-12-27,1.244,5.8,9
tt11497444,0.0,0.0,,fa,2019-07-01,0.6,2.0,1
tt11497480,0.0,0.0,,bn,2020-01-03,0.86,0.0,0
tt11497592,0.0,0.0,,ta,2020-11-14,1.233,2.7,3
tt11497834,0.0,0.0,,pa,2020-01-24,0.701,9.3,3
tt11498038,0.0,0.0,,ko,2019-12-24,2.731,7.0,10
tt11498676,0.0,0.0,,ru,2019-12-21,3.222,9.0,3
tt11499506,0.0,0.0,,it,2020-11-27,6.777,6.3,231
tt11500434,2000.0,0.0,,en,2019-12-07,0.6,0.0,0
tt11501556,0.0,0.0,,ro,2019-12-22,0.6,10.0,1
tt11502940,0.0,0.0,,ta,2021-04-02,1.079,5.0,11
tt11502944,0.0,0.0,,es,2019-10-29,0.6,0.0,0
tt11503080,0.0,0.0,,pl,2019-07-26,0.6,0.0,0
tt11503178,0.0,32519.0,,te,2021-04-02,4.06,5.9,10
tt11504976,0.0,0.0,,es,2019-12-19,0.89,7.0,1
