imdb_id,budget,revenue,certification,original_language,release_date,popularity,vote_average,vote_count
tt1893364,0.0,0.0,,en,2011-02-03,0.6,0.0,0
tt1893371,0.0,0.0,PG,es,2012-01-26,1.817,4.1,15
tt1893415,25000.0,0.0,,en,2013-10-14,3.748,4.1,16
tt18935028,0.0,0.0,,en,,0.6,0.0,0
tt18937820,2500.0,0.0,NR,en,2022-04-15,0.941,0.0,0
tt1894416,0.0,0.0,,cs,2011-03-17,0.971,5.8,2
tt1894425,0.0,0.0,,en,2004-01-01,0.6,3.0,1
tt1894445,0.0,0.0,,en,2011-01-01,0.6,0.0,0
tt1894470,0.0,0.0,,en,2011-07-08,0.6,0.0,0
tt1894474,0.0,0.0,,en,2011-05-23,2.167,5.3,3
tt1894476,0.0,0.0,R,en,2013-09-10,10.493,6.6,741
tt1894561,0.0,120680.0,PG,en,2012-05-25,7.771,6.5,59
tt1894616,0.0,0.0,PG,en,2013-04-09,3.704,6.6,10
tt1894622,0.0,0.0,,en,2015-11-11,0.6,0.0,0
tt1895315,13000000.0,0.0,R,en,2016-03-12,13.766,7.1,865
tt1895368,0.0,0.0,,en,2013-01-01,0.6,0.0,0
tt1895369,0.0,0.0,,en,,0.6,0.0,0
tt1895373,0.0,0.0,,zh,2011-12-09,1.4,0.0,0
tt1895408,0.0,0.0,,it,2011-02-26,1.149,6.8,16
tt1895420,0.0,0.0,,ko,2008-07-10,0.6,6.0,1
tt1895484,0.0,0.0,,en,2012-05-11,2.861,4.0,5
tt1895545,0.0,0.0,,pt,2011-04-27,1.616,6.5,13
tt18955474,0.0,0.0,,en,2022-04-26,4.734,6.0,4
tt1895587,20000000.0,98690300.0,R,en,2015-11-06,14.426,7.8,7165
tt1895598,0.0,0.0,,en,2012-01-01,0.6,0.0,0
tt18967040,0.0,0.0,,en,2007-02-04,0.6,8.0,2
tt1896753,0.0,0.0,,ja,2012-02-01,1.523,6.0,17
tt1896767,0.0,0.0,,zh,2011-03-10,0.6,0.0,0
tt1896788,0.0,0.0,,fr,2011-06-29,7.415,6.7,65
tt1896818,0.0,0.0,,en,2011-04-01,1.4,0.0,0
tt18968540,0.0,0.0,,zh,2022-03-18,5.593,8.3,3
tt18970380,0.0,0.0,,pl,2022-04-13,12.803,5.1,47
tt18973998,0.0,0.0,,en,2022-04-22,0.752,0.0,0
tt1897941,0.0,0.0,,ja,2011-11-05,0.863,4.9,5
tt1897945,0.0,14244300.0,,ko,2010-12-01,2.396,6.3,19
tt1897949,0.0,0.0,,hr,2011-07-16,1.703,4.2,8
tt1897962,0.0,0.0,,ko,2010-11-18,1.097,6.0,5
tt1897977,0.0,0.0,,en,2010-01-01,0.6,0.0,0
tt18986878,9000.0,0.0,G,en,2022-03-27,0.6,10.0,1
tt1899100,0.0,0.0,R,en,2011-08-22,0.6,0.0,0
tt1899107,0.0,0.0,,th,2010-04-13,0.923,4.9,7
tt1899117,0.0,0.0,,ja,2011-10-08,0.982,5.4,4
tt1899142,0.0,0.0,,es,2013-04-26,0.6,5.5,95
tt1899175,0.0,0.0,,en,2011-02-17,0.6,2.0,1
tt1899240,2000000.0,0.0,,en,2012-02-09,0.893,5.9,6
tt1899270,0.0,0.0,,fr,2012-09-19,1.788,6.8,29
tt1899274,0.0,0.0,,th,2010-06-24,0.698,5.8,2
tt1899285,16000000.0,0.0,,en,2012-10-11,4.41,4.3,39
tt1899305,0.0,0.0,,es,2014-10-23,0.6,4.0,1
tt1899311,0.0,0.0,,en,2014-04-03,0.657,0.0,0
tt1899324,10000000.0,0.0,R,en,2012-09-06,2.488,4.1,18
tt1899331,0.0,0.0,,ja,2011-10-08,0.624,0.0,0
tt1899353,1100000.0,9148520.0,NR,id,2012-03-22,22.892,7.4,2659
tt1899354,0.0,0.0,,el,2012-01-26,0.994,6.3,5
tt1900817,0.0,0.0,,en,2011-09-24,5.086,5.8,4
tt1900854,0.0,0.0,,en,2012-02-12,3.877,5.7,28
tt1900856,0.0,0.0,,fr,2011-04-27,1.271,5.0,12
tt1900858,700000.0,0.0,NR,en,2011-11-01,0.6,0.0,0
tt1900891,0.0,0.0,,ko,2010-11-10,4.227,6.3,57
tt1900893,0.0,0.0,,ja,2011-09-06,6.348,7.2,110
tt1900900,0.0,0.0,,en,2011-07-24,0.6,0.0,0
tt1900908,0.0,0.0,NR,sr,2012-01-27,6.997,5.4,87
tt1900920,0.0,0.0,,en,2013-05-28,3.764,6.1,13
tt1900924,0.0,0.0,,en,2012-01-01,0.6,0.0,0
tt1900940,0.0,0.0,,en,2001-05-05,0.737,2.5,2
tt1900946,0.0,0.0,,en,2012-04-22,0.815,7.5,4
tt1900967,0.0,0.0,R,en,2012-06-01,0.84,0.0,0
tt1900973,0.0,0.0,,en,2007-02-12,0.6,0.0,0
tt1901004,0.0,0.0,,en,2011-06-04,0.843,0.0,0
tt1901024,4480390.0,0.0,,en,2016-10-12,11.97,4.5,327
tt1901025,0.0,0.0,,pt,2009-10-11,0.6,0.0,0
tt1901030,500000.0,0.0,,es,2012-09-06,0.994,10.0,1
tt1901033,0.0,0.0,,fi,2011-08-05,2.37,5.9,16
tt1901034,0.0,0.0,,en,2012-06-08,0.6,0.0,0
tt1901040,0.0,0.0,NR,en,2012-09-05,6.568,6.3,256
tt19034332,0.0,0.0,R,en,2022-04-27,173.441,6.3,49
tt19034522,0.0,0.0,R,en,2022-04-19,7.677,5.9,37
tt19045536,0.0,0.0,,tl,2022-03-18,1.863,4.0,1
tt1904830,0.0,0.0,,en,2007-12-31,0.6,0.0,0
tt1904833,0.0,0.0,G,en,2011-04-29,0.863,0.0,0
tt1904861,0.0,0.0,,ml,2011-04-04,1.697,4.3,10
tt1904887,0.0,0.0,,sv,2012-03-16,1.387,5.8,17
tt1904889,0.0,0.0,,es,2013-01-18,1.4,7.1,5
tt1904899,0.0,0.0,,hr,2011-07-19,0.84,4.6,5
tt1904929,0.0,0.0,NR,it,2012-10-18,4.954,6.6,37
tt1904937,0.0,15.0,,ja,2011-11-05,3.606,6.2,21
tt1904995,0.0,0.0,,en,2012-04-01,0.93,0.0,0
tt1904996,35000000.0,46216600.0,R,en,2013-01-23,49.389,6.0,2582
tt1905003,0.0,0.0,,hr,2014-03-30,0.895,6.2,6
tt1905005,1500000.0,0.0,,en,2015-03-06,1.657,2.3,4
tt1905010,0.0,0.0,,th,2010-02-22,2.865,6.3,28
tt1905014,0.0,0.0,,zh,2009-06-01,0.6,6.0,2
tt1905040,0.0,5217350.0,R,en,2013-02-27,17.258,5.8,484
tt1905041,160000000.0,788681000.0,PG-13,en,2013-05-21,10.936,6.8,9274
tt1905042,6000000.0,0.0,,en,2013-08-16,5.229,6.9,50
tt1905047,0.0,0.0,,en,2014-04-12,0.6,0.0,0
tt1905052,0.0,0.0,,en,2012-09-27,1.407,8.0,1
tt1905053,0.0,0.0,,en,2011-06-06,0.6,0.0,0
tt1905059,0.0,0.0,,ko,2010-06-02,6.312,5.9,21
tt1906329,0.0,0.0,R,en,2013-06-21,6.381,5.9,108
tt1906344,0.0,0.0,,tl,2011-05-16,0.6,0.0,0
tt1906347,0.0,0.0,,fr,2012-09-05,3.483,5.5,42
tt1906351,0.0,0.0,PG-13,en,2013-09-13,1.511,5.0,3
tt1906384,0.0,0.0,NR,en,2014-07-11,2.9,4.6,15
tt1906389,0.0,0.0,,ko,2009-10-08,1.8,5.3,9
tt1906393,0.0,0.0,NR,it,2012-01-13,0.6,3.0,2
tt1906398,0.0,0.0,,en,2011-05-27,1.169,7.5,1
tt1906426,0.0,15714.0,,de,2011-09-14,5.657,7.1,105
tt1906440,0.0,0.0,,de,2012-09-27,1.205,3.7,3
tt1906443,0.0,0.0,,en,2012-10-26,1.132,0.0,0
tt1906456,0.0,0.0,,en,2012-03-30,1.4,8.2,5
tt1906518,0.0,0.0,,th,2010-12-16,4.777,7.0,55
tt19072490,0.0,0.0,,es,2022-04-21,4.029,5.6,5
tt1907614,0.0,0.0,R,en,2012-07-20,3.407,5.1,25
tt1907617,0.0,0.0,,en,2001-08-29,0.6,0.0,0
tt1907622,0.0,0.0,,zh,2010-11-26,1.4,8.5,2
tt1907628,0.0,0.0,,de,2012-07-12,1.918,5.9,4
tt1907632,0.0,0.0,,en,2011-01-01,0.6,0.0,0
tt1907639,1000000.0,0.0,PG-13,en,2012-06-01,2.933,5.0,10
tt1907657,0.0,0.0,,fa,2010-02-03,0.6,0.0,0
tt1907668,31000000.0,161772000.0,R,en,2012-11-02,18.574,6.8,5061
tt1907688,0.0,0.0,,en,2014-10-24,1.408,8.5,1
tt1907696,0.0,0.0,,en,2011-03-27,0.903,4.5,2
tt1907707,0.0,134634.0,R,en,2013-01-18,5.124,5.8,35
tt1907717,0.0,0.0,,cn,2010-08-19,0.817,5.6,5
tt1907731,0.0,24995.0,R,en,2012-10-19,4.045,4.9,55
tt1907743,0.0,0.0,,en,2013-08-03,0.658,0.0,0
tt1907747,0.0,0.0,,en,,0.6,0.0,0
tt1907758,0.0,0.0,,en,2011-06-02,0.6,5.0,3
tt1907759,0.0,0.0,,en,2012-08-17,1.36,0.0,0
tt1907761,0.0,0.0,,hi,2011-05-13,2.959,6.9,33
tt1907779,0.0,2412580.0,,en,2012-08-09,73.864,5.5,216
tt1907787,0.0,0.0,,en,2010-08-04,0.623,8.0,1
tt1908447,0.0,0.0,,en,,0.6,0.0,0
tt1908462,0.0,0.0,,en,2011-04-14,1.244,6.3,2
tt1908471,0.0,0.0,NR,en,2011-09-27,3.72,6.8,22
tt1908514,0.0,0.0,,tr,2011-04-22,0.6,5.0,2
tt1908551,0.0,0.0,,en,2011-07-06,0.623,1.0,1
tt1908556,0.0,0.0,,fa,2006-02-08,0.805,0.0,0
tt1908558,0.0,0.0,,en,2011-02-19,0.6,1.0,1
tt1908594,0.0,0.0,,ja,2011-10-22,1.448,5.6,8
tt1908604,0.0,0.0,,en,2011-04-22,0.6,0.0,0
tt1909270,0.0,0.0,PG,en,2011-06-03,3.295,6.1,17
tt1909287,0.0,0.0,,en,2013-03-08,0.6,0.0,0
tt1909360,0.0,0.0,,en,2009-01-01,0.6,0.0,0
tt1909796,0.0,0.0,,ja,2011-12-03,11.601,7.9,52
tt1909807,0.0,0.0,,en,2011-09-16,1.239,3.0,2
tt1909826,0.0,0.0,,en,2012-06-26,0.714,5.8,4
tt1909830,0.0,0.0,,zh,2012-03-22,1.093,4.5,6
tt1910496,0.0,0.0,,ja,2012-02-18,2.153,4.6,6
tt1910498,0.0,0.0,R,en,2011-11-06,4.927,2.5,22
tt1910608,0.0,0.0,,en,2013-05-10,2.712,5.8,6
tt1911553,0.0,306724.0,PG-13,fr,2012-03-07,15.997,6.2,471
tt1911600,0.0,0.0,R,es,2011-10-14,6.825,6.6,131
tt1911605,0.0,0.0,,th,2010-11-04,1.192,3.8,4
tt1911615,0.0,0.0,,fa,2010-03-31,0.623,6.0,1
tt1911644,13000000.0,68572400.0,R,en,2013-03-14,33.157,6.8,2512
tt1911658,132000000.0,373552000.0,PG,en,2014-11-22,83.135,6.5,3445
tt1911662,0.0,0.0,R,en,2013-03-07,32.168,5.3,429
tt19116950,10000.0,0.0,NR,en,2022-05-01,1.198,10.0,1
tt19121576,130000.0,0.0,,en,2022-04-05,3.343,5.0,1
tt1912398,0.0,0.0,R,en,2011-09-09,9.038,7.0,776
tt1912421,0.0,0.0,,fr,2011-05-13,1.715,4.9,7
tt1912530,0.0,0.0,,en,,0.6,0.0,0
tt1912982,0.0,0.0,,en,2012-02-03,6.719,5.3,56
tt1912993,0.0,0.0,NR,en,2011-09-23,4.306,4.9,15
tt1913025,4000.0,0.0,,en,2007-06-06,0.84,0.0,0
tt1913030,0.0,0.0,,en,2012-03-30,1.921,6.7,3
tt1913036,0.0,0.0,,en,2015-01-01,1.366,0.0,0
tt1913042,0.0,0.0,,en,2011-12-13,1.121,3.5,8
tt1913080,0.0,0.0,,en,2014-08-03,0.6,2.0,1
tt1913166,10000000.0,0.0,,en,2013-09-28,16.113,5.3,331
tt1913172,0.0,0.0,,en,2012-04-30,0.918,0.0,0
tt1913178,0.0,0.0,NR,en,2013-07-25,4.92,5.4,26
tt1914281,0.0,0.0,,ja,2012-04-27,0.614,5.5,6
tt1914325,0.0,0.0,NR,en,2013-01-01,0.6,0.0,0
tt1914384,0.0,0.0,,en,2013-04-23,0.6,0.0,0
tt1914388,0.0,0.0,,en,2020-11-01,3.613,8.5,2
tt1915533,0.0,0.0,,en,2011-12-31,1.418,5.3,8
tt1915551,0.0,0.0,,tr,2011-05-01,1.118,4.4,5
tt1915570,10000.0,0.0,,en,2011-06-13,0.923,6.1,7
tt1915581,7000000.0,167222000.0,R,en,2012-06-28,21.544,6.1,2541
tt1916670,0.0,0.0,,es,2011-05-17,1.032,6.8,5
tt1916708,0.0,0.0,,ja,2011-09-23,2.05,7.5,20
tt1916719,0.0,0.0,,en,2011-11-05,1.334,5.9,4
tt1916728,0.0,0.0,,hi,2011-04-28,2.119,6.4,18
tt1916749,0.0,0.0,NR,en,2012-09-11,2.746,5.4,11
tt1916763,0.0,0.0,,en,2013-10-26,3.711,2.6,17
tt1916766,0.0,0.0,,en,2013-10-25,1.614,7.0,3
tt1918638,0.0,0.0,,ar,2013-02-21,0.6,4.5,1
tt1918639,0.0,0.0,,en,2011-10-01,2.282,7.1,6
tt1918669,0.0,0.0,,en,2012-02-04,3.946,4.2,16
tt1918727,0.0,0.0,NR,en,2012-11-30,2.518,5.6,19
tt1918734,0.0,0.0,NR,en,2020-10-01,14.57,5.1,617
tt1918738,0.0,0.0,,en,2009-10-27,0.6,3.0,1
tt1918767,0.0,0.0,,en,2014-03-12,0.6,6.3,3
tt1918796,50000.0,30.0,,es,2012-07-07,0.6,4.0,3
tt1918806,0.0,0.0,,en,2012-05-18,2.232,4.0,12
tt1918836,500000.0,0.0,,en,,0.6,0.0,0
tt1918855,0.0,0.0,,en,2015-02-15,1.397,0.0,0
tt1918886,0.0,0.0,,hi,2012-08-31,3.958,4.2,31
tt1918908,0.0,0.0,R,en,2014-01-31,2.888,3.3,15
tt1918924,0.0,0.0,NR,en,2011-01-01,2.493,5.0,14
tt1918943,0.0,0.0,,en,,0.6,0.0,0
tt1918965,0.0,0.0,,hi,2011-07-07,3.156,5.7,36
tt1918984,0.0,0.0,,ar,2010-05-10,1.569,7.4,13
tt1919017,0.0,0.0,,en,2012-05-11,0.96,6.0,5
tt1919062,0.0,0.0,,en,2011-01-31,0.843,0.0,0
tt1919090,2000000.0,0.0,,en,2012-05-11,3.875,5.4,60
tt1919137,0.0,0.0,,zh,2012-05-07,1.808,5.8,19
tt1919174,0.0,0.0,,nl,2012-01-25,2.591,7.0,14
tt1919184,0.0,0.0,,fi,2012-10-05,1.309,5.8,11
tt1919207,0.0,0.0,G,de,2012-02-15,2.149,6.7,23
tt1920829,0.0,0.0,,en,2011-01-01,0.623,6.0,1
tt1920835,0.0,0.0,,en,2012-11-29,0.6,0.0,0
tt1920846,1000000.0,0.0,,he,2014-09-14,4.006,3.8,53
tt1920849,3000000.0,11948000.0,R,en,2012-01-23,25.6,5.4,1074
tt1920860,0.0,0.0,,en,2011-12-01,3.008,3.1,13
tt1920861,0.0,0.0,,no,2011-05-05,2.224,4.4,6
tt1920871,0.0,0.0,,en,2014-09-03,1.912,2.6,4
tt1920885,4531650.0,84552200.0,PG-13,zh,2016-07-08,31.522,7.4,345
tt1920913,0.0,0.0,,ml,2010-11-24,0.885,0.0,0
tt1920945,0.0,0.0,,en,2012-05-31,4.407,6.9,75
tt1920956,70.0,0.0,NR,es,2012-08-20,2.347,4.4,15
tt1920969,0.0,0.0,,en,2011-08-01,0.6,0.0,0
tt1920976,0.0,0.0,,de,2012-12-20,2.566,5.7,40
tt1920984,2200000.0,0.0,,fr,2012-02-15,1.891,5.6,18
tt1920996,0.0,0.0,,en,2012-08-30,10.091,4.1,5
tt1921006,12000.0,0.0,,en,2011-04-20,0.6,0.0,0
tt1921012,0.0,0.0,PG,ja,2007-12-08,1.312,6.8,5
tt1921019,0.0,0.0,,ml,2011-04-29,1.85,7.0,4
tt1921027,0.0,0.0,,en,2012-04-03,1.762,0.0,0
tt1921040,0.0,0.0,,he,2012-10-14,0.956,7.6,10
tt1921043,0.0,0.0,,pt,2011-10-28,5.645,7.2,133
tt1921045,0.0,0.0,,en,2010-01-18,0.881,0.0,0
tt1921049,0.0,0.0,,ne,2010-03-26,0.6,6.0,1
tt1921064,100000000.0,117832000.0,PG-13,en,2014-02-18,16.781,5.5,2827
tt1921070,0.0,0.0,R,en,2012-10-12,5.866,5.4,85
tt1921072,0.0,10000.0,,en,,0.84,0.0,0
tt1921111,5000000.0,0.0,,de,2012-09-18,2.716,4.8,15
tt1921129,0.0,0.0,,en,2013-09-10,0.732,5.5,4
tt1921149,0.0,0.0,R,pt,2014-10-09,9.498,7.1,512
tt1921152,0.0,0.0,,en,2011-10-19,0.873,2.0,1
tt1921162,0.0,0.0,,cs,2011-06-16,1.363,3.4,5
tt1922544,0.0,0.0,,en,2019-01-17,5.254,6.6,34
tt1922548,0.0,0.0,NR,en,2011-06-11,0.824,5.0,1
tt1922551,0.0,0.0,,ko,2011-05-13,1.754,6.3,22
tt1922559,0.0,0.0,,fr,2011-05-18,0.98,6.5,4
tt1922561,0.0,11819.0,,ko,2011-09-08,3.777,7.0,56
tt1922566,0.0,0.0,,en,2011-05-18,0.6,2.0,1
tt1922569,0.0,0.0,,bn,2013-02-05,0.6,2.0,1
tt1922589,0.0,0.0,,fr,2012-01-18,0.744,6.6,5
tt1922596,0.0,0.0,,fr,2011-07-27,1.324,5.3,5
tt1922612,9000000.0,18663200.0,PG,en,2011-08-11,12.845,7.4,239
tt1922645,0.0,0.0,PG,fr,2011-05-11,3.179,5.7,35
tt1922675,0.0,0.0,,ru,2011-05-20,1.36,4.6,6
tt1922679,3000000.0,0.0,,en,2013-04-12,4.333,5.2,31
tt1922685,10000000.0,1034590.0,R,en,2013-01-03,26.739,5.9,249
tt1922698,0.0,0.0,,en,2011-08-11,0.6,0.0,0
tt1922721,0.0,0.0,,en,2011-08-05,3.527,6.0,28
tt1922733,0.0,0.0,,fr,2011-05-19,0.6,5.4,5
tt1922748,0.0,0.0,PG-13,en,2013-09-20,0.685,7.0,3
tt1922751,0.0,0.0,,en,2011-05-16,0.6,7.8,4
tt1922777,3000000.0,82515100.0,R,en,2012-03-29,46.481,6.8,4380
tt19242256,0.0,0.0,,en,2022-04-29,2.377,0.0,0
tt1924233,0.0,0.0,,en,2010-10-31,0.623,1.0,1
tt1924238,0.0,0.0,,en,2012-07-08,0.874,7.0,1
tt1924244,0.0,0.0,,en,2013-03-10,0.6,2.5,2
tt1924245,33000000.0,11780000.0,PG-13,en,2021-09-16,29.378,6.1,617
tt1924256,0.0,0.0,PG-13,es,2011-06-16,1.903,5.1,12
tt1924266,0.0,0.0,,en,2011-01-01,1.874,4.3,3
tt1924273,0.0,0.0,,es,2012-02-03,7.274,6.5,160
tt1924274,0.0,0.0,,en,2012-09-29,0.6,0.0,0
tt1924277,3500000.0,0.0,,es,2012-04-03,6.584,6.0,136
tt1924283,0.0,0.0,PG-13,ja,2011-11-12,1.4,7.0,2
tt1924334,0.0,0.0,NR,en,2011-01-01,1.083,4.8,4
tt1924340,0.0,0.0,,en,2012-08-07,0.6,5.8,3
tt1924347,0.0,0.0,,en,2010-01-01,0.6,0.0,0
tt1924354,0.0,0.0,,es,2011-10-06,1.995,4.5,17
tt1924379,0.0,0.0,,en,,0.6,0.0,0
tt1924394,0.0,7034010.0,R,en,2012-06-01,7.048,7.0,435
tt1924396,13500000.0,19255900.0,R,it,2013-01-01,10.21,7.9,2420
tt1924410,0.0,0.0,,sl,2006-11-24,0.6,0.0,0
tt1924429,20000000.0,24261600.0,R,en,2013-03-27,10.45,6.6,1855
tt1924435,17000000.0,136621000.0,R,en,2014-08-13,65.601,6.4,2344
tt1925411,0.0,0.0,,en,2012-10-04,0.6,0.0,0
tt1925421,0.0,0.0,,ru,2011-06-06,6.239,7.3,167
tt1925431,20000000.0,2500280.0,R,en,2012-08-31,7.633,5.7,568
tt1925435,0.0,0.0,R,en,2013-01-24,7.646,6.2,200
tt1925446,0.0,0.0,,fi,2012-02-17,1.195,6.0,14
tt1925466,0.0,0.0,,en,2014-06-18,4.521,4.9,57
tt1925479,12000000.0,0.0,R,en,2013-01-22,7.156,5.5,90
tt1925493,0.0,0.0,,en,2019-07-31,4.545,5.8,62
tt1925518,0.0,3302460.0,R,th,2013-10-23,33.479,5.9,196
tt1925539,0.0,0.0,NR,en,2015-03-31,5.39,3.3,4
tt1926214,0.0,0.0,,en,2011-06-25,0.6,1.0,1
tt1926245,0.0,0.0,,es,2010-05-01,0.623,6.0,1
tt1926307,0.0,0.0,,en,2011-06-05,1.4,5.0,1
tt1926310,25000.0,0.0,,en,2011-04-30,0.6,4.8,6
tt1926313,1400000.0,7200000.0,,hi,2011-05-20,3.751,7.0,63
tt19265480,0.0,0.0,,ta,2022-04-01,2.068,5.2,3
tt1926992,0.0,0.0,,fa,2011-09-07,1.6,7.0,10
tt1927012,0.0,0.0,,fr,2012-09-09,2.553,3.5,30
tt1927023,0.0,0.0,,en,2009-04-19,0.806,0.0,0
tt1927041,0.0,0.0,,ja,2011-06-18,1.958,7.0,4
tt1927067,0.0,0.0,,en,2012-06-08,2.516,6.0,15
tt1927068,0.0,0.0,,pl,2012-07-20,8.092,5.3,38
tt1927077,0.0,0.0,,pl,2011-11-11,4.886,6.9,119
tt1927087,0.0,0.0,,en,2011-04-19,0.6,0.0,0
tt1927158,5000.0,0.0,,en,2013-12-24,1.322,3.5,4
tt1927160,0.0,0.0,,en,2011-11-11,0.6,0.0,0
tt1927172,0.0,0.0,,en,2012-10-13,3.099,4.7,18
tt1928099,0.0,0.0,PG,en,2010-07-09,1.505,8.5,1
tt1928123,0.0,0.0,,en,2013-02-22,2.16,4.3,13
tt1928124,75000.0,0.0,NR,en,2010-10-15,1.564,3.5,7
tt1928130,0.0,0.0,,en,2011-08-08,0.6,0.0,0
tt1928144,0.0,0.0,,en,2014-03-11,1.99,4.8,9
tt1928176,0.0,0.0,,en,2009-02-11,0.6,0.0,0
tt1928197,300000.0,0.0,,en,2011-06-18,0.6,0.0,0
tt1928320,0.0,0.0,,en,2011-11-05,0.876,1.0,1
tt1928329,4800000.0,0.0,,pt,2012-10-04,2.435,5.6,25
tt1928330,0.0,0.0,R,en,2012-04-12,9.629,5.8,319
tt1928334,0.0,0.0,,en,2016-09-14,2.082,2.4,10
tt1928335,0.0,0.0,,en,2012-12-11,4.236,5.2,21
tt1928337,1500000.0,0.0,,en,2012-12-01,6.898,5.6,73
tt1928338,0.0,0.0,,en,2013-03-02,1.495,4.0,3
tt1928340,0.0,1770380.0,R,en,2013-07-06,9.702,6.1,579
tt1929178,0.0,0.0,,en,2014-10-02,1.775,6.2,5
tt1929181,0.0,0.0,,ja,2003-12-09,2.427,4.5,11
tt1929194,0.0,0.0,,en,,0.6,0.0,0
tt1929237,0.0,0.0,,en,2013-10-31,0.6,0.0,0
tt1929263,12000000.0,101333000.0,PG,en,2014-04-16,33.996,6.6,621
tt1929276,0.0,0.0,,en,2015-08-28,4.959,5.4,52
tt1929278,0.0,0.0,,zh,2010-06-22,0.849,4.0,5
tt1929297,0.0,0.0,R,en,2020-10-29,14.479,5.2,24
tt1929308,0.0,0.0,R,en,2013-07-26,6.033,5.2,163
tt1929310,0.0,0.0,NR,en,2015-07-15,0.6,4.0,2
tt1929344,0.0,0.0,,en,2012-07-31,0.84,0.0,0
tt1929361,0.0,0.0,NR,en,2011-04-04,0.6,0.0,0
tt1929390,0.0,0.0,,en,2011-07-22,0.6,0.0,0
tt1929407,0.0,0.0,,en,2008-11-01,0.6,0.0,0
tt1929415,0.0,0.0,,en,2011-02-23,1.508,8.0,4
tt1929433,0.0,0.0,,cn,2015-02-19,1.305,4.2,10
tt1929449,0.0,0.0,,en,2014-06-08,3.001,6.6,14
tt1930294,0.0,0.0,R,en,2012-01-21,7.324,4.8,197
tt1930308,0.0,0.0,,en,2011-10-10,2.209,2.8,9
tt1930322,0.0,0.0,PG,pt,2012-11-02,1.107,8.4,5
tt1930344,0.0,0.0,,en,2011-11-04,1.655,7.2,6
tt1930420,0.0,0.0,,fr,2011-10-08,0.6,0.0,0
tt1930421,0.0,0.0,,hr,2012-03-15,0.6,6.3,3
tt1930428,0.0,0.0,,es,2012-02-12,1.063,5.0,6
tt1930434,0.0,0.0,,en,2012-01-29,1.978,5.7,5
tt1930444,0.0,0.0,,en,2010-09-03,0.6,5.5,1
tt1930458,0.0,0.0,R,en,2013-07-15,5.094,4.8,45
tt1930463,0.0,0.0,R,en,2014-11-08,5.915,5.7,118
tt1930467,0.0,0.0,,id,2011-02-24,0.653,6.5,2
tt1930482,0.0,0.0,,en,2011-01-01,0.6,0.0,0
tt1930510,0.0,0.0,,en,2012-11-07,1.005,6.5,2
tt1930512,0.0,0.0,,en,2011-04-01,0.85,0.0,0
tt1930546,0.0,0.0,R,en,2012-09-07,8.292,5.7,177
tt1931388,0.0,0.0,NR,en,2012-11-28,5.457,7.5,47
tt1931419,0.0,0.0,,en,2011-05-26,0.627,0.0,1
tt1931435,35000000.0,21819300.0,R,en,2013-04-25,8.619,5.9,994
tt1931456,0.0,0.0,,en,2011-10-18,0.6,0.0,0
tt1931466,7000000.0,0.0,NR,en,2013-01-25,0.6,5.3,27
tt1931470,0.0,0.0,,fr,2011-08-31,5.292,7.2,160
tt1931533,15000000.0,33035700.0,R,en,2012-10-12,10.81,6.8,3175
tt1931544,5.0,0.0,,fr,2012-01-25,1.663,5.6,22
tt1931549,0.0,0.0,,en,2011-09-23,3.325,6.4,11
tt1931569,0.0,0.0,,es,2011-10-14,6.532,7.8,61
tt1931580,0.0,0.0,,en,2012-05-05,0.6,0.0,0
tt1931589,0.0,0.0,,ta,2010-12-24,0.653,7.5,2
tt1931601,0.0,0.0,,en,2011-07-15,5.721,5.4,18
tt1931602,0.0,0.0,R,en,2013-01-22,7.099,5.9,381
tt1932695,0.0,0.0,,ja,2011-12-23,4.19,6.4,24
tt1932702,0.0,0.0,,ms,2011-04-28,0.698,2.0,2
tt1932708,0.0,0.0,,ko,2011-04-14,1.464,6.9,7
tt1932718,0.0,3499440.0,R,en,2013-09-19,9.042,5.9,456
tt1932767,6000000.0,2711380.0,R,en,2013-05-02,5.429,7.1,356
tt1933535,0.0,0.0,,en,2009-12-11,8.056,8.0,73
tt1933541,0.0,0.0,,ja,2011-05-21,0.629,0.0,0
tt1933551,0.0,0.0,,en,2010-01-01,0.6,0.0,0
tt1933603,0.0,0.0,,ja,2011-05-21,0.6,6.0,1
tt1933618,0.0,0.0,,da,2012-02-02,2.769,6.1,7
tt1933647,0.0,0.0,,es,2010-07-23,14.181,7.3,47
tt1934166,0.0,0.0,,en,2012-11-20,0.6,2.0,1
tt1934172,0.0,0.0,,en,2015-09-04,1.96,0.0,0
tt1934195,0.0,0.0,NR,en,2014-01-13,3.608,4.5,11
tt1934205,17.0,0.0,,fr,2012-09-12,6.669,7.8,177
tt1934227,0.0,0.0,,fa,2000-02-01,0.6,0.0,0
tt1934229,0.0,0.0,,en,2013-09-24,1.847,1.5,2
tt1934231,4090000.0,18035000.0,,hi,2011-07-01,7.414,7.0,134
tt1934260,0.0,0.0,,en,2012-09-21,1.4,5.0,2
tt1934269,500000.0,116207.0,NR,he,2012-05-16,3.982,7.1,48
tt1934299,0.0,0.0,,ja,2011-01-01,0.84,6.0,2
tt1934335,0.0,0.0,,zh,2011-05-13,8.139,6.6,16
tt1934339,0.0,0.0,R,en,2013-10-11,0.6,5.0,4
tt1934381,8700000.0,0.0,,ko,2011-08-04,4.211,4.8,52
