tconst,primaryTitle,startYear,runtimeMinutes,imdb_id,id,budget,revenue,certification,original_title,poster_path,tagline,original_language,release_date,popularity,vote_average,vote_count,Genre_Action,Genre_Adult,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_News,Genre_Romance,Genre_Sci-Fi,Genre_Sport,Genre_Thriller,Genre_War,Genre_Western,profit,ROI
tt0266543,Finding Nemo,2003.0,100,tt0266543,12,94000000.0,940336000.0,G,Finding Nemo,/eHuGQ10FUzK1mdOY69wF5pGgEf5.jpg,There are 3.7 trillion fish in the ocean. They're looking for one.,en,2003-05-30,115.295,7.8,16369,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846336000.0,9.003574468085107
tt0168629,Dancer in the Dark,2000.0,140,tt0168629,16,12800000.0,40031900.0,R,Dancer in the Dark,/uXvyCRpoTRLSEia59Yj7nAZOSej.jpg,You don't need eyes to see.,en,2000-06-30,10.254,7.9,1399,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27231900.0,2.1274921875
tt0314412,My Life Without Me,2003.0,106,tt0314412,20,2500000.0,12300000.0,R,My Life Without Me,/9Fa7tCEKIha1llGH7E41mxSpaF6.jpg,,en,2003-03-07,8.571,5.8,368,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9800000.0,3.92
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,143,tt0325980,22,140000000.0,655011000.0,PG-13,Pirates of the Caribbean: The Curse of the Black Pearl,/z8onk7LV9Mmw6zKz4hT6pzzvmvl.jpg,Prepare to be blown out of the water.,en,2003-07-09,395.886,7.8,17431,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,515011000.0,3.67865
tt0266697,Kill Bill: Vol. 1,2003.0,111,tt0266697,24,30000000.0,180906000.0,R,Kill Bill: Vol. 1,/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,A roaring rampage of revenge.,en,2003-10-10,31.217,8.0,14612,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,150906000.0,5.0302
tt0418763,Jarhead,2005.0,125,tt0418763,25,72000000.0,97076200.0,R,Jarhead,/vwsNvqbnLqmKpbllKtancDHzizC.jpg,Welcome to the suck.,en,2005-11-04,19.08,6.6,2295,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25076200.0,0.34828055555555554
tt0462538,The Simpsons Movie,2007.0,87,tt0462538,35,75000000.0,527069000.0,PG-13,The Simpsons Movie,/gzb6P78zeFTnv9eoFYnaJ2YrZ5q.jpg,See our family. And feel better about yours.,en,2007-07-25,89.976,7.0,6755,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452069000.0,6.027586666666667
tt0338013,Eternal Sunshine of the Spotless Mind,2004.0,108,tt0338013,38,20000000.0,72258100.0,R,Eternal Sunshine of the Spotless Mind,/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg,You can erase someone from your mind. Getting them out of your heart is another story.,en,2004-03-19,31.583,8.1,12280,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,52258100.0,2.612905
tt0245712,Amores Perros,2000.0,154,tt0245712,55,2000000.0,20908500.0,R,Amores perros,/vV4vlD4ool5JSsS1rB82qjCF6z8.jpg,Love. Betrayal. Death.,es,2000-06-16,26.035,7.6,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18908500.0,9.45425
tt0383574,Pirates of the Caribbean: Dead Man's Chest,2006.0,151,tt0383574,58,200000000.0,1065660000.0,PG-13,Pirates of the Caribbean: Dead Man's Chest,/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg,Captain Jack is back!,en,2006-07-06,421.949,7.3,13428,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,865660000.0,4.3283
tt0399146,A History of Violence,2005.0,96,tt0399146,59,32000000.0,60740800.0,R,A History of Violence,/rrc6GiAKHDrUjp8OmdVng9hRWBn.jpg,Tom Stall had the perfect life … until he became a hero.,en,2005-09-23,13.164,7.2,2519,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28740800.0,0.89815
tt0445620,Paradise Now,2005.0,91,tt0445620,67,2000000.0,3395630.0,PG-13,Paradise Now,/qWZkYa8VdcDZk8uzRB2PfhpM9IL.jpg,"From the most unexpected place, come a  new call for peace",en,2005-09-07,7.097,7.0,189,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1395630.0,0.697815
tt0358273,Walk the Line,2005.0,136,tt0358273,69,28000000.0,186798000.0,PG-13,Walk the Line,/zMkD6FVikyPNnigoupO7vD5ti9p.jpg,Love is a burning thing.,en,2005-09-13,12.772,7.5,2327,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,158798000.0,5.6713571428571425
tt0249462,Billy Elliot,2000.0,110,tt0249462,71,5000000.0,109280000.0,PG-13,Billy Elliot,/pDHBtRHknscIfxBYDqT2w0SDDzA.jpg,Inside every one of us is a special talent waiting to come out. The trick is finding it.,en,2000-09-28,13.796,7.6,3205,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,104280000.0,20.856
tt0407304,War of the Worlds,2005.0,116,tt0407304,74,132000000.0,603873000.0,PG-13,War of the Worlds,/6Biy7R9LfumYshur3YKhpj56MpB.jpg,They're already here.,en,2005-06-28,38.766,6.5,6868,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,471873000.0,3.5747954545454546
tt0209144,Memento,2000.0,113,tt0209144,77,9000000.0,39723100.0,R,Memento,/yuNs09hvpHVU1cBTCAk9zxsL2oW.jpg,Some memories are best forgotten.,en,2000-10-11,19.734,8.2,12250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,30723100.0,3.4136777777777776
tt0299977,Hero,2002.0,120,tt0299977,79,31000000.0,177394000.0,PG-13,英雄,/1NBtOH3KPU9UUp1vzVHJ8qzdW88.jpg,One man's strength will unite an empire.,zh,2002-07-22,17.836,7.5,1773,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146394000.0,4.722387096774193
tt0381681,Before Sunset,2004.0,80,tt0381681,80,2700000.0,15992600.0,R,Before Sunset,/gycdE1ARByGQcK4fYR2mgpU6OO.jpg,What if you had a second chance with the one that got away?,en,2004-02-10,13.976,7.8,2638,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13292600.0,4.9231851851851856
tt0430357,Miami Vice,2006.0,132,tt0430357,82,135000000.0,163795000.0,R,Miami Vice,/iJPSls4taB09EUKtLj6FjFSprb3.jpg,No Law. No Rules. No Order.,en,2006-07-27,11.435,5.9,1371,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28795000.0,0.2132962962962963
tt0172495,Gladiator,2000.0,155,tt0172495,98,103000000.0,465361000.0,R,Gladiator,/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg,A Hero Will Rise.,en,2000-05-01,40.407,8.2,15117,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362361000.0,3.5180679611650487
tt0208092,Snatch,2000.0,104,tt0208092,107,10000000.0,83557900.0,R,Snatch,/56mOJth6DJ6JhgoE2jtpilVqJO.jpg,Stealin' stones and breakin' bones.,en,2000-09-01,19.875,7.8,7342,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73557900.0,7.35579
tt0416320,Match Point,2005.0,124,tt0416320,116,15000000.0,85306400.0,R,Match Point,/vHjEVTD8ucuwKSFOZJeyAnTZYli.jpg,Passion Temptation Obsession.,en,2005-10-26,10.953,7.3,3408,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,70306400.0,4.687093333333333
tt0120737,The Lord of the Rings: The Fellowship of the Ring,2001.0,178,tt0120737,120,93000000.0,871368000.0,PG-13,The Lord of the Rings: The Fellowship of the Ring,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,One ring to rule them all,en,2001-12-18,92.549,8.4,20943,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778368000.0,8.369548387096774
tt0167261,The Lord of the Rings: The Two Towers,2002.0,179,tt0167261,121,79000000.0,926287000.0,PG-13,The Lord of the Rings: The Two Towers,/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,A New Power Is Rising.,en,2002-12-18,86.65,8.4,18129,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847287000.0,10.725151898734177
tt0167260,The Lord of the Rings: The Return of the King,2003.0,201,tt0167260,122,94000000.0,1118890000.0,PG-13,The Lord of the Rings: The Return of the King,/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,The eye of the enemy is moving.,en,2003-12-01,85.531,8.5,19534,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024890000.0,10.903085106382978
tt0245429,Spirited Away,2001.0,125,tt0245429,129,19000000.0,274925000.0,PG,千と千尋の神隠し,/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,,ja,2001-07-20,72.549,8.5,12834,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,255925000.0,13.469736842105263
tt0190590,"O Brother, Where Art Thou?",2000.0,107,tt0190590,134,26000000.0,71868300.0,PG-13,"O Brother, Where Art Thou?",/s9foMAcLg8GEzzQzer04qOGdD1k.jpg,They have a plan... but not a clue.,en,2000-08-30,15.001,7.3,3314,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45868300.0,1.7641653846153846
tt0388795,Brokeback Mountain,2005.0,134,tt0388795,142,14000000.0,178044000.0,R,Brokeback Mountain,/fsbzfe9eLOEl5rJX04nPEr1eoAi.jpg,Love is a force of nature,en,2005-09-10,33.379,7.8,5730,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,164044000.0,11.717428571428572
tt0335266,Lost in Translation,2003.0,102,tt0335266,153,4000000.0,119724000.0,R,Lost in Translation,/wkSzJs7oMf8MIr9CQVICsvRfwA7.jpg,Everyone wants to be found.,en,2003-09-18,14.822,7.4,5978,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115724000.0,28.931
tt0468569,The Dark Knight,2008.0,152,tt0468569,155,185000000.0,1004560000.0,PG-13,The Dark Knight,/qJ2tW6WMUDux911r6m7haRef0WH.jpg,Welcome to a world without rules.,en,2008-07-14,73.901,8.5,27562,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819560000.0,4.430054054054054
tt0240772,Ocean's Eleven,2001.0,116,tt0240772,161,85000000.0,450717000.0,PG-13,Ocean's Eleven,/hQQCdZrsHtZyR6NbKH2YyCqd2fR.jpg,Are you in or out?,en,2001-12-07,25.39,7.4,9707,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,365717000.0,4.3025529411764705
tt0349903,Ocean's Twelve,2004.0,125,tt0349903,163,110000000.0,362744000.0,PG-13,Ocean's Twelve,/pE5anFf7nf6ah7V3VRezQ1KSovi.jpg,Twelve is the new eleven.,en,2004-12-09,17.267,6.6,6048,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,252744000.0,2.2976727272727273
tt0272152,K-PAX,2001.0,120,tt0272152,167,48000000.0,50315100.0,PG-13,K-PAX,/c8M0ylYFRpQJaxGwPwm3DKK2ltC.jpg,Change the way you look at the world.,en,2001-10-22,10.712,7.2,1878,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2315100.0,0.04823125
tt0289043,28 Days Later,2002.0,113,tt0289043,170,5000000.0,85720400.0,R,28 Days Later,/w4SL5hv0qOanrN7GjwNgtjF1RtD.jpg,His fear began when he woke up alone. His terror began when he realised he wasn't.,en,2002-10-31,38.082,7.2,5343,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,80720400.0,16.14408
tt0373926,The Interpreter,2005.0,128,tt0373926,179,80000000.0,162945000.0,PG-13,The Interpreter,/6Z5zcXO8yz0CObeqpfrDSnvBJYT.jpg,The truth needs no translation.,en,2005-04-08,11.799,6.3,1155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,82945000.0,1.0368125
tt0181689,Minority Report,2002.0,145,tt0181689,180,102000000.0,358373000.0,PG-13,Minority Report,/ccqpHq5tk5W4ymbSbuoy4uYOxFI.jpg,The system is perfect until it comes after you.,en,2002-06-20,18.414,7.3,7091,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,256373000.0,2.5134607843137253
tt0452624,The Good German,2006.0,105,tt0452624,182,32000000.0,5914910.0,R,The Good German,/3LjHC2CWDkzoiPehf3GViujws0.jpg,"If war is Hell, then what comes after?",en,2006-12-08,8.418,5.8,242,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-26085090.0,-0.8151590625
tt0425210,Lucky Number Slevin,2006.0,110,tt0425210,186,27000000.0,56308900.0,R,Lucky Number Slevin,/x21s3p5wPww534nYj1cWakTcqz4.jpg,Wrong Time. Wrong Place. Wrong Number.,en,2006-02-24,13.626,7.5,3359,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29308900.0,1.0855148148148148
tt0401792,Sin City,2005.0,124,tt0401792,187,40000000.0,158734000.0,R,Sin City,/i66G50wATMmPrvpP95f0XP6ZdVS.jpg,Walk down the right back alley in Sin City and you can find anything...,en,2005-04-01,18.435,7.4,6759,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,118734000.0,2.96835
tt0458481,Sin City: A Dame to Kill For,2014.0,102,tt0458481,189,65000000.0,39407600.0,R,Sin City: A Dame to Kill For,/50kALxDX4mmzIRljbNbPY0u4cie.jpg,There is no justice without sin.,en,2014-08-20,37.459,6.4,3206,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-25592400.0,-0.3937292307692308
tt0211915,Amélie,2001.0,122,tt0211915,194,10000000.0,173922000.0,R,Le Fabuleux Destin d'Amélie Poulain,/oTKduWL2tpIKEmkAqF4mFEAWAsv.jpg,One person can change your life forever.,fr,2001-04-25,20.674,7.9,9709,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,163922000.0,16.3922
tt0253754,Star Trek: Nemesis,2002.0,116,tt0253754,201,60000000.0,67312800.0,PG-13,Star Trek: Nemesis,/cldAwhvBmOv9jrd3bXWuqRHoXyq.jpg,A generation's final journey... begins.,en,2002-12-13,18.819,6.3,1100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7312800.0,0.12188
tt0395169,Hotel Rwanda,2004.0,121,tt0395169,205,17500000.0,38000000.0,PG-13,Hotel Rwanda,/p3pHw85UMZPegfMZBA6dZ06yarm.jpg,"When the world closed its eyes, he opened his arms.",en,2004-03-04,13.442,7.7,2290,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20500000.0,1.1714285714285715
tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,2008.0,122,tt0367882,217,185000000.0,786636000.0,PG-13,Indiana Jones and the Kingdom of the Crystal Skull,/56As6XEM1flWvprX4LgkPl8ii4K.jpg,The adventure continues . . .,en,2008-05-21,24.779,6.0,6715,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601636000.0,3.2520864864864865
tt0441909,Volver,2006.0,121,tt0441909,219,12899900.0,85582400.0,R,Volver,/vZ3tOiVo4fernilWIxNF6a1zbA3.jpg,Return.,es,2006-03-17,9.267,7.5,1321,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72682500.0,5.634346002682191
tt0365737,Syriana,2005.0,128,tt0365737,231,50000000.0,93974600.0,R,Syriana,/mO3hWUTOxmLJxihvDU0YFkb0Mb5.jpg,Everything is connected.,en,2005-11-23,10.056,6.4,1090,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43974600.0,0.879492
tt0289635,Young Adam,2003.0,98,tt0289635,237,6400000.0,2500000.0,R,Young Adam,/rU5GJ5r4tQbSx9C2ENKbPkD6nr9.jpg,Everyone has a past. Everyone has a secret.,en,2003-09-26,9.417,5.9,121,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3900000.0,-0.609375
tt0146882,High Fidelity,2000.0,113,tt0146882,243,30000000.0,47126300.0,R,High Fidelity,/e2LZGB62GMhv3Fo8tDZjY87I81a.jpg,"A comedy about fear of commitment, hating your job, falling in love and other pop favorites.",en,2000-03-17,12.99,7.2,1566,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17126300.0,0.5708766666666667
tt0276751,About a Boy,2002.0,101,tt0276751,245,27000000.0,129000000.0,PG-13,About a Boy,/qoZ1bD0q9EFqcNiEYbEigsRcNCt.jpg,Growing up has nothing to do with age.,en,2002-04-26,10.853,6.6,1845,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,102000000.0,3.7777777777777777
tt0363226,The Blind Swordsman: Zatoichi,2003.0,116,tt0363226,246,2500000.0,34196900.0,R,座頭市,/iCIycswWbX1EDS6PYYBcR9ohrC.jpg,His sword made him a hero... his courage made him a legend.,ja,2003-09-06,9.274,7.3,659,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31696900.0,12.67876
tt0360717,King Kong,2005.0,187,tt0360717,254,207000000.0,562363000.0,PG-13,King Kong,/6a2HY6UmD7XiDD3NokgaBAXEsD2.jpg,The eighth wonder of the world.,en,2005-12-12,41.29,6.8,6574,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,355363000.0,1.7167294685990337
tt0380599,Oliver Twist,2005.0,130,tt0380599,257,50000000.0,42580300.0,PG-13,Oliver Twist,/zhPdYZ3x2uanhM1SyBj4CuL6hSa.jpg,,en,2005-09-23,11.597,6.7,989,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7419700.0,-0.148394
tt0372784,Batman Begins,2005.0,140,tt0372784,272,150000000.0,374219000.0,PG-13,Batman Begins,/8RW2runSEc34IwKN2D1aPcJd2UL.jpg,Evil fears the knight.,en,2005-06-10,58.016,7.7,17691,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224219000.0,1.4947933333333334
tt0320691,Underworld,2003.0,121,tt0320691,277,22000000.0,95708500.0,R,Underworld,/zsnQ41UZ3jo1wEeemF0eA9cAIU0.jpg,An immortal battle for supremacy.,en,2003-09-19,29.895,6.8,5217,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,73708500.0,3.3503863636363636
tt0449088,Pirates of the Caribbean: At World's End,2007.0,169,tt0449088,285,300000000.0,961000000.0,PG-13,Pirates of the Caribbean: At World's End,/2YMnBRh8F6fDGCCEIPk9Hb0cEyB.jpg,"At the end of the world, the adventure begins.",en,2007-05-19,362.257,7.2,12051,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,661000000.0,2.203333333333333
tt0389326,Riding Giants,2004.0,105,tt0389326,291,2600000.0,3166000.0,PG-13,Riding Giants,/8L3ir0KNqSqpps2oVAeCUPVTPhr.jpg,,en,2004-07-09,5.298,7.6,35,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,566000.0,0.21769230769230768
tt0181852,Terminator 3: Rise of the Machines,2003.0,109,tt0181852,296,200000000.0,435000000.0,R,Terminator 3: Rise of the Machines,/vvevzdYIrk2636maNW4qeWmlPFG.jpg,The Machines Will Rise.,en,2003-07-02,36.014,6.1,5413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,235000000.0,1.175
tt0496806,Ocean's Thirteen,2007.0,122,tt0496806,298,85000000.0,311313000.0,PG-13,Ocean's Thirteen,/pBsZs4zYUiUTemqbikTZ76iQRaU.jpg,What are the odds of getting even? 13 to one.,en,2007-06-06,18.044,6.7,5282,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,226313000.0,2.6625058823529413
tt0354899,The Science of Sleep,2006.0,105,tt0354899,300,6000000.0,9524340.0,R,La Science des rêves,/1qCq228LsNtUseCnNE7Naw6NBUz.jpg,Close your eyes. Open your heart.,fr,2006-02-11,6.861,7.1,593,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3524340.0,0.58739
tt0324133,Swimming Pool,2003.0,102,tt0324133,302,7800000.0,22441300.0,R,Swimming Pool,/bwBAUlEXhUKmegdguoFj9grF9t3.jpg,"On the surface, all is calm.",en,2003-05-21,10.709,6.5,523,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14641300.0,1.8770897435897436
tt0412019,Broken Flowers,2005.0,106,tt0412019,308,10000000.0,46720500.0,R,Broken Flowers,/aSHkPnC0o4XPHpJC5TY3AWO6un4.jpg,Sometimes life brings some strange surprises,en,2005-08-05,9.666,6.9,1025,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36720500.0,3.67205
tt0315327,Bruce Almighty,2003.0,101,tt0315327,310,80000000.0,484593000.0,PG-13,Bruce Almighty,/wqkWrOFtYnZSvIMu8Lsmz7WIvKC.jpg,In Bruce we trust?,en,2003-05-23,36.877,6.7,9122,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404593000.0,5.0574125
tt0327554,Catwoman,2004.0,104,tt0327554,314,100000000.0,82102400.0,PG-13,Catwoman,/pvnPgukFyEKgCzyOxyLiwyZ8T1C.jpg,You can’t CATch her.,en,2004-07-22,21.104,4.6,2775,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-17897600.0,-0.178976
tt0120753,The Million Dollar Hotel,2000.0,122,tt0120753,318,8000000.0,105983.0,R,The Million Dollar Hotel,/7AjzGYybwfndxnpApKXahQiq2Zy.jpg,Everyone has something to hide.,en,2000-02-09,6.431,5.9,247,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-7894017.0,-0.986752125
tt0278504,Insomnia,2002.0,118,tt0278504,320,46000000.0,113715000.0,R,Insomnia,/cwB0t4OHX1Pw1Umzc9jPgzalUpS.jpg,A tough cop. A brilliant killer. An unspeakable crime.,en,2002-05-24,11.541,6.9,3744,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,67715000.0,1.4720652173913042
tt0330602,Mambo Italiano,2003.0,88,tt0330602,321,4361900.0,3031800.0,R,Mambo Italiano,/2jfuzMDWXHLBWnTprl8G0fqnK95.jpg,Things change. Family doesn't.,en,2003-06-06,6.479,5.8,67,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1330100.0,-0.30493592241912926
tt0327056,Mystic River,2003.0,138,tt0327056,322,25000000.0,156822000.0,R,Mystic River,/e2VNohx5jb7I6HUamCuGhKvzXDR.jpg,"We bury our sins, we wash them clean.",en,2003-01-01,16.682,7.7,5251,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,131822000.0,5.27288
tt0417148,Snakes on a Plane,2006.0,105,tt0417148,326,33000000.0,62022000.0,R,Snakes on a Plane,/9wqWQ5rXQG6daMpowqwadGjI768.jpg,Sit back. Relax. Enjoy the fright.,en,2006-08-17,17.237,5.4,1395,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29022000.0,0.8794545454545455
tt0222851,Brother,2000.0,114,tt0222851,327,12000000.0,15250000.0,R,Brother,/frhzQ5JJ29R3kXuVq3CRYQSczpn.jpg,Are You Japanese?,en,2000-12-13,9.584,7.1,310,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3250000.0,0.2708333333333333
tt0301357,Good Bye Lenin!,2003.0,121,tt0301357,338,4800000.0,79384900.0,R,Good Bye Lenin!,/2xv7MuQFxJMK1ZV0r5fFI0FzdG0.jpg,The German Democratic Republic lives on -- in 79 square meters!,de,2003-02-09,10.318,7.6,1932,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74584900.0,15.538520833333333
tt0404030,Everything Is Illuminated,2005.0,106,tt0404030,340,7000000.0,2697930.0,PG-13,Everything Is Illuminated,/gk469Y3fJTlbcAkSNMZc4OtETOK.jpg,Leave Normal Behind.,en,2005-09-16,7.055,7.3,608,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4302070.0,-0.6145814285714286
tt0420206,Summer Storm,2004.0,98,tt0420206,342,2700000.0,2085170.0,R,Sommersturm,/vvoOOEgSv2kKVxIqTZvFwtPp9eI.jpg,,de,2004-09-02,11.187,6.8,160,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-614830.0,-0.22771481481481481
tt0458352,The Devil Wears Prada,2006.0,109,tt0458352,350,35000000.0,326551000.0,PG-13,The Devil Wears Prada,/8912AsVuS7Sj915apArUFbv6F9L.jpg,Meet Andy Sachs. A million girls would kill to have her job. She's not one of them.,en,2006-06-29,47.416,7.4,10049,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291551000.0,8.33002857142857
tt0454848,Inside Man,2006.0,129,tt0454848,388,45000000.0,186004000.0,R,Inside Man,/mf4i9zZVXMmqWsEb9D0OAY7k3t.jpg,It looked like the perfect bank robbery. But you can’t judge a crime by its cover.,en,2006-03-17,20.426,7.4,4710,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,141004000.0,3.1334222222222223
tt0241303,Chocolat,2000.0,121,tt0241303,392,25000000.0,152500000.0,PG-13,Chocolat,/jPNmQq23eNbKFVPZnY5Kxc63MvW.jpg,…and the world is still indulging!,en,2000-03-02,12.978,6.9,2787,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,127500000.0,5.1
tt0378194,Kill Bill: Vol. 2,2004.0,137,tt0378194,393,30000000.0,152159000.0,R,Kill Bill: Vol. 2,/2yhg0mZQMhDyvUQ4rG1IZ4oIA8L.jpg,The bride is back for the final cut.,en,2004-04-16,22.219,7.9,11700,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,122159000.0,4.0719666666666665
