tconst,Genre_ID
tt0170691,8
tt0170691,25
tt0171339,13
tt0171356,5
tt0171356,6
tt0171356,19
tt0171359,8
tt0171359,19
tt0171359,24
tt0171433,5
tt0171433,8
tt0171433,19
tt0171580,5
tt0171580,6
tt0171580,8
tt0171827,0
tt0171827,8
tt0171827,19
tt0172156,0
tt0172156,5
tt0172156,6
tt0172464,0
tt0172464,2
tt0172464,5
tt0172495,0
tt0172495,2
tt0172495,8
tt0172543,5
tt0172543,19
tt0172632,8
tt0172699,5
tt0172699,8
tt0172699,19
tt0172794,6
tt0172794,13
tt0172794,16
tt0172854,5
tt0172949,13
tt0172995,5
tt0173498,5
tt0173498,8
tt0173568,24
tt0173716,5
tt0173716,6
tt0173716,24
tt0173840,0
tt0173840,2
tt0173840,3
tt0174336,5
tt0174336,19
tt0174480,8
tt0174480,19
tt0174646,5
tt0174646,8
tt0174646,19
tt0174732,5
tt0174732,19
tt0175114,5
tt0175142,5
tt0175526,13
tt0175526,16
tt0175526,24
tt0176185,8
tt0176244,24
tt0176578,4
tt0176578,8
tt0176579,0
tt0176579,2
tt0176579,10
tt0176650,0
tt0176694,3
tt0176694,8
tt0176694,12
tt0176783,8
tt0176783,16
tt0176783,24
tt0176883,2
tt0176883,5
tt0176883,9
tt0177068,6
tt0177068,8
tt0177185,5
tt0177185,19
tt0177185,26
tt0177195,5
tt0177195,6
tt0177195,8
tt0177213,5
tt0177213,20
tt0177513,5
tt0177513,19
tt0177636,4
tt0177636,8
tt0177636,14
tt0177650,5
tt0177845,5
tt0177858,2
tt0177858,5
tt0177858,19
tt0177882,0
tt0177882,5
tt0177882,19
tt0177885,5
tt0177888,6
tt0177888,8
tt0177888,24
tt0177971,0
tt0177971,2
tt0177971,8
tt0177997,24
tt0178043,5
tt0178043,24
tt0178050,5
tt0178050,8
tt0178642,8
tt0179098,8
tt0179098,19
tt0179144,5
tt0179183,0
tt0179183,20
tt0179220,7
tt0179344,8
tt0179344,24
tt0179400,24
tt0179435,8
tt0179435,24
tt0179443,5
tt0179443,6
tt0179443,8
tt0179473,8
tt0179473,26
tt0179626,0
tt0179626,6
tt0179626,8
tt0179653,8
tt0179803,5
tt0179861,0
tt0179861,8
tt0180052,0
tt0180052,5
tt0180052,20
tt0180073,4
tt0180073,8
tt0180093,8
tt0180387,7
tt0180679,5
tt0180679,10
tt0180683,5
tt0180683,8
tt0180734,5
tt0180734,8
tt0180734,22
tt0181151,5
tt0181151,20
tt0181311,4
tt0181311,8
tt0181430,19
tt0181430,20
tt0181536,8
tt0181594,7
tt0181594,25
tt0181689,0
tt0181689,6
tt0181689,16
tt0181739,0
tt0181739,2
tt0181739,3
tt0181836,0
tt0181836,5
tt0181836,10
tt0181852,0
tt0181852,20
tt0181865,6
tt0181865,8
tt0181865,24
tt0181875,2
tt0181875,5
tt0181875,8
tt0181945,5
tt0181945,8
tt0181945,19
tt0181984,6
tt0181984,8
tt0181984,24
tt0182000,6
tt0182000,8
tt0182000,14
tt0182027,5
tt0182295,5
tt0182295,15
tt0182295,19
tt0182508,8
tt0183056,8
tt0183056,19
tt0183113,24
tt0183142,5
tt0183142,24
tt0183280,0
tt0183280,2
tt0183280,8
tt0183423,8
tt0183488,5
tt0183488,14
tt0183505,5
tt0183523,2
tt0183523,20
tt0183523,24
tt0183550,5
tt0183550,8
tt0183550,19
tt0183639,8
tt0183639,26
tt0183649,6
tt0183649,24
tt0183659,4
tt0183659,8
tt0183790,0
tt0183790,2
tt0183790,19
tt0183808,6
tt0183808,8
tt0183808,24
tt0183869,0
tt0183869,5
tt0183869,6
tt0184009,5
tt0184384,8
tt0184457,0
tt0184457,6
tt0184457,24
tt0184719,8
tt0184791,8
tt0184791,19
tt0184791,24
tt0184858,0
tt0184858,2
tt0184858,6
tt0184894,0
tt0184894,2
tt0184894,5
tt0184907,2
tt0184907,5
tt0184907,9
tt0185007,2
tt0185007,9
tt0185014,5
tt0185014,8
tt0185183,0
tt0185183,2
tt0185183,20
tt0185431,5
tt0185431,10
tt0185542,8
tt0186029,5
tt0186045,5
tt0186045,6
tt0186045,16
tt0186151,6
tt0186151,8
tt0186151,16
tt0186183,6
tt0186183,8
tt0186183,24
tt0186202,8
tt0186202,19
tt0186202,26
tt0186221,8
tt0186454,0
tt0186454,6
tt0186454,8
tt0186549,8
tt0186549,19
tt0186566,0
tt0186566,2
tt0186566,24
tt0186589,5
tt0186589,6
tt0186719,8
tt0186785,5
tt0186785,8
tt0186894,8
tt0186894,19
tt0186975,5
tt0186975,8
tt0186975,19
tt0187078,0
tt0187078,6
tt0187078,24
tt0187387,6
tt0187387,8
tt0187393,0
tt0187393,8
tt0187393,12
tt0187512,5
tt0187512,19
tt0187559,5
tt0187696,13
tt0187696,24
tt0187738,0
tt0187738,13
tt0187738,20
tt0187750,0
tt0187750,16
tt0187750,24
tt0187761,0
tt0187761,8
tt0187808,7
tt0187847,8
tt0188028,7
tt0188045,5
tt0188055,16
tt0188055,24
tt0188128,5
tt0188128,15
tt0188160,8
tt0188160,22
tt0188424,7
tt0188453,5
tt0188453,6
tt0188453,24
tt0188490,8
tt0188518,8
tt0188518,24
tt0188575,0
tt0188575,2
tt0188575,6
tt0188688,8
tt0188688,10
tt0188688,19
tt0189192,2
tt0189192,5
tt0189192,10
tt0189456,5
tt0189456,13
tt0189456,16
tt0189541,8
tt0189541,19
tt0189998,8
tt0189998,13
tt0190052,8
tt0190052,10
tt0190052,19
tt0190138,5
tt0190138,6
tt0190332,0
tt0190332,2
tt0190332,8
tt0190374,0
tt0190374,2
tt0190374,10
tt0190398,9
tt0190449,5
tt0190449,6
tt0190524,0
tt0190524,8
tt0190524,10
tt0190590,2
tt0190590,5
tt0190590,6
tt0190736,8
tt0190861,4
tt0190861,8
tt0190861,12
tt0190865,0
tt0190865,2
tt0190865,8
tt0190938,0
tt0190938,6
tt0190938,8
tt0190994,6
tt0190994,8
tt0190994,24
tt0191037,6
tt0191037,8
tt0191037,24
tt0191074,8
tt0191074,16
tt0191074,24
tt0191133,5
tt0191133,8
tt0191133,14
tt0191177,8
tt0191177,14
tt0191177,24
tt0191211,5
tt0191211,8
tt0191242,24
tt0191397,5
tt0191397,22
tt0191636,8
tt0191636,12
tt0191636,19
tt0191754,5
tt0191754,8
tt0191787,5
tt0191787,19
tt0191996,6
tt0191996,24
tt0192023,8
tt0192023,24
tt0192071,5
tt0192071,19
tt0192110,24
tt0192111,5
tt0192111,16
tt0192111,19
tt0192126,5
tt0192126,6
tt0192126,19
tt0192237,8
tt0192237,19
tt0192255,2
tt0192255,5
tt0192255,9
tt0192295,4
tt0192295,8
tt0192295,14
tt0192346,8
tt0192455,5
tt0192455,6
tt0192455,10
tt0192528,8
tt0192614,0
tt0192614,6
tt0192614,8
tt0192708,7
tt0192719,6
tt0192719,8
tt0192719,16
tt0192731,13
tt0192731,16
tt0192788,8
tt0192788,9
tt0192789,5
tt0192789,15
tt0192912,5
tt0192947,5
tt0192947,14
tt0192949,5
tt0192949,8
tt0193011,8
tt0193135,5
tt0193135,19
tt0193318,2
tt0193318,9
tt0193318,10
tt0193364,0
tt0193364,2
tt0193364,5
tt0193365,8
tt0193537,5
tt0193537,19
tt0193545,5
tt0193545,6
tt0193545,8
tt0193560,0
tt0193560,2
tt0193560,8
tt0193598,24
tt0193854,8
tt0193854,22
tt0193859,6
tt0193859,24
tt0194104,0
tt0194104,6
tt0194104,24
tt0194143,8
tt0194143,19
tt0194218,5
tt0194218,6
tt0194218,8
tt0194368,5
tt0194368,6
tt0194410,24
tt0194519,5
tt0195108,5
tt0195234,5
tt0195234,6
tt0195308,0
tt0195308,20
tt0195308,24
tt0195393,0
tt0195393,6
tt0195393,24
tt0195551,8
tt0195631,8
tt0195631,24
tt0195685,4
tt0195685,8
tt0195714,13
tt0195714,24
tt0195778,8
tt0195778,19
tt0195857,8
tt0195860,8
tt0195944,0
tt0195944,8
tt0195945,5
tt0196068,5
tt0196068,8
tt0196068,19
tt0196069,2
tt0196069,8
tt0196069,19
tt0196106,5
tt0196106,9
tt0196106,22
tt0196158,0
tt0196158,6
tt0196158,24
tt0196216,5
tt0196216,6
tt0196219,0
tt0196219,6
tt0196219,8
tt0196223,8
tt0196223,19
tt0196223,24
tt0196229,5
tt0196708,8
tt0196708,24
tt0196723,8
tt0196723,19
tt0197072,0
tt0197072,8
tt0197072,24
tt0197096,5
tt0197096,8
tt0197096,19
tt0197299,0
tt0197299,8
tt0197384,8
tt0197384,24
tt0197633,3
tt0197633,5
tt0197633,15
tt0197644,8
tt0197644,19
tt0197646,5
tt0197646,8
tt0197750,6
tt0197750,13
tt0197750,24
tt0197753,6
tt0197753,8
tt0197862,5
tt0197862,6
tt0197862,8
tt0197929,5
tt0197929,19
tt0197951,0
tt0197951,10
tt0197996,5
tt0198013,5
tt0198021,5
tt0198021,8
tt0198021,19
tt0198284,5
tt0198284,8
tt0198284,19
tt0198386,5
tt0198386,6
tt0198460,9
tt0198460,20
tt0198460,26
tt0198748,5
tt0198781,2
tt0198781,3
tt0198781,5
tt0198893,8
tt0198893,19
tt0198893,24
tt0198903,5
tt0198903,24
tt0199007,8
tt0199007,19
tt0199129,8
tt0199290,5
tt0199314,5
tt0199314,19
tt0199481,2
tt0199481,4
tt0199481,8
tt0199504,6
tt0199504,8
tt0199602,5
tt0199626,16
tt0199626,24
tt0199650,8
tt0199650,24
tt0199725,8
tt0199725,19
tt0199725,22
tt0199727,5
tt0199727,6
tt0199744,5
tt0199744,8
tt0199744,19
tt0199753,0
tt0199753,20
tt0199753,24
tt0199898,0
tt0199898,3
tt0199974,6
tt0199974,8
tt0199974,24
tt0200027,4
tt0200027,5
tt0200027,8
tt0200171,8
tt0200171,14
tt0200192,5
tt0200192,8
tt0200422,8
tt0200422,19
tt0200422,25
tt0200427,8
tt0200465,6
tt0200465,8
tt0200465,24
tt0200472,5
tt0200472,8
tt0200483,8
tt0200483,20
tt0200525,24
tt0200530,5
tt0200530,8
tt0200550,5
tt0200550,8
tt0200550,14
tt0200669,8
tt0200669,19
tt0200720,8
tt0200720,19
tt0200940,5
tt0200940,20
tt0200954,5
tt0201020,8
tt0201275,8
tt0201394,5
tt0201394,19
tt0201479,6
tt0201479,8
tt0201479,24
tt0201485,8
tt0201485,16
tt0201485,19
tt0201670,5
tt0201670,19
tt0201694,0
tt0201694,5
tt0201694,6
tt0201726,5
tt0201726,8
tt0201737,5
tt0201737,8
tt0201844,13
tt0201844,24
tt0201888,5
tt0201888,19
tt0201899,8
tt0201901,5
tt0201934,8
tt0201934,24
tt0202236,8
tt0202236,20
tt0202236,24
tt0202294,8
tt0202314,0
tt0202314,20
tt0202314,24
tt0202360,13
tt0202360,24
tt0202402,5
tt0202402,8
tt0202402,19
tt0202452,2
tt0202452,3
tt0202458,24
tt0202470,8
tt0202470,14
tt0202487,5
tt0202560,16
tt0202623,5
tt0202623,19
tt0202641,5
tt0202641,8
tt0202641,19
tt0202677,0
tt0202677,6
tt0202677,8
tt0202695,20
tt0202711,8
tt0202829,5
tt0202829,19
tt0202856,5
tt0202856,8
tt0202989,5
tt0203009,8
tt0203009,15
tt0203009,19
tt0203019,4
tt0203019,8
tt0203047,5
tt0203053,0
tt0203053,16
tt0203053,24
tt0203078,8
tt0203078,19
tt0203119,6
tt0203119,8
tt0203119,24
tt0203144,8
tt0203166,5
tt0203166,8
tt0203166,19
tt0203206,5
tt0203230,8
tt0203289,5
tt0203289,8
tt0203289,19
tt0203297,8
tt0203297,19
tt0203536,0
tt0203536,5
tt0203536,24
tt0203540,5
tt0203540,6
tt0203540,8
tt0203580,5
tt0203580,8
tt0203580,19
tt0203584,5
tt0203632,8
tt0203632,16
tt0203632,19
tt0203755,5
tt0203755,6
tt0203830,13
tt0203830,16
tt0203830,24
tt0203835,0
tt0203835,8
tt0203912,8
tt0203940,13
tt0203940,20
tt0203940,24
tt0203952,6
tt0203975,6
tt0203975,8
tt0203975,19
tt0204131,7
tt0204137,6
tt0204137,8
tt0204175,5
tt0204175,8
tt0204175,19
tt0204250,5
tt0204250,16
tt0204293,7
tt0204313,13
tt0204313,16
tt0204313,24
tt0204322,6
tt0204322,8
tt0204322,16
tt0204350,5
tt0204350,6
tt0204352,5
tt0204352,8
tt0204382,5
tt0204619,8
tt0204619,19
tt0204626,6
tt0204626,8
tt0204626,16
tt0204640,5
tt0204640,19
tt0204679,5
tt0204679,19
tt0204679,20
tt0204698,5
tt0204698,14
tt0204698,19
tt0204700,8
tt0204700,13
tt0204700,24
tt0204885,5
tt0204932,5
tt0204932,8
tt0204932,9
tt0204933,6
tt0204933,8
tt0204933,24
tt0204946,5
tt0204946,19
tt0204946,22
tt0205177,5
tt0205177,14
tt0205271,5
tt0205271,8
tt0205271,19
tt0205380,0
tt0205380,8
tt0205380,19
tt0205418,24
tt0205461,2
tt0205461,5
tt0205461,8
tt0205498,5
tt0205498,19
tt0205521,5
tt0205526,24
tt0205729,0
tt0205729,2
tt0205778,8
tt0205778,10
tt0205873,5
tt0205873,8
tt0205873,12
tt0205936,6
tt0205936,16
tt0205936,24
tt0206075,2
tt0206088,5
tt0206098,8
tt0206113,8
tt0206113,22
tt0206184,5
tt0206184,19
tt0206184,22
tt0206187,2
tt0206187,7
tt0206187,19
tt0206211,8
tt0206223,24
tt0206226,5
tt0206226,13
tt0206226,16
tt0206275,8
tt0206275,14
tt0206275,19
tt0206314,0
tt0206314,16
tt0206314,24
tt0206367,3
tt0206367,8
tt0206367,9
tt0206420,5
tt0206420,10
tt0206420,19
tt0206545,8
tt0206608,4
tt0206608,5
tt0206608,8
tt0206634,0
tt0206634,8
tt0206634,20
tt0206694,8
tt0206742,5
tt0206742,19
tt0206762,5
tt0206762,6
tt0206778,8
tt0206917,8
tt0206917,14
tt0206917,19
tt0206926,5
tt0206926,19
tt0206963,5
tt0206963,8
tt0206963,19
tt0207036,6
tt0207036,8
tt0207036,24
tt0207161,5
tt0207161,9
tt0207161,19
tt0207163,8
tt0207163,24
tt0207198,0
tt0207198,5
tt0207198,8
tt0207201,5
tt0207201,10
tt0207201,19
tt0207333,9
tt0207333,13
tt0207337,5
tt0207377,0
tt0207377,2
tt0207377,24
tt0207501,0
tt0207501,24
tt0207524,5
tt0207524,8
tt0207585,5
tt0207585,8
tt0207585,9
tt0207631,0
tt0207631,2
tt0207631,20
tt0207635,24
tt0207638,8
tt0207745,5
tt0207745,8
tt0207988,8
tt0208003,0
tt0208003,5
tt0208003,6
tt0208017,6
tt0208017,8
tt0208017,19
tt0208037,0
tt0208037,8
tt0208037,24
tt0208050,5
tt0208050,19
tt0208092,5
tt0208092,6
tt0208196,5
tt0208196,19
tt0208204,19
tt0208204,24
tt0208298,3
tt0208298,4
tt0208298,8
tt0208412,5
tt0208412,8
tt0208491,6
tt0208491,8
tt0208874,8
tt0208874,24
tt0208883,8
tt0208883,19
tt0208883,24
tt0208889,8
tt0208899,8
tt0208910,24
tt0208911,8
tt0208942,6
tt0208942,24
tt0208988,0
tt0208988,6
tt0208988,8
tt0208990,8
tt0208993,5
tt0208993,8
tt0208993,14
tt0209020,8
tt0209037,5
tt0209037,8
tt0209037,14
tt0209077,8
tt0209109,5
tt0209144,16
tt0209144,24
tt0209163,0
tt0209163,2
tt0209163,10
tt0209180,8
tt0209180,25
tt0209253,5
tt0209253,8
tt0209279,9
tt0209322,5
tt0209322,8
tt0209322,19
tt0209475,5
tt0209475,19
tt0209486,5
tt0209486,6
tt0209486,24
tt0209941,8
tt0209958,6
tt0209958,13
tt0209958,20
tt0210065,6
tt0210065,8
tt0210065,24
tt0210070,8
tt0210070,10
tt0210070,13
tt0210075,8
tt0210075,22
tt0210094,5
tt0210130,5
tt0210130,7
tt0210130,8
tt0210149,8
tt0210223,0
tt0210223,10
tt0210223,13
tt0210299,8
tt0210299,14
tt0210357,8
tt0210357,9
tt0210358,8
tt0210358,19
tt0210362,5
tt0210362,8
tt0210362,24
tt0210382,6
tt0210382,8
tt0210382,16
tt0210470,10
tt0210470,16
tt0210567,5
tt0210567,8
tt0210584,5
tt0210584,8
tt0210584,19
tt0210616,8
tt0210616,14
tt0210616,19
tt0210694,7
tt0210756,5
tt0210756,19
tt0210776,8
tt0210777,2
tt0210777,7
tt0210816,8
tt0210930,8
tt0210930,12
tt0210945,4
tt0210945,8
tt0210945,22
tt0210952,8
tt0210953,6
tt0210953,8
tt0211181,2
tt0211181,5
tt0211181,9
tt0211266,7
tt0211279,8
tt0211296,8
tt0211309,8
tt0211309,14
tt0211309,19
tt0211373,7
tt0211387,5
tt0211387,8
tt0211387,19
tt0211423,8
tt0211443,0
tt0211443,13
tt0211443,20
tt0211465,6
tt0211465,8
tt0211465,24
tt0211492,8
