imdb_id,collection_id
tt0329774,2511
tt0330373,833
tt0342735,2349
tt0348333,2416
tt0351283,1200
tt0353324,2000
tt0357507,303
tt0360486,442
tt0362165,2123
tt0363771,1983
tt0364376,2052
tt0367652,534
tt0368578,1939
tt0369226,113
tt0372784,2002
tt0374298,1929
tt0375210,2443
tt0377109,2179
tt0377471,397
tt0377818,2022
tt0378109,949
tt0380389,775
tt0383222,287
tt0384806,1935
tt0385002,792
tt0385307,1281
tt0385700,677
tt0385933,1632
tt0386140,2508
tt0388482,2222
tt0393635,1592
tt0395584,683
tt0396752,1353
tt0400497,864
tt0401559,2112
tt0401792,1744
tt0403508,2198
tt0403537,1816
tt0409184,1790
tt0411805,1599
tt0411806,1599
tt0412535,321
tt0415678,1709
tt0416315,2459
tt0417944,1230
tt0418325,2248
tt0418763,975
tt0418819,1161
tt0418887,1272
tt0419706,569
tt0421947,2392
tt0422093,1202
tt0424774,1717
tt0424971,1472
tt0425379,1554
tt0425661,2061
tt0426459,668
tt0427323,810
tt0427954,2168
tt0428803,1233
tt0431417,2421
tt0432047,1672
tt0432348,1678
tt0433328,1546
tt0434008,612
tt0435625,2010
tt0436362,771
tt0436811,1869
tt0443536,884
tt0443567,1127
tt0444629,670
tt0445570,1544
tt0448206,334
tt0449086,2029
tt0449869,377
tt0450278,892
tt0451010,1419
tt0451021,1987
tt0451094,2238
tt0451746,2478
tt0452598,384
tt0454435,940
tt0455116,1572
tt0455135,2031
tt0455142,1067
tt0455916,291
tt0456627,517
tt0457530,2256
tt0459505,1495
tt0462757,1932
tt0466923,1477
tt0468812,1289
tt0468820,1842
tt0470850,2072
tt0470883,1203
tt0470967,2441
tt0471223,1034
tt0471834,1352
tt0472767,620
tt0474962,2295
tt0478024,1647
tt0479669,1240
tt0485323,727
tt0486192,2337
tt0488017,1043
tt0488310,1043
tt0488836,824
tt0488870,118
tt0490160,1043
tt0490161,1043
tt0491424,1043
tt0493107,139
tt0494501,810
tt0495624,1622
tt0497573,1665
tt0756222,172
tt0791188,1354
tt0791635,2522
tt0813129,639
tt0820111,1253
tt0824696,903
tt0875609,1510
tt1018764,1421
tt1133936,528
tt2643846,455
tt4076936,605
tt5230508,64
tt0308353,825
tt0317219,362
tt0317919,1284
tt0344854,173
tt0348150,1855
tt0362120,1682
tt0366548,830
tt0371552,180
tt0376994,2473
tt0380268,419
tt0381061,972
tt0381971,472
tt0382625,2180
tt0383216,2161
tt0383574,1494
tt0384537,1741
tt0388753,2319
tt0400717,1428
tt0401711,405
tt0401855,2365
tt0403279,1246
tt0409904,2467
tt0413895,380
tt0414982,676
tt0416449,25
tt0418689,413
tt0419058,863
tt0419946,2121
tt0420294,1917
tt0421729,270
tt0422401,836
tt0422764,2392
tt0424345,411
tt0425601,2311
tt0428646,904
tt0430912,226
tt0431124,881
tt0432637,1082
tt0433386,2062
tt0434215,688
tt0435680,2074
tt0437179,1695
tt0437863,1951
tt0438097,923
tt0439654,1339
tt0441048,539
tt0443431,150
tt0443453,307
tt0443527,2065
tt0443771,1621
tt0444628,860
tt0445800,709
tt0447249,1168
tt0452681,2184
tt0454841,2069
tt0454848,946
tt0454919,1548
tt0455499,740
tt0455612,1202
tt0456144,1319
tt0456980,687
tt0457297,1975
tt0460480,2041
tt0460611,2256
tt0461642,1703
tt0461694,980
tt0461936,565
tt0462590,1819
tt0463985,2035
tt0464913,1403
tt0465407,644
tt0465967,2270
tt0466195,2450
tt0466899,2133
tt0469111,916
tt0470055,1429
tt0472175,1723
tt0473829,351
tt0475394,1761
tt0476649,494
tt0477347,1376
tt0479143,1625
tt0479647,301
tt0479884,454
tt0480082,931
tt0480271,1356
tt0482629,2231
tt0483578,1664
tt0488584,1289
tt0489037,613
tt0489244,1377
tt0489270,1678
tt0491244,612
tt0493430,969
tt0495034,783
tt0496231,196
tt0497116,131
tt0498380,413
tt0498536,528
tt0499596,2435
tt0757353,1325
tt0757874,929
tt0758742,513
tt0758781,1696
tt0772152,119
tt0772187,2143
tt0776789,1852
tt0780606,2019
tt0781012,1698
tt0781084,1846
tt0782037,478
tt0783492,35
tt0785025,1172
tt0795376,603
tt0802983,570
tt0808240,2338
tt0808276,424
tt0809469,2354
tt0810827,513
tt0820117,1272
tt0820142,2175
tt0828154,2159
tt0829424,640
tt0839739,794
tt0843270,456
tt0852726,1379
tt0856008,1718
tt0860387,1266
tt0861701,505
tt0875025,1894
tt0876294,2260
tt0877709,1713
tt0881252,702
tt0891485,1240
tt0893534,1086
tt0902253,1477
tt0927575,27
tt0927595,27
tt0927615,27
tt0927627,27
tt0978797,1419
tt1000095,1510
tt1059950,1421
tt1071269,222
tt1071815,1354
tt1105263,285
tt1185438,1507
tt1194572,701
tt13783494,997
tt2632156,2291
tt3838870,929
tt5184592,1108
tt5780094,312
tt5987124,91
tt5993100,91
tt7436196,1618
tt8165062,1863
tt0259324,752
tt0293564,1638
tt0337978,543
tt0373883,815
tt0373889,833
tt0389722,24
tt0413099,112
tt0413267,1732
tt0413300,1794
tt0414055,617
tt0418279,2315
tt0422774,1939
tt0423294,1856
tt0425430,2129
tt0432021,1598
tt0440963,1969
tt0443473,1989
tt0446009,2251
tt0449088,1494
tt0452702,2383
tt0453451,1309
tt0455326,160
tt0459759,1709
tt0460780,936
tt0461770,624
tt0462244,479
tt0463854,19
tt0465234,1357
tt0465494,876
tt0469135,2329
tt0473360,775
tt0476603,2215
tt0478311,1076
tt0480249,909
tt0486576,651
tt0488798,2431
tt0496373,1528
tt0496436,2443
tt0496806,1405
tt0498353,892
tt0499554,1596
tt0756683,2119
tt0758730,66
tt0762142,431
tt0775539,1823
tt0790602,1388
tt0790721,843
tt0792992,1187
tt0796232,1641
tt0800069,2069
tt0804507,2216
tt0804540,1893
tt0814380,2143
tt0816436,281
tt0817940,1063
tt0819953,2009
tt0820118,1455
tt0837106,169
tt0841044,16
tt0844463,2450
tt0844948,2394
tt0845448,537
tt0847745,1230
tt0848557,1862
tt0859164,801
tt0861739,616
tt0862856,2323
tt0875113,1406
tt0890870,1678
tt0891520,364
tt0895777,2514
tt0900357,303
tt0901507,1614
tt0906108,2446
tt0913401,1057
tt0914805,1700
tt0923811,1585
tt0929809,2513
tt0943326,1348
tt0949751,1242
tt0952640,117
tt0953981,118
tt0954348,1666
tt0956317,1881
tt0960790,1569
tt0962762,746
tt0964587,1804
tt0969711,1407
tt0975744,1063
tt0987918,2092
tt0988982,1354
tt0989622,1965
tt0991243,1147
tt0995031,263
tt1003009,1115
tt1010012,2333
tt1014672,262
tt1016290,468
tt1020972,2528
tt1021004,2259
tt1037116,1421
tt1038988,2510
tt1043842,159
tt1046193,352
tt1051844,1231
tt1068654,1034
tt1073147,759
tt1087858,1008
tt1102316,1420
tt1105731,1086
tt1107807,2011
tt1109520,1750
tt1117533,1716
tt1135522,687
tt1135972,2565
tt1146290,528
tt1148261,285
tt1155650,2049
tt1155651,2049
tt1160317,1461
tt1163761,2288
tt1169841,824
tt1179904,1460
tt1189893,2270
tt1198196,1092
tt1206585,2455
tt1207645,1698
tt1226251,1512
tt1260351,570
tt1305865,91
tt1388418,523
tt1412700,345
tt1496380,388
tt1556214,1707
tt1797384,682
tt2153296,1325
tt2199733,2499
tt2313237,696
tt3751278,1343
tt5184608,1108
tt5778404,64
tt7415114,403
tt7440892,1618
tt0367882,941
tt0371746,959
tt0373051,999
tt0374569,383
tt0410377,1383
tt0411272,2128
tt0411477,856
tt0421073,1833
tt0425637,1589
tt0441773,1084
tt0443701,2257
tt0447166,2048
tt0448157,821
tt0450314,2169
tt0452608,514
tt0456978,687
tt0462499,1575
tt0463872,179
tt0468569,2002
tt0479952,1200
tt0481536,832
tt0482603,1784
tt0482606,2206
tt0490210,1672
tt0499448,1983
tt0785035,1424
tt0790686,1278
tt0795421,1218
tt0808339,1114
tt0808399,405
tt0814397,2329
tt0822832,1239
tt0830515,972
tt0831904,365
tt0846308,130
tt0859163,2138
tt0881310,1538
tt0883410,1394
tt0885415,1382
tt0892255,383
tt0892391,630
tt0892899,1445
tt0912597,513
tt0936501,1880
tt0950739,169
tt0962726,872
tt0972558,487
tt0985047,144
tt0991346,264
tt0993789,2157
tt1000774,1706
tt1002974,499
tt1014775,259
tt1017456,1570
tt1018785,2198
tt1018789,609
tt1023111,1365
tt1023481,1819
tt1038072,1548
tt1045655,1291
tt1045766,63
tt1047494,1202
tt1050160,1197
tt1051981,150
tt1055300,1454
tt1078600,768
tt1082868,1560
tt1086797,2372
tt1087906,2232
tt1090671,1592
tt1092005,783
tt1099212,2229
tt1099228,140
tt1103262,505
tt1105742,1223
tt1107365,1428
tt1114723,976
tt1116935,1734
tt1126596,2074
tt1129441,2212
tt1129442,2222
tt1130987,2019
tt1132626,1678
tt1145144,372
tt1155652,2049
tt1155696,528
tt1155705,18
tt1157614,1957
tt1160524,1354
tt1160525,1512
tt1160629,734
tt1161405,323
tt1161646,2052
tt1161951,119
tt1167825,1895
tt1174047,1818
tt1174954,1597
tt1176142,2513
tt1176726,419
tt1179067,1954
tt1180304,570
tt1185420,573
tt1188990,424
tt1189383,1242
tt1190127,1086
tt1190867,1298
tt1192612,364
tt1192613,1423
tt1193516,1586
tt1196128,1698
tt1198186,198
tt1199494,2117
tt1204315,630
tt1204883,303
tt1204979,2383
tt1206326,1421
tt1206478,1544
tt1216300,974
tt1217565,1092
tt1220719,954
tt1230165,1624
tt1233474,2049
tt1233505,1752
tt1238298,2019
tt1243381,58
tt1253859,2292
tt1259014,2128
tt1260396,749
tt1266539,145
tt1278060,2049
tt1284591,2259
tt1288461,1908
tt1292575,1489
tt1297939,2147
tt1301264,1117
tt1301698,14
tt1305678,746
tt1305907,1292
tt1308650,776
tt1323946,1548
tt1328604,312
tt1330607,928
tt1332059,1247
tt1332692,2369
tt1332693,2369
tt1339302,285
tt1340761,2550
tt1343089,2049
tt1354553,2042
tt1371126,2265
tt1424066,172
tt1438522,511
tt1937316,103
tt1979309,2414
tt2047732,2205
tt2127268,515
tt2882912,319
tt2955538,120
tt3087662,2075
tt3626654,1826
tt5186066,1108
tt0417741,833
tt0438488,2211
tt0458525,2253
tt0460943,1700
tt0485601,957
tt0492044,842
tt0499487,775
tt0499549,191
tt0796366,1809
tt0808151,2180
tt0808526,827
tt0834001,2365
tt0838232,2161
tt0844471,414
tt0844479,1986
tt0851515,456
tt0860906,1585
tt0940657,173
tt0961722,343
tt0988045,1722
tt0997057,1563
tt1013752,2035
tt1043852,1116
tt1046173,731
tt1053859,2062
tt1055369,2315
tt1057574,914
tt1073105,2010
tt1075417,2456
tt1078912,1376
tt1080016,923
tt1114740,1217
tt1119646,2066
tt1121931,454
tt1124374,770
tt1132286,1221
tt1132620,2130
tt1134854,1862
tt1142800,1202
tt1144884,676
tt1145154,1348
tt1148204,1434
tt1156398,2503
tt1156519,2215
tt1160368,11
tt1167660,1403
tt1176416,1916
tt1181919,18
tt1181920,18
tt1182345,1301
tt1182921,1384
tt1186371,2205
tt1188988,641
tt1196601,345
tt1210106,1804
tt1213660,2450
tt1216487,2130
tt1218507,1348
tt1228933,1109
tt1231277,492
tt1231580,117
tt1232783,1777
tt1232831,468
tt1233227,1678
tt1234541,1975
tt1235837,825
tt1242447,1358
tt1245112,2510
tt1245775,1071
tt1247640,554
tt1247704,614
tt1255955,1267
tt1258134,663
tt1259571,2229
tt1262413,501
tt1264885,570
tt1264904,1157
tt1269696,1105
tt1272013,723
tt1278336,556
tt1278340,502
tt1283540,1974
tt1286159,15
tt1288403,2370
tt1288571,346
tt1295061,1038
tt1298648,800
tt1300851,1966
tt1305854,110
tt1309449,1016
tt1311063,1974
tt1311067,815
tt1314242,639
tt1322410,1881
tt1326972,1589
tt1334526,508
tt1337032,2311
tt1337057,1576
tt1337672,1392
tt1340838,1566
tt1343046,528
tt1343097,2130
tt1343755,1569
tt1344008,1450
tt1344712,1852
tt1345776,2049
tt1346302,1520
tt1346850,1734
tt1349853,1447
tt1350484,472
tt1350498,1261
tt1352852,2258
tt1355627,640
tt1356933,166
tt1364289,1954
tt1366687,1180
tt1379734,2176
tt1382687,58
tt1385912,1202
tt1389748,1698
tt1399952,487
tt1401208,63
tt1401245,1537
tt1403983,903
tt1422651,1908
tt1422674,1002
tt1422675,1002
tt1430622,1251
tt1431240,523
tt1432157,103
tt1433527,966
tt1438461,2546
tt1438462,1205
tt1438496,706
tt1442543,1783
tt1447943,103
tt1465840,2042
tt1467280,2353
tt1467304,2079
tt1468843,1512
tt1472059,603
tt1481363,1354
tt1485763,1421
tt1495818,1046
tt1504688,1437
tt1515854,1121
tt1519657,1967
tt1521846,1489
tt1523491,2385
tt1528836,2388
tt1530883,2304
tt1532382,885
tt1537773,748
tt1548563,1198
tt1550530,99
tt1556175,1033
tt1560950,478
tt1565058,2441
tt1576459,1117
tt1600529,1504
tt1647446,1480
tt1670262,1400
tt1736553,335
tt1743701,841
tt2281336,429
tt2424064,2564
tt2664456,1407
tt3069576,335
tt3432330,485
tt3839898,929
tt4022932,103
tt5423582,315
tt5443266,315
tt5971938,75
tt9556198,517
tt9573984,1752
tt0403645,337
tt0411951,1904
tt0435761,2309
tt0464154,1492
tt0800320,407
tt0808510,2298
tt0814255,1474
tt0858411,17
tt0892769,901
tt0892791,1732
tt0926084,833
tt0940656,173
tt0970866,1259
tt0980970,1983
tt0985694,1196
tt1014759,101
tt1027718,2420
tt1059969,1801
tt1100051,1215
tt1104001,1873
tt1116184,969
tt1123373,529
tt1136688,2209
tt1193631,1819
tt1196141,542
tt1213012,116
tt1214981,1648
tt1220634,1598
tt1222698,644
tt1227378,656
tt1228705,959
tt1230204,1660
tt1231587,893
tt1242432,919
tt1242744,2234
tt1245526,1565
tt1250777,1051
tt1261945,1706
tt1270835,836
tt1272051,1785
tt1274275,1409
tt1287468,368
tt1291652,601
tt1305797,1620
tt1314170,2031
tt1316037,276
tt1320244,2100
tt1320253,2030
tt1320291,2175
tt1323594,526
tt1323598,385
tt1325004,2229
tt1332486,1096
tt1337673,1392
tt1340773,614
tt1342122,881
tt1375670,798
tt1386925,2005
tt1386932,954
tt1391137,2446
tt1395054,1415
tt1401143,1579
tt1401631,1756
tt1415283,1353
tt1424381,1524
tt1426320,237
tt1430094,1038
tt1433826,2346
tt1440232,1159
tt1441956,599
tt1442512,188
tt1447972,1834
tt1454505,1113
tt1456520,110
tt1457766,2252
tt1462667,1446
tt1464535,424
tt1464580,1805
tt1470827,1299
tt1473352,1997
tt1477076,1678
tt1493798,299
tt1503096,351
tt1513892,1691
tt1517076,2405
tt1525835,739
tt1528081,1125
tt1529235,2432
tt1533117,248
tt1533817,1823
tt1534568,2496
tt1535495,1064
tt1536044,1460
tt1540400,302
tt1547631,2324
tt1549571,1552
tt1553935,2296
tt1555024,956
tt1555149,616
tt1555747,720
tt1556176,1476
tt1558250,741
tt1562859,783
tt1564585,1754
tt1564916,498
tt1567127,1071
tt1567735,1852
tt1570619,1091
tt1571235,1426
tt1571724,2259
tt1573072,898
tt1584733,1845
tt1584813,1594
tt1587157,2493
tt1587216,1206
tt1590125,2427
tt1590941,13
tt1591095,948
tt1592292,2498
tt1595366,1092
tt1600202,1333
tt1602479,1179
tt1604554,2477
tt1604555,2477
tt1606599,1698
tt1608285,153
tt1608776,1090
tt1608777,1102
tt1609160,1822
tt1612768,706
tt1613031,570
tt1614339,696
tt1614408,2056
tt1617178,1158
tt1618450,2455
tt1619832,690
tt1620549,885
tt1620719,477
tt1621780,773
tt1623674,455
tt1630038,692
tt1636780,761
tt1636815,528
tt1639082,1221
tt1646926,1428
tt1648112,1369
tt1648216,2272
tt1653690,1424
tt1653916,54
tt1663145,325
tt1663680,2024
tt1663920,1033
tt1664809,1573
tt1666186,2391
tt1668003,63
tt1668209,721
tt1677709,427
tt1679583,325
tt1680095,94
tt1680099,1264
tt1680136,1070
tt1682376,2353
tt1683040,767
tt1683981,2265
tt1687241,2565
tt1690470,1512
tt1692191,615
tt1703048,1354
tt1703938,511
tt1713547,2173
tt1720198,1519
tt1722450,938
tt1722632,1700
tt1726641,325
tt1727535,1573
tt1727800,2234
tt1730693,873
tt1732659,831
tt1734063,80
tt1737237,1167
tt1740047,2226
tt1746246,490
tt1753757,1529
tt1753855,325
tt1754177,1235
tt1754455,1669
tt1756773,689
tt1760446,1752
tt1773270,99
tt1782568,1753
tt1785394,285
tt1786490,682
tt1788390,1030
tt1796657,2270
tt1810602,928
tt1849041,1514
tt1906518,2483
tt1937329,2414
tt2023748,2113
tt2210581,619
tt2318661,1639
tt2359371,2466
tt2460842,733
tt2613012,1920
tt2623084,1745
tt2728056,981
tt3473064,1593
tt4437688,2268
tt5949894,2559
tt7657896,674
tt0377981,769
tt0448694,1556
tt0458339,354
tt0472181,2201
tt0472399,1255
tt0480239,183
tt0800369,2266
tt0803061,1590
tt0844993,884
tt0905372,2213
tt1071875,752
tt1153546,287
tt1156300,508
tt1179071,1435
tt1201607,833
tt1204342,2139
tt1216475,362
tt1229238,1284
tt1233301,961
tt1262416,1689
tt1268799,832
tt1270798,2473
tt1285241,565
tt1293561,2052
tt1296373,2032
