tconst,averageRating,numVotes
tt13188168,7.7,42
tt13188312,4.1,713
tt13189304,5.6,152
tt1318995,5.6,273
tt13189988,7.1,275
tt13190404,6.8,10
tt13190432,6.6,234
tt13190778,6.2,254
tt13191284,7.2,70
tt13191856,7.3,7
tt13191918,6.3,25
tt13191986,7.8,10
tt13192540,2.9,23
tt13192570,3.4,731
tt13192640,7.0,96
tt13192704,5.9,148
tt13192714,6.8,93
tt13192930,7.9,24
tt13194200,8.7,20
tt13194566,7.0,547
tt13194654,4.5,186
tt13194708,7.5,89
tt13195008,6.0,27
tt13195472,8.7,6
tt1319554,7.2,30
tt1319559,8.2,15
tt1319569,6.9,4995
tt13196156,2.5,276
tt1319629,6.9,31
tt1319645,6.8,157
tt1319694,6.4,5668
tt1319699,3.4,472
tt1319704,5.4,9531
tt1319707,4.7,26
tt1319709,5.9,390
tt1319712,4.4,384
tt1319716,5.4,1675
tt1319718,6.9,15903
tt1319722,5.6,3529
tt1319726,7.7,2413
tt1319744,7.5,3608
tt13197764,3.9,382
tt13197812,5.6,1594
tt13197940,8.0,9
tt13198192,6.3,73
tt13198458,1.8,127
tt13198946,7.9,1680
tt13199144,8.0,12
tt13199556,2.9,729
tt13199716,6.4,2368
tt13200006,7.3,388
tt1320082,7.5,18561
tt13200826,7.1,16
tt1320085,7.6,41
tt1320090,5.4,43
tt1320098,5.9,25
tt1320103,5.5,208
tt1320115,5.1,303
tt13201236,6.4,227
tt13201818,7.0,427
tt1320182,6.0,30
tt1320197,5.7,1119
tt1320236,5.4,1027
tt1320237,5.1,92
tt1320239,6.1,21206
tt1320244,5.7,51806
tt1320250,4.8,87
tt1320253,6.4,361919
tt1320257,7.1,146
tt1320260,7.7,12
tt1320261,4.9,72928
tt1320283,8.4,31
tt1320291,5.8,20746
tt1320296,3.9,4264
tt1320297,7.5,1819
tt1320302,8.1,537
tt1320334,4.0,531
tt1320352,7.0,5302
tt1320376,7.3,136
tt1320378,6.7,150
tt13204490,7.4,16927
tt13204766,5.7,25
tt13205438,7.6,5
tt13205458,5.8,19
tt13206286,5.9,71
tt13206532,5.7,166
tt13206564,8.1,1928
tt13206784,7.4,675
tt13206926,7.8,10581
tt13207508,6.8,16739
tt13207828,6.5,37
tt13209088,5.2,56
tt13209832,4.5,4137
tt13209962,4.5,35
tt13210170,6.6,945
tt13210228,7.2,77
tt13210534,5.6,102
tt13210996,6.6,655
tt13211260,5.7,44
tt13211846,6.1,50
tt13212006,4.7,509
tt13212046,6.7,372
tt13212270,6.3,257
tt13212746,4.9,136
tt13212978,3.9,90
tt1321332,6.7,168
tt1321364,8.9,55
tt1321390,7.9,60
tt1321402,6.4,51
tt1321403,7.6,10
tt1321509,5.7,53173
tt1321510,7.3,51408
tt1321511,5.8,79951
tt13215754,8.2,28
tt13216846,4.6,311
tt13217104,8.3,40
tt13217556,6.7,270
tt13217988,6.6,919
tt1321818,6.1,12
tt1321834,8.2,9
tt1321860,6.6,50463
tt1321861,5.0,4410
tt1321862,4.7,1663
tt1321869,4.6,3404
tt1321870,6.7,221600
tt1321872,8.1,58
tt1321874,4.1,24
tt13218916,6.3,10
tt13220796,8.0,94
tt13222150,8.1,7
tt13222192,4.1,53
tt13222298,4.6,276
tt13222420,8.0,19
tt13222440,6.2,21
tt1322257,6.2,2019
tt1322259,5.8,20
tt1322264,5.6,545
tt1322269,7.2,94589
tt1322277,5.9,1771
tt1322282,6.5,658
tt13222962,4.3,54
tt1322302,6.7,1250
tt13223020,7.8,8
tt1322306,4.9,3772
tt1322312,6.3,59779
tt1322313,6.9,1450
tt1322315,6.6,2346
tt1322322,7.6,31
tt13223248,5.2,3842
tt13223274,2.8,311
tt1322333,6.1,8211
tt1322336,6.5,39
tt13223398,5.6,39162
tt1322345,3.8,16
tt1322362,7.4,105
tt1322384,6.9,86
tt1322385,7.5,11427
tt13223866,5.6,9
tt1322393,3.8,725
tt1322398,5.5,411
tt1322410,5.1,180
tt13224254,8.8,166
tt13224394,9.0,13
tt13224652,5.8,9
tt13224844,5.4,21
tt13225046,7.9,13
tt13225308,5.2,64
tt13225546,6.2,432
tt13226136,6.8,11
tt13227226,6.4,82
tt13228370,8.0,69
tt1322896,6.0,14
tt1322899,6.9,18
tt1322903,5.1,494
tt13229082,6.0,16
tt1322911,8.1,10
tt13229154,7.2,24
tt1322916,6.5,49
tt1322918,7.6,54
tt1322926,4.9,15
tt1322929,7.4,15
tt1322930,6.8,22413
tt1322932,7.9,28
tt1322933,6.7,19
tt1322953,7.3,84
tt13229850,7.5,204
tt13229894,7.1,21349
tt13229946,5.7,617
tt1323011,7.4,23
tt1323044,4.4,1736
tt1323045,6.2,79649
tt13231034,6.7,75
tt13231268,6.1,156
tt13231302,6.0,24
tt13231544,8.1,5477
tt13232158,7.5,13
tt13232730,1.0,144
tt13234058,6.0,14220
tt13234764,7.7,203
tt1323518,7.2,151
tt1323529,6.8,85
tt1323537,6.8,20
tt1323553,6.7,39
tt1323581,5.8,70
tt13235810,7.0,114
tt13235822,4.7,9864
tt1323590,3.5,15
tt1323592,5.7,390
tt1323593,6.9,78
tt1323594,7.6,576136
tt1323598,6.0,640
tt1323605,6.0,5160
tt13236108,5.0,36
tt13236126,6.7,130
tt13236142,5.9,152
tt13236180,5.4,301
tt13236202,4.3,44
tt13236270,6.6,293
tt13236334,6.2,796
tt13236566,5.8,12931
tt13236726,7.8,59
tt13237174,7.2,654
tt1323807,4.5,93
tt13238110,7.3,1692
tt13238214,7.0,7
tt13238232,6.6,25
tt13238346,8.0,62656
tt13238490,4.7,11
tt13238670,5.1,176
tt13238680,6.6,131
tt1323914,6.4,315
tt1323917,3.5,759
tt1323923,7.7,42
tt1323926,4.6,15
tt1323927,5.8,32
tt13239366,6.9,16
tt1323940,6.9,34
tt1323946,3.7,2117
tt1323947,7.3,32
tt1323959,3.8,40
tt1323973,6.2,6906
tt1323977,6.2,236
tt1324018,8.6,6
tt1324053,5.6,1036
tt1324055,6.9,4372
tt1324056,6.5,221
tt1324058,5.7,977
tt1324059,7.6,33424
tt1324061,6.8,1583
tt13240610,3.9,836
tt1324062,6.0,180
tt1324076,5.3,605
tt1324081,7.0,17
tt13241608,8.8,89
tt13241678,5.6,28
tt13242274,4.5,63
tt13242416,7.6,136
tt13242960,7.5,3953
tt13242968,3.1,268
tt13243250,2.8,58
tt13243448,5.0,147
tt13243538,5.2,6
tt13243898,8.3,5229
tt13244024,6.8,491
tt13244060,5.4,40
tt13245502,7.2,3248
tt13245506,5.4,13
tt13245864,5.1,825
tt13245934,7.2,939
tt13245946,4.6,18
tt13247118,8.4,1681
tt13247248,3.5,223
tt13247254,7.0,191
tt13247748,5.1,9
tt13248198,5.7,652
tt1324919,6.2,19
tt13249198,7.5,1939
tt13249412,6.9,710
tt13249596,5.9,12679
tt1324998,4.6,34
tt1324999,4.9,251836
tt13250016,3.7,73
tt1325003,7.4,8
tt1325004,5.1,257978
tt1325014,6.6,4855
tt1325016,7.0,31
tt1325017,7.1,11
tt1325019,7.4,32
tt1325020,5.6,80
tt13250314,5.1,289
tt13251952,5.0,15
tt13253894,3.2,70
tt13254344,6.0,6
tt13254446,5.5,462
tt13254554,6.2,28
tt13255594,6.3,15
tt13256122,4.9,8
tt13256400,5.7,1985
tt1325648,4.9,59
tt1325702,9.1,41
tt13257132,7.6,48
tt1325717,6.6,125
tt1325723,4.7,4572
tt1325743,5.7,848
tt1325773,3.3,456
tt13259610,4.0,3924
tt13259672,4.8,110
tt13259794,4.7,27
tt13259906,6.7,64
tt13259952,6.3,104
tt13259956,7.5,107
tt13259974,3.9,45
tt13260630,6.6,242
tt13260836,7.1,1772
tt13261048,8.7,67
tt13261268,7.5,37
tt13261398,3.7,138
tt13261418,4.7,7
tt1326144,8.3,9
tt1326150,7.7,29
tt1326151,8.2,5
tt1326157,5.3,32
tt1326160,6.3,18
tt1326169,6.7,46
tt1326187,8.1,49
tt1326188,4.1,241
tt1326189,6.1,17
tt1326190,4.5,73
tt1326193,7.0,7
tt1326194,6.8,1207
tt13261944,5.3,612
tt1326195,8.0,27
tt13262002,5.8,273
tt1326201,6.3,236
tt1326204,7.5,863
tt1326205,7.5,47
tt1326207,2.6,240
tt1326208,8.1,11
tt1326210,5.7,14
tt1326214,7.3,15
tt1326218,3.4,398
tt1326219,4.6,62
tt1326220,6.7,490
tt1326221,5.6,197
tt1326223,7.2,28
tt1326224,6.4,869
tt1326226,7.9,39
tt1326228,4.8,10
tt1326232,8.4,11
tt1326235,6.8,45
tt1326236,7.2,16
tt1326238,6.0,2283
tt1326240,6.5,12
tt1326242,6.6,321
tt1326244,6.2,8
tt1326246,7.7,25
tt1326247,7.8,254
tt1326248,8.4,11
tt1326251,7.5,16
tt1326252,6.7,226
tt1326253,6.2,34
tt1326259,7.5,150
tt1326260,3.4,910
tt1326261,2.5,11
tt1326262,6.7,19
tt1326264,6.4,218
tt1326266,6.2,58
tt1326267,6.7,126
tt1326268,6.0,36
tt1326270,6.6,8
tt1326271,4.9,418
tt1326274,8.4,29
tt1326276,4.2,7
tt1326277,5.3,233
tt1326283,7.2,344
tt13262868,7.1,17
tt13264842,6.5,13
tt13265204,5.5,1454
tt13265312,7.6,159
tt13265876,3.0,6195
tt13266270,6.0,51
tt13266998,6.5,7656
tt13267024,7.6,10
tt1326725,8.6,11
tt1326726,7.5,21
tt1326733,7.5,2483
tt1326736,6.6,26
tt1326741,7.0,27
tt1326743,7.9,29
tt13267436,7.4,58
tt1326747,7.5,7
tt1326750,8.8,35
tt1326764,8.1,11
tt1326765,8.5,14
tt1326777,7.0,11
tt1326778,9.2,9
tt1326779,8.1,11
tt1326783,5.0,69
tt1326785,8.4,19
tt1326805,7.7,15
tt1326806,7.6,9
tt1326807,8.2,32
tt1326808,5.2,10
tt1326816,7.5,8
tt1326817,7.7,12
tt1326819,7.3,11
tt13268214,4.5,648
tt1326823,8.8,17
tt1326825,8.1,10
tt1326826,7.0,9
tt13268264,8.1,32
tt1326831,6.8,269
tt1326835,7.5,8
tt1326840,8.8,14
tt1326842,6.5,9
tt1326849,8.7,9
tt1326850,8.5,7
tt1326862,7.8,12
tt1326865,8.4,17
tt1326869,6.6,78
tt1326871,8.1,42
tt1326884,7.9,9
tt13268920,7.1,18
tt13268956,4.3,13
tt1326900,7.4,307
tt1326905,7.2,37
tt13269070,6.4,8
tt1326909,9.0,16
tt1326910,7.8,9
tt13269124,4.2,681
tt13269230,6.0,218
tt1326934,8.0,11
tt13269354,7.3,102
tt1326938,5.0,53
tt1326943,6.3,8
tt1326944,4.6,21
tt1326945,3.4,799
tt1326946,9.6,13
tt1326947,8.1,42
tt1326948,6.8,12
tt13269536,6.3,12643
tt1326954,6.1,476
tt13269558,6.3,141
tt1326957,5.2,23
tt13269580,7.4,4556
tt1326959,7.2,24
tt1326960,7.2,10
tt13269604,7.6,259
tt13269616,6.1,670
tt1326962,5.5,18
tt1326964,6.8,10
tt13269670,6.8,3781
tt1326972,7.5,25191
tt13269852,7.7,9
tt13269868,6.2,271
tt1327003,6.5,122
tt1327035,7.9,31997
tt13270424,6.7,7897
tt13271264,5.5,464
tt1327176,5.8,70
tt1327180,8.3,17
tt1327182,7.4,51
tt1327194,6.4,112987
tt1327196,6.8,88
tt13271968,5.5,24
tt1327200,4.6,2766
tt1327207,8.0,6
tt13273172,7.6,1567
tt13273570,6.6,11
tt13273728,5.6,2940
tt13273800,7.5,3508
tt13273942,7.0,10
tt13273980,7.1,16
tt13274016,6.8,78393
tt13274066,6.8,5
tt13274182,7.0,78
tt13274576,6.3,1133
tt13274918,2.8,158
tt13275044,8.2,18
tt13275422,9.5,22
tt13275740,6.4,3382
tt1327599,7.4,442
tt1327601,4.6,1592
tt13276012,6.4,615
tt1327603,6.9,10
tt13276160,6.2,1027
tt1327628,7.2,5065
tt13276326,6.6,537
tt13276352,5.7,9443
tt13276386,6.5,2203
tt1327699,4.8,128
tt1327709,4.6,1100
tt1327726,6.9,280
tt1327743,6.0,48
tt1327763,5.3,471
tt1327773,7.2,119047
tt1327798,6.7,591
tt1327809,5.7,63
tt1327819,7.8,2296
tt1327834,9.4,13
tt1327836,7.9,26
tt13278424,7.0,18
tt1327908,6.0,173
tt13279182,4.8,74
tt1327928,7.6,31
tt1327933,7.7,7
tt1327939,6.9,89
tt1327952,7.7,15
tt13279528,5.9,2007
tt13279792,9.4,23
tt13280054,5.5,4308
tt13280552,8.6,77
tt13281312,3.0,1918
tt13281680,4.9,309
tt13281852,5.8,73
tt13282344,7.1,390
tt13282430,6.9,53
tt13282518,8.1,109
tt13282792,6.5,448
tt13283460,6.4,44
tt13284350,4.6,63
tt13285394,7.0,1691
tt1328604,6.4,177
tt1328613,6.3,129
tt1328634,6.8,12097
tt1328642,4.5,1308
tt13286746,7.2,7
tt13286974,7.4,49
tt13287064,8.3,21
tt13287846,6.5,86231
tt1328865,3.8,1221
tt1328867,5.8,267
tt13288678,6.6,1838
tt13288682,4.5,71
tt1328873,4.6,49
tt1328874,7.4,40
tt13288972,5.3,40
tt1328908,7.1,545
tt1328909,3.6,1012
tt1328910,3.4,458
tt1328911,8.2,10
tt1328912,5.0,107
tt1328913,5.0,870
tt13289298,5.2,35
tt13289552,5.9,80
tt13289964,2.7,8
tt13290168,5.6,466
tt13290314,6.8,21
tt1329123,7.9,9
tt1329124,8.5,6
tt1329126,6.8,25
tt1329177,5.1,1763
tt13292206,2.3,463
tt1329232,5.1,2125
tt1329236,6.8,16
tt13292432,7.0,8
tt13292800,2.2,77
tt1329299,8.1,148
tt1329301,7.9,47
tt1329309,6.9,68
tt13293184,4.0,1001
tt1329320,8.2,41
tt1329321,7.8,23
tt13293212,9.3,13
tt1329327,7.3,69
tt1329328,7.9,9
tt1329330,8.3,18
tt1329331,6.9,64
tt13293334,3.8,33
tt1329345,8.2,12
tt1329350,4.6,81
tt1329352,5.9,31
tt1329355,4.7,71
tt1329367,7.7,50
tt1329368,7.4,52
tt13293720,7.2,85
tt13293766,3.3,8
tt1329381,5.4,19
tt1329387,9.2,7
tt13293926,2.6,257
tt1329403,6.3,17
tt1329404,3.8,1337
tt13294068,8.1,11
tt1329414,8.0,16
tt1329417,8.4,20
tt1329422,8.1,98
tt1329424,5.9,26
tt1329435,8.5,21
tt1329437,7.7,10
tt1329440,7.2,34
tt1329454,6.6,6938
tt1329456,6.6,30
tt1329457,6.9,10252
tt1329469,5.8,166
tt1329489,6.8,30
tt13295004,6.0,270
tt13296032,1.9,663
tt13297136,6.4,739
tt13297554,7.5,83
tt13297874,3.3,189
tt13297900,6.7,137
tt13297914,6.6,169
tt13298472,5.2,28
tt13298500,4.8,681
tt13298522,6.1,198
tt13298578,6.5,15
tt13298656,2.4,391
tt13298684,3.8,40
tt13298772,2.5,86
tt13298952,7.2,34
tt13298992,6.3,2869
tt13299052,5.2,3787
tt13299610,5.3,123
tt13299678,7.5,697
tt13299798,7.2,24
tt13299862,6.8,289
tt13299890,8.1,9612
tt13299960,7.7,48
tt1330018,6.0,4695
tt1330026,8.6,55
tt1330047,6.6,40
tt1330060,4.5,14
tt1330177,6.1,60
tt1330205,7.0,879
tt1330206,6.3,1049
tt1330216,4.0,828
tt1330229,5.8,678
tt13302660,4.7,1235
tt13303020,6.0,27
tt13303710,5.2,6
tt13304086,2.9,471
tt13304294,6.4,19
tt13304532,6.1,38
tt13304556,7.3,152
tt13304584,6.6,2067
tt13304948,3.1,648
tt1330525,6.8,2360
tt1330603,7.7,12
tt1330607,6.8,3693
tt1330616,5.1,22
tt13306176,6.7,17
tt13306898,9.2,921
tt13307400,5.9,248
tt13308110,6.0,614
tt1330829,8.3,54
tt13308316,6.1,1296
tt13308864,8.0,25
tt13309170,6.1,11904
tt13309670,3.4,74
tt13309722,6.6,7
tt13309968,7.0,10
tt13309978,5.5,4283
tt1331008,6.3,14
tt1331022,3.7,647
tt1331023,5.0,16
tt1331024,7.4,113
tt1331025,7.0,7954
tt13310354,7.3,48
tt1331064,6.0,8563
tt1331074,5.0,121
tt13310888,6.6,17
tt13310936,7.2,1683
tt1331094,8.3,36
tt1331106,4.4,26
tt13311066,5.6,22
tt1331110,6.5,42
tt1331111,6.6,168
tt1331112,5.2,66
tt13311126,5.3,277
tt1331117,7.4,16
tt1331118,8.7,9
tt1331121,8.2,9
tt1331122,8.6,9
tt1331126,6.3,151
tt13312144,7.3,19
tt1331291,6.6,3615
tt1331294,6.8,882
tt1331297,6.3,708
tt1331300,5.5,175
tt1331302,3.1,162
tt1331306,8.2,7
tt1331307,5.6,12873
tt1331320,6.8,366
tt1331324,6.8,11
tt1331326,5.3,158
tt1331328,7.8,8
tt1331329,3.7,2060
tt13313408,6.6,1840
tt13313630,5.5,121
tt13313642,4.2,461
tt13314518,5.3,32
tt13314558,6.1,88119
tt13315322,6.4,10
tt13315340,5.7,605
tt13315360,7.6,8
tt13315374,2.4,294
tt13315432,6.7,1392
tt13316062,3.5,1194
tt13316722,6.1,3947
tt13316790,6.2,2419
tt13316820,5.5,629
tt13316918,6.6,9
tt13317068,6.4,18
tt13317230,6.4,787
tt13317320,6.3,1191
tt13317694,6.2,5510
tt13318052,5.8,6146
tt13318486,3.0,308
tt13318942,4.5,273
tt13319276,8.1,17
tt1332000,5.6,32
tt1332002,4.7,131
tt1332007,4.8,207
tt1332021,7.8,22
tt1332023,7.6,221
tt13320234,7.8,17
tt1332027,6.9,70
tt1332028,5.1,114
tt1332043,6.6,154
tt1332052,5.4,634
tt1332059,6.0,284
tt1332061,5.7,37
tt13320622,6.1,151372
tt13320636,7.9,12
tt13320662,6.7,31474
tt1332095,7.6,58
tt1332099,8.2,10
tt1332100,6.5,1797
tt13321042,7.4,163
tt13321046,8.2,73
tt1332106,4.4,254
tt1332110,4.2,309
tt1332118,8.0,12
tt1332119,3.4,868
tt13321244,6.7,995
tt1332133,6.1,108
tt1332134,7.5,19793
tt13321730,6.6,1483
tt13321770,6.7,62
tt13322018,7.5,88
tt13322120,4.3,10837
tt13322146,5.0,128
tt13322726,7.3,2042
tt13322796,5.4,36
tt13322918,7.7,12
tt13323070,6.6,22
tt13323092,6.5,2462
tt13323118,4.6,4740
tt13323330,6.1,1763
tt13323462,7.2,219
tt1332471,8.2,312
tt13324734,7.4,36
tt1332486,5.9,1920
tt1332516,6.7,8
tt1332570,1.7,26
tt13326460,4.3,20
tt13326736,7.5,477
tt13326742,6.8,158
tt1332692,3.6,35
tt1332693,2.9,25
tt13327038,6.3,48384
tt13327144,8.2,75
tt13327258,7.6,554
tt13327648,6.5,162
tt13327756,6.0,85
tt13327864,7.4,63
tt13328290,3.4,48
tt13328732,6.1,413
tt13328800,6.9,2430
tt13328824,7.5,1644
tt13328840,5.0,169
tt13329082,5.3,83
tt13329626,7.5,200
tt13330106,3.6,181
tt13330168,4.4,687
tt1333092,4.1,239
tt1333117,7.7,663
tt1333125,4.3,111178
tt1333132,6.8,29
tt13332268,6.9,926
tt13332474,8.9,112
tt13332610,3.0,4191
tt13332652,6.8,12
tt13332668,5.8,15
tt13332834,7.5,15
tt13332890,6.5,715
tt13333616,5.6,58
tt13334052,8.1,46
tt13334054,5.8,30
tt13334436,8.0,5
tt13334464,7.1,14
tt13334578,5.1,9638
tt13334698,3.9,618
tt13334844,8.4,6
tt13334870,6.1,2393
tt13334932,6.3,331
tt13335618,7.0,667
tt13335664,6.3,18
tt1333631,6.8,1843
tt1333634,7.8,2512
tt1333635,7.0,301
tt1333652,8.4,23
tt1333656,7.4,956
tt1333657,7.4,299
tt1333667,7.6,10193
tt1333668,7.2,715
tt13337254,2.1,36
tt13338980,6.1,55
tt13339708,8.1,28
tt1333994,7.0,2058
tt1333998,6.8,385
tt1334002,7.4,7
tt1334049,3.6,47
tt1334056,8.6,35
tt13340636,8.4,14
tt1334102,5.3,29436
tt1334109,8.9,27
tt1334216,6.8,11
tt1334221,5.3,20
tt1334226,5.3,24
tt13342406,6.9,1674
tt1334247,6.9,239
tt1334253,7.9,134
tt13342558,3.4,203
tt1334260,7.1,151880
tt1334288,7.2,31
tt1334318,5.4,457
tt13344348,4.3,8
tt1334449,8.5,7
tt1334455,4.8,59
tt1334463,8.4,9
tt1334464,8.8,14
tt1334465,7.3,30
tt1334466,6.1,437
tt1334473,4.2,250
tt1334476,4.5,16
tt1334479,7.4,243
tt1334507,7.8,50
tt1334510,7.2,1016
tt1334511,6.0,5
tt1334512,5.7,52849
tt1334514,5.2,310
tt1334515,5.1,18
tt1334519,7.5,47
tt1334525,5.4,31
tt1334526,3.9,699
tt1334532,7.2,95
tt1334534,8.1,53
tt1334535,5.9,77
tt1334537,6.0,6354
tt1334539,5.0,13
tt1334541,8.1,17
tt1334543,5.9,87
tt1334553,6.7,28126
tt1334555,7.1,661
tt1334556,7.2,608
tt1334558,3.4,620
tt13345606,6.5,129890
tt13345636,6.6,988
tt1334566,8.3,88
tt13345740,7.2,70
tt1334581,8.5,27
tt1334587,4.0,106
tt13345930,7.1,42
tt1334617,4.4,2547
tt13346272,5.9,17
tt13346994,7.1,96
tt13347018,2.1,245
tt13347372,8.4,5
tt13347398,6.3,11
tt13347414,6.0,8
tt13347662,7.4,153
tt13347818,5.8,391
tt13347844,7.3,85
tt13349280,5.8,864
tt13349678,5.7,64
tt13349716,7.6,14869
tt13349892,6.4,2396
tt13350066,6.0,1415
tt13350412,4.3,2440
tt13350476,4.9,327
tt13350858,4.6,572
tt13350988,6.2,259
tt13351512,6.9,12
tt13351670,1.7,139
tt13351868,2.9,16
tt13351938,1.8,28
tt13351972,6.7,74
tt13351992,4.4,33
tt13352012,4.8,59
tt13352420,5.9,197
tt13352838,5.4,541
tt13352968,7.2,35533
tt13353486,6.5,1012
tt13353502,8.0,57
tt13354204,6.7,5473
tt13354802,5.3,385
tt13355630,4.3,278
tt13355988,6.3,102
tt13356020,6.7,33
tt13356638,9.4,28
tt13356884,7.0,3089
tt13357022,9.1,7
tt13357042,4.1,53
tt13357236,6.0,617
tt13357462,3.9,85
tt13357558,6.2,29
tt13357564,3.4,99
tt13357602,4.9,60
tt13357738,7.4,269
tt13358022,5.3,1751
tt13358190,6.6,384
tt13358542,4.2,16
tt13359582,7.3,284
tt1335975,6.2,169294
tt1335980,6.2,42
tt1335982,7.7,31
tt1335984,7.4,31
tt1335985,4.8,52
tt1335986,2.7,589
tt1335988,7.4,43
tt1335992,3.3,505
tt1336002,7.4,20
tt1336003,7.0,29
tt1336005,4.9,158
tt1336006,6.3,11256
tt1336008,7.5,9
tt1336011,6.5,299
tt1336012,6.8,88
tt13360162,8.6,14
tt1336021,4.6,54
tt1336103,1.9,534
tt1336106,3.0,237
tt13361238,7.1,16
tt13361358,3.4,355
tt13361442,3.6,915
tt13361452,6.4,87
tt13361648,5.9,1147
tt13361756,3.1,164
tt13361920,6.7,281
tt13362868,7.1,12
tt13362890,4.4,1591
tt13363828,4.5,3639
tt13364008,3.7,42
tt13364190,8.3,105
tt13364468,5.9,11227
tt13364790,6.9,2717
tt13364844,7.8,7
tt13364948,7.4,19
tt13365140,1.9,317
tt13365482,7.2,864
tt13365702,7.3,107
tt13365752,7.7,904
tt13365876,7.0,3392
tt1336601,4.8,2260
tt13366054,7.6,72
tt1336608,5.9,81193
tt1336617,6.3,36493
tt1336619,2.3,472
tt1336620,7.9,47
tt1336621,4.0,759
tt1336624,5.1,317
tt13366764,7.6,13
tt13366978,6.0,108
tt13368010,7.7,16
tt13368144,8.8,9
tt13368192,6.1,112
tt13368268,8.8,30
tt13368518,6.7,14
tt13368662,6.3,145
tt13369122,6.4,60
tt1336980,5.8,17
tt1336982,7.2,26
tt1336984,8.1,45
tt1336998,5.7,112
tt1336999,5.7,128
tt13369990,8.4,52
tt1337016,5.8,10
tt13370162,7.3,358
tt1337022,4.7,992
tt1337025,6.3,13
tt1337032,7.3,7823
tt1337034,5.2,440
tt13370378,5.7,583
tt1337047,6.7,56
tt1337048,7.9,39
tt1337051,7.0,5311
tt1337055,3.5,971
tt1337057,6.2,20023
tt1337060,6.2,621
tt1337061,6.7,199
tt1337064,7.8,12
tt1337068,8.3,55
tt1337069,5.4,17
tt1337070,6.3,29
tt13370724,6.1,8
tt13370858,5.7,45
tt13370916,2.7,52
tt1337103,4.3,439
tt1337109,6.9,28
tt1337114,8.9,14
tt1337117,7.1,2873
tt1337118,7.7,12
tt1337120,6.1,116
tt1337125,6.7,249
tt1337131,4.9,30
tt1337137,7.0,3084
tt1337139,7.2,216
tt1337140,6.2,212
tt1337146,7.7,8
tt1337149,7.5,37
tt1337152,4.7,440
tt1337155,7.8,96
tt1337167,7.9,35
tt1337173,8.2,20
tt1337177,5.4,10
tt1337179,6.1,20
tt1337191,7.6,6
tt1337192,5.2,18
tt1337193,6.0,1873
tt13372794,5.3,7140
tt13372884,4.4,2301
tt13372944,4.9,1733
tt13372992,4.3,2714
tt1337338,5.4,218
tt1337350,6.7,93
tt1337366,6.4,4778
tt13374002,8.3,79
tt13374130,5.9,81
tt1337416,6.9,33
tt13374182,1.8,141
tt1337434,8.7,23
tt13374344,5.7,127
tt1337435,6.8,31
tt1337436,6.8,14
tt1337440,8.9,23
tt1337442,8.1,10
tt1337445,8.7,9
tt1337446,7.1,129
tt1337452,6.7,9
tt1337454,7.4,15
tt1337457,7.5,20
tt1337466,6.8,15
tt1337467,5.4,131
tt1337473,5.2,10
tt13374836,7.9,27
tt1337484,8.3,14
tt1337490,7.2,9
tt13374958,6.9,367
tt1337496,6.1,19
tt13374994,4.5,78
tt1337502,5.0,6
tt13375076,6.1,78398
tt1337510,6.6,115
tt1337512,8.2,27
tt1337516,6.1,16
tt1337521,7.4,13
tt1337535,5.9,52
tt1337542,5.4,20
tt1337544,8.0,26
tt13375442,4.3,223
tt1337549,7.8,24
tt1337554,7.6,21
tt13375600,5.8,267
tt13375624,5.6,112
tt1337565,6.0,11
tt1337566,4.7,24
tt1337573,6.3,10
tt1337574,9.1,42
tt1337576,4.9,29
tt1337579,7.9,12
tt1337580,7.3,34
tt1337584,7.7,7
tt1337585,5.6,23
tt1337589,2.4,168
tt1337593,7.1,87
tt1337599,7.9,591
tt1337601,8.6,7
tt1337604,7.3,8
tt1337605,4.8,59
tt13376084,6.7,116
tt1337609,4.4,14
tt1337610,5.3,107
tt1337614,4.2,24
tt13376140,8.4,26
tt1337626,4.0,7
tt1337627,5.8,52
tt1337633,7.2,8
tt1337642,5.2,15
tt1337645,7.0,6
tt1337650,3.3,257
tt1337667,7.3,15
tt1337671,4.0,243
tt1337672,7.1,1142
tt1337673,7.1,974
tt1337676,6.4,11
tt1337679,7.6,14
tt1337682,4.9,87
tt1337685,7.0,11
tt1337686,4.8,1061
tt1337692,7.5,10
tt1337700,7.8,12
tt1337711,7.6,12
tt1337715,5.6,117
tt1337720,8.0,8
tt1337724,8.4,20
tt13377488,5.4,2207
tt13377804,5.9,418
tt13378056,4.1,343
tt13379148,6.3,31
tt13379908,6.2,1042
tt13380054,5.3,58
tt13380288,5.2,1906
tt13380324,8.4,5
tt13380686,8.6,71
tt13380864,7.7,36
tt13381376,7.4,3741
tt13382698,5.0,2912
tt13382992,3.2,53
tt13384564,7.3,580
tt13385026,9.6,17
tt1338544,6.4,30
tt1338549,3.2,11
tt1338550,8.3,13
tt1338552,7.0,21
tt1338556,6.3,42
tt1338564,7.0,9
tt1338567,8.8,8
tt1338581,3.4,107
tt1338589,6.6,15
tt1338592,7.9,16
tt13386006,8.4,21
tt1338604,8.6,14
tt1338612,5.9,21
tt1338616,7.2,13
tt1338635,4.4,139
tt1338649,8.5,7
tt13386604,3.4,94
tt1338673,7.1,24
tt1338675,6.5,33
tt1338676,6.9,14
tt1338679,5.6,19
tt1338686,7.7,8
tt1338691,8.2,13
tt1338692,8.9,16
tt1338705,3.9,55
tt1338708,8.2,14
