title,author,scipt date,script type,movie url,script url
"Crow, The",David Schow,1992-09,Draft,https://imsdb.com/Movie%20Scripts/Crow%2C%20The%20Script.html,"https://imsdb.com/scripts/Crow,-The.html"
"Crow: City of Angels, The","David S Goyer,James O'Barr",Undated,Draft,https://imsdb.com/Movie%20Scripts/Crow%3A%20City%20of%20Angels%2C%20The%20Script.html,"https://imsdb.com/scripts/Crow:-City-of-Angels,-The.html"
Cruel Intentions,Roger Kumble,1998-02,Draft,https://imsdb.com/Movie%20Scripts/Cruel%20Intentions%20Script.html,https://imsdb.com/scripts/Cruel-Intentions.html
Crying Game,Neil Jordan,Undated,Draft,https://imsdb.com/Movie%20Scripts/Crying%20Game%20Script.html,https://imsdb.com/scripts/Crying-Game.html
Cube,"André Bijelic,Vincenzo Natali,Graeme Manson",1997,Transcript,https://imsdb.com/Movie%20Scripts/Cube%20Script.html,https://imsdb.com/scripts/Cube.html
"Curious Case of Benjamin Button, The",Eric Roth,2007-10,Draft,https://imsdb.com/Movie%20Scripts/Curious%20Case%20of%20Benjamin%20Button%2C%20The%20Script.html,"https://imsdb.com/scripts/Curious-Case-of-Benjamin-Button,-The.html"
Custody,Eric Stuyvesant,Undated,Draft,https://imsdb.com/Movie%20Scripts/Custody%20Script.html,https://imsdb.com/scripts/Custody.html
Dallas Buyers Club,"Craig Borten,Melisa Wallack",2012-12,Draft,https://imsdb.com/Movie%20Scripts/Dallas%20Buyers%20Club%20Script.html,https://imsdb.com/scripts/Dallas-Buyers-Club.html
"Damned United, The","Peter Morgan,David Peace",Undated,Draft,https://imsdb.com/Movie%20Scripts/Damned%20United%2C%20The%20Script.html,"https://imsdb.com/scripts/Damned-United,-The.html"
Dances with Wolves,Michael Blake,1989-05,Final draft,https://imsdb.com/Movie%20Scripts/Dances%20with%20Wolves%20Script.html,https://imsdb.com/scripts/Dances-with-Wolves.html
"Danish Girl, The","Lucinda Coxon,David Ebershoff",2015-11,Draft,https://imsdb.com/Movie%20Scripts/Danish%20Girl%2C%20The%20Script.html,"https://imsdb.com/scripts/Danish-Girl,-The.html"
Dark City,Alex Proyas,1994-05,Draft,https://imsdb.com/Movie%20Scripts/Dark%20City%20Script.html,https://imsdb.com/scripts/Dark-City.html
"Dark Knight Rises, The","Jonathan Nolan,Christopher Nolan",Undated,Draft,https://imsdb.com/Movie%20Scripts/Dark%20Knight%20Rises%2C%20The%20Script.html,"https://imsdb.com/scripts/Dark-Knight-Rises,-The.html"
"Dark Knight, The","Jonathan Nolan,Christopher Nolan",Undated,Draft,https://imsdb.com/Movie%20Scripts/Dark%20Knight%2C%20The%20Script.html,"https://imsdb.com/scripts/Dark-Knight,-The.html"
Dark Star,"John Carpenter,Dan O'Bannon",Undated,Draft,https://imsdb.com/Movie%20Scripts/Dark%20Star%20Script.html,https://imsdb.com/scripts/Dark-Star.html
Darkman,"Joshua Goldin,Daniel Goldin,Sam Raimi,Ivan Raimi,Chuck Pfarrer",1989-02,Draft,https://imsdb.com/Movie%20Scripts/Darkman%20Script.html,https://imsdb.com/scripts/Darkman.html
Date Night,Josh Klausner,2008-06,Draft,https://imsdb.com/Movie%20Scripts/Date%20Night%20Script.html,https://imsdb.com/scripts/Date-Night.html
Dave Barry's Complete Guide to Guys,"Jeff Arch,Dave Barry",2004-02,Draft,https://imsdb.com/Movie%20Scripts/Dave%20Barry%27s%20Complete%20Guide%20to%20Guys%20Script.html,https://imsdb.com/scripts/Dave-Barry's-Complete-Guide-to-Guys.html
Dawn of the Dead,George A. Romero,1977,Draft,https://imsdb.com/Movie%20Scripts/Dawn%20of%20the%20Dead%20Script.html,https://imsdb.com/scripts/Dawn-of-the-Dead.html
Day of the Dead,George A. Romero,1985,Draft,https://imsdb.com/Movie%20Scripts/Day%20of%20the%20Dead%20Script.html,https://imsdb.com/scripts/Day-of-the-Dead.html
"Day the Clown Cried, The","Charles Denton,Jerry Lewis",Undated,Draft,https://imsdb.com/Movie%20Scripts/Day%20the%20Clown%20Cried%2C%20The%20Script.html,"https://imsdb.com/scripts/Day-the-Clown-Cried,-The.html"
"Day the Earth Stood Still, The",Edmund H. North,1951-02,Draft,https://imsdb.com/Movie%20Scripts/Day%20the%20Earth%20Stood%20Still%2C%20The%20Script.html,"https://imsdb.com/scripts/Day-the-Earth-Stood-Still,-The.html"
Days of Heaven,Terrance Malick,1976-06,Draft,https://imsdb.com/Movie%20Scripts/Days%20of%20Heaven%20Script.html,https://imsdb.com/scripts/Days-of-Heaven.html
Dead Poets Society,Tom Schulman,Undated,Draft,https://imsdb.com/Movie%20Scripts/Dead%20Poets%20Society%20Script.html,https://imsdb.com/scripts/Dead-Poets-Society.html
Deadpool,"Rhett Reese,Paul Wernick",2015-11,Shooting script,https://imsdb.com/Movie%20Scripts/Deadpool%20Script.html,https://imsdb.com/scripts/Deadpool.html
Dear White People,Justin Simien,2013-08,Draft,https://imsdb.com/Movie%20Scripts/Dear%20White%20People%20Script.html,https://imsdb.com/scripts/Dear-White-People.html
Death at a Funeral,"Chris Rock,Aeysha Carr",2009-02,Draft,https://imsdb.com/Movie%20Scripts/Death%20at%20a%20Funeral%20Script.html,https://imsdb.com/scripts/Death-at-a-Funeral.html
Death to Smoochy,Marty Kaplan,1997-03,Draft,https://imsdb.com/Movie%20Scripts/Death%20to%20Smoochy%20Script.html,https://imsdb.com/scripts/Death-to-Smoochy.html
"Debt, The","Matthew Vaughn,Jane Goldman,Peter Straughan",Undated,Draft,https://imsdb.com/Movie%20Scripts/Debt%2C%20The%20Script.html,"https://imsdb.com/scripts/Debt,-The.html"
Deception,"Mark Bomback,Patrick Marber",2005-09,Draft,https://imsdb.com/Movie%20Scripts/Deception%20Script.html,https://imsdb.com/scripts/Deception.html
Deep Cover,"Michael Tolkin,Henry Bean",Undated,Draft,https://imsdb.com/Movie%20Scripts/Deep%20Cover%20Script.html,https://imsdb.com/scripts/Deep-Cover.html
Deep Rising,"Steven Sommers,Robert Mark Kamen",1996-01,Draft,https://imsdb.com/Movie%20Scripts/Deep%20Rising%20Script.html,https://imsdb.com/scripts/Deep-Rising.html
"Deer Hunter, The",Deric Washburn,Undated,Draft,https://imsdb.com/Movie%20Scripts/Deer%20Hunter%2C%20The%20Script.html,"https://imsdb.com/scripts/Deer-Hunter,-The.html"
Defiance,"Clayton Frohman,Edward Zwick",Undated,Draft,https://imsdb.com/Movie%20Scripts/Defiance%20Script.html,https://imsdb.com/scripts/Defiance.html
"Departed, The",William Monahan,Undated,Shooting draft,https://imsdb.com/Movie%20Scripts/Departed%2C%20The%20Script.html,"https://imsdb.com/scripts/Departed,-The.html"
"Descendants, The","Alexander Payne,Nat Faxon,Jim Rash",Undated,Draft,https://imsdb.com/Movie%20Scripts/Descendants%2C%20The%20Script.html,"https://imsdb.com/scripts/Descendants,-The.html"
Despicable Me 2,"Cinco Paul,Ken Daurio",Undated,Draft,https://imsdb.com/Movie%20Scripts/Despicable%20Me%202%20Script.html,https://imsdb.com/scripts/Despicable-Me-2.html
Detroit Rock City,Carl V Dupre,Undated,Draft,https://imsdb.com/Movie%20Scripts/Detroit%20Rock%20City%20Script.html,https://imsdb.com/scripts/Detroit-Rock-City.html
Devil in a Blue Dress,"Carl Franklin,Walter Mosley",1994-03,Draft,https://imsdb.com/Movie%20Scripts/Devil%20in%20a%20Blue%20Dress%20Script.html,https://imsdb.com/scripts/Devil-in-a-Blue-Dress.html
"Devil Wears Prada, The","Aline Brosh McKenna,Lauren Weisberger",2005-09,Draft,https://imsdb.com/Movie%20Scripts/Devil%20Wears%20Prada%2C%20The%20Script.html,"https://imsdb.com/scripts/Devil-Wears-Prada,-The.html"
Devil's Advocate,"Andrew Neiderman,Jonathan Lemkin",1997-01,Draft,https://imsdb.com/Movie%20Scripts/Devil%27s%20Advocate%20Script.html,https://imsdb.com/scripts/Devil's-Advocate.html
Die Hard,"Jeb Stuart,Steven E. De Souza",Undated,Draft,https://imsdb.com/Movie%20Scripts/Die%20Hard%20Script.html,https://imsdb.com/scripts/Die-Hard.html
Die Hard 2,"Doug Richardson,Steven E. de Souza",1989-11,Shooting script,https://imsdb.com/Movie%20Scripts/Die%20Hard%202%20Script.html,https://imsdb.com/scripts/Die-Hard-2.html
Diner,Barry Levinson,Undated,Draft,https://imsdb.com/Movie%20Scripts/Diner%20Script.html,https://imsdb.com/scripts/Diner.html
"Distinguished Gentleman, The",Adam Resnick,2000-12,Draft,https://imsdb.com/Movie%20Scripts/Distinguished%20Gentleman%2C%20The%20Script.html,"https://imsdb.com/scripts/Distinguished-Gentleman,-The.html"
Disturbia,"Christopher Landon,Carl Ellsworth",2006-03,Draft,https://imsdb.com/Movie%20Scripts/Disturbia%20Script.html,https://imsdb.com/scripts/Disturbia.html
Django Unchained,Quentin Tarantino,Undated,Draft,https://imsdb.com/Movie%20Scripts/Django%20Unchained%20Script.html,https://imsdb.com/scripts/Django-Unchained.html
Do The Right Thing,Spike Lee,1988-03,Draft,https://imsdb.com/Movie%20Scripts/Do%20The%20Right%20Thing%20Script.html,https://imsdb.com/scripts/Do-The-Right-Thing.html
Dog Day Afternoon,Frank Pierson,Undated,Draft,https://imsdb.com/Movie%20Scripts/Dog%20Day%20Afternoon%20Script.html,https://imsdb.com/scripts/Dog-Day-Afternoon.html
Dogma,Kevin Smith,1999,Draft,https://imsdb.com/Movie%20Scripts/Dogma%20Script.html,https://imsdb.com/scripts/Dogma.html
Donnie Brasco,Paul Attanasio,1992-07,Draft,https://imsdb.com/Movie%20Scripts/Donnie%20Brasco%20Script.html,https://imsdb.com/scripts/Donnie-Brasco.html
Donnie Darko,Richard Kelly,2001,Draft,https://imsdb.com/Movie%20Scripts/Donnie%20Darko%20Script.html,https://imsdb.com/scripts/Donnie-Darko.html
"Doors, The","Randall Jahnson,Oliver Stone",Undated,Shooting Draft,https://imsdb.com/Movie%20Scripts/Doors%2C%20The%20Script.html,"https://imsdb.com/scripts/Doors,-The.html"
Double Indemnity,"James M. Cain,Billy Wilder,Raymond Chandler",Undated,Draft,https://imsdb.com/Movie%20Scripts/Double%20Indemnity%20Script.html,https://imsdb.com/scripts/Double-Indemnity.html
Drag Me to Hell,"Ivan Raimi,Sam Raimi",2007-09,Draft,https://imsdb.com/Movie%20Scripts/Drag%20Me%20to%20Hell%20Script.html,https://imsdb.com/scripts/Drag-Me-to-Hell.html
Dragonslayer,"Hal Barwood,Matthew Robbins",1981,Draft,https://imsdb.com/Movie%20Scripts/Dragonslayer%20Script.html,https://imsdb.com/scripts/Dragonslayer.html
Drive,"Hossein Amini,James Sallis",2010-09,Draft,https://imsdb.com/Movie%20Scripts/Drive%20Script.html,https://imsdb.com/scripts/Drive.html
Drive Angry,"Todd Farmer,Patrick Lussier",2009-03,Draft,https://imsdb.com/Movie%20Scripts/Drive%20Angry%20Script.html,https://imsdb.com/scripts/Drive-Angry.html
Drop Dead Gorgeous,Lona Williams,Undated,Draft,https://imsdb.com/Movie%20Scripts/Drop%20Dead%20Gorgeous%20Script.html,https://imsdb.com/scripts/Drop-Dead-Gorgeous.html
"Dry White Season, A",Euzhan Palcy,1987-05,Draft,https://imsdb.com/Movie%20Scripts/Dry%20White%20Season%2C%20A%20Script.html,"https://imsdb.com/scripts/Dry-White-Season,-A.html"
Duck Soup,",Grover Jones",Undated,Draft,https://imsdb.com/Movie%20Scripts/Duck%20Soup%20Script.html,https://imsdb.com/scripts/Duck-Soup.html
Dumb and Dumber,"Farrelly, Bennett Yellin",1993-11,Draft,https://imsdb.com/Movie%20Scripts/Dumb%20and%20Dumber%20Script.html,https://imsdb.com/scripts/Dumb-and-Dumber.html
Dune,"David Lynch,Frank Herbert",1983-12,Draft,https://imsdb.com/Movie%20Scripts/Dune%20Script.html,https://imsdb.com/scripts/Dune.html
E.T.,Melissa Mathison,1982,Transcript,https://imsdb.com/Movie%20Scripts/E.T.%20Script.html,https://imsdb.com/scripts/E.T..html
Eagle Eye,"John Glenn,Travis Wright",2007-03,Draft,https://imsdb.com/Movie%20Scripts/Eagle%20Eye%20Script.html,https://imsdb.com/scripts/Eagle-Eye.html
Eastern Promises,Steven Knight,Undated,Draft,https://imsdb.com/Movie%20Scripts/Eastern%20Promises%20Script.html,https://imsdb.com/scripts/Eastern-Promises.html
Easy A,Bert V. Royal,2008-08,First draft,https://imsdb.com/Movie%20Scripts/Easy%20A%20Script.html,https://imsdb.com/scripts/Easy-A.html
Ed TV,"Emile Gaudreault,Sylvie Bochard",1997-07,Draft,https://imsdb.com/Movie%20Scripts/Ed%20TV%20Script.html,https://imsdb.com/scripts/Ed-TV.html
Ed Wood,"Scott Alexander,Larry Karaszewski,Tim Burton",1992-11,Draft,https://imsdb.com/Movie%20Scripts/Ed%20Wood%20Script.html,https://imsdb.com/scripts/Ed-Wood.html
Edward Scissorhands,"Tim Burton,Caroline Thompson",1990,Transcript,https://imsdb.com/Movie%20Scripts/Edward%20Scissorhands%20Script.html,https://imsdb.com/scripts/Edward-Scissorhands.html
Eight Legged Freaks,"Jesse Alexander, Ellory Elkayem",2000-07,Draft,https://imsdb.com/Movie%20Scripts/Eight%20Legged%20Freaks%20Script.html,https://imsdb.com/scripts/Eight-Legged-Freaks.html
El Mariachi,Robert Rodriguez,Undated,Draft,https://imsdb.com/Movie%20Scripts/El%20Mariachi%20Script.html,https://imsdb.com/scripts/El-Mariachi.html
Election,"Alexander Payne,Jim Taylor",1997-07,Draft,https://imsdb.com/Movie%20Scripts/Election%20Script.html,https://imsdb.com/scripts/Election.html
"Elephant Man, The","Christopher De Vore,Eric Bergren,David Lynch",Undated,Draft,https://imsdb.com/Movie%20Scripts/Elephant%20Man%2C%20The%20Script.html,"https://imsdb.com/scripts/Elephant-Man,-The.html"
Elizabeth: The Golden Age,"William Nicholson,Michael Hirst",2006-07,Draft,https://imsdb.com/Movie%20Scripts/Elizabeth%3A%20The%20Golden%20Age%20Script.html,https://imsdb.com/scripts/Elizabeth:-The-Golden-Age.html
Elvis,"Baz Luhrmann,Sam Bromell,Craig Pearce,Jeremy Doner",2021-03,Shooting script,https://imsdb.com/Movie%20Scripts/Elvis%20Script.html,https://imsdb.com/scripts/Elvis.html
Enemy of the State,David Marconi,1998,Draft,https://imsdb.com/Movie%20Scripts/Enemy%20of%20the%20State%20Script.html,https://imsdb.com/scripts/Enemy-of-the-State.html
"English Patient, The",Anthony Minghella,Undated,Draft,https://imsdb.com/Movie%20Scripts/English%20Patient%2C%20The%20Script.html,"https://imsdb.com/scripts/English-Patient,-The.html"
Enough,Nicholas Kazan,Undated,Draft,https://imsdb.com/Movie%20Scripts/Enough%20Script.html,https://imsdb.com/scripts/Enough.html
Entrapment,"Ronald Bass,Michael Herzberg",1996-12,Draft,https://imsdb.com/Movie%20Scripts/Entrapment%20Script.html,https://imsdb.com/scripts/Entrapment.html
Equilibrium,Kurt Wimmer,Undated,Draft,https://imsdb.com/Movie%20Scripts/Equilibrium%20Script.html,https://imsdb.com/scripts/Equilibrium.html
Erik the Viking,Terry Jones,Undated,Draft,https://imsdb.com/Movie%20Scripts/Erik%20the%20Viking%20Script.html,https://imsdb.com/scripts/Erik-the-Viking.html
Erin Brockovich,Susannah Grant,1999-03,Draft,https://imsdb.com/Movie%20Scripts/Erin%20Brockovich%20Script.html,https://imsdb.com/scripts/Erin-Brockovich.html
Escape From L.A.,"John Carpenter,Debra Hill,Kurt Russell",1996,Draft,https://imsdb.com/Movie%20Scripts/Escape%20From%20L.A.%20Script.html,https://imsdb.com/scripts/Escape-From-L.A..html
Escape From New York,"John Carpenter,Nick Castle",1981,Draft,https://imsdb.com/Movie%20Scripts/Escape%20From%20New%20York%20Script.html,https://imsdb.com/scripts/Escape-From-New-York.html
Eternal Sunshine of the Spotless Mind,"Charlie Kaufman,Michel Gondry,Pierre Bismuth",2003,Draft,https://imsdb.com/Movie%20Scripts/Eternal%20Sunshine%20of%20the%20Spotless%20Mind%20Script.html,https://imsdb.com/scripts/Eternal-Sunshine-of-the-Spotless-Mind.html
Even Cowgirls Get the Blues,"Tom Robbins,Gus Van Sant",Undated,Shooting draft,https://imsdb.com/Movie%20Scripts/Even%20Cowgirls%20Get%20the%20Blues%20Script.html,https://imsdb.com/scripts/Even-Cowgirls-Get-the-Blues.html
Event Horizon,Philip Eisner,Undated,Shooting draft,https://imsdb.com/Movie%20Scripts/Event%20Horizon%20Script.html,https://imsdb.com/scripts/Event-Horizon.html
Evil Dead,Sam Raimi,1979-13,Evil Dead,https://imsdb.com/Movie%20Scripts/Evil%20Dead%20Script.html,https://imsdb.com/scripts/Evil-Dead.html
Evil Dead II: Dead by Dawn,"Sam Raimi,Scott Spiegel",1986-05,Evil Dead II: Dead b,https://imsdb.com/Movie%20Scripts/Evil%20Dead%20II%3A%20Dead%20by%20Dawn%20Script.html,https://imsdb.com/scripts/Evil-Dead-II:-Dead-by-Dawn.html
Ex Machina,Alex Garland,Undated,Draft,https://imsdb.com/Movie%20Scripts/Ex%20Machina%20Script.html,https://imsdb.com/scripts/Ex-Machina.html
Excalibur,"Rospo Pallenberg,John Boorman",Undated,Final draft,https://imsdb.com/Movie%20Scripts/Excalibur%20Script.html,https://imsdb.com/scripts/Excalibur.html
Executive Decision,"Jim Thomas,John Thomas",1991-04,Draft,https://imsdb.com/Movie%20Scripts/Executive%20Decision%20Script.html,https://imsdb.com/scripts/Executive-Decision.html
eXistenZ,David Cronenberg,1996-10,Fourth draft,https://imsdb.com/Movie%20Scripts/eXistenZ%20Script.html,https://imsdb.com/scripts/eXistenZ.html
Extract,Mike Judge,2008-03,Draft,https://imsdb.com/Movie%20Scripts/Extract%20Script.html,https://imsdb.com/scripts/Extract.html
Eyes Wide Shut,"Stanley Kubrick,Frederic Raphael",Undated,Draft,https://imsdb.com/Movie%20Scripts/Eyes%20Wide%20Shut%20Script.html,https://imsdb.com/scripts/Eyes-Wide-Shut.html
"Fabulous Baker Boys, The",Steven Kloves,1985-04,Draft,https://imsdb.com/Movie%20Scripts/Fabulous%20Baker%20Boys%2C%20The%20Script.html,"https://imsdb.com/scripts/Fabulous-Baker-Boys,-The.html"
Face Off,"Mike Werb,Michael Colleary",1996-09,Draft,https://imsdb.com/Movie%20Scripts/Face%20Off%20Script.html,https://imsdb.com/scripts/Face-Off.html
Fair Game,"Jez Butterworth,John-Henry Butterworth",Undated,Draft,https://imsdb.com/Movie%20Scripts/Fair%20Game%20Script.html,https://imsdb.com/scripts/Fair-Game.html
FairyTale: A True Story,Ernie Contreras,Undated,Draft,https://imsdb.com/Movie%20Scripts/FairyTale%3A%20A%20True%20Story%20Script.html,https://imsdb.com/scripts/FairyTale:-A-True-Story.html
"Family Man, The","David Diamond,David Weissman",Undated,Draft,https://imsdb.com/Movie%20Scripts/Family%20Man%2C%20The%20Script.html,"https://imsdb.com/scripts/Family-Man,-The.html"
Fantastic Four,"Mark Frost,Michael France",Undated,Shooting draft,https://imsdb.com/Movie%20Scripts/Fantastic%20Four%20Script.html,https://imsdb.com/scripts/Fantastic-Four.html
Fantastic Mr Fox,"Roald Dahl,Wes Anderson,Noah Baumbach",2007-03,Draft,https://imsdb.com/Movie%20Scripts/Fantastic%20Mr%20Fox%20Script.html,https://imsdb.com/scripts/Fantastic-Mr-Fox.html
Fargo,"Joel Coen,Ethan Coen",Undated,Draft,https://imsdb.com/Movie%20Scripts/Fargo%20Script.html,https://imsdb.com/scripts/Fargo.html
Fast Times at Ridgemont High,Cameron Crowe,Undated,Draft,https://imsdb.com/Movie%20Scripts/Fast%20Times%20at%20Ridgemont%20High%20Script.html,https://imsdb.com/scripts/Fast-Times-at-Ridgemont-High.html
Fatal Instinct,David O'Malley,1993,Draft,https://imsdb.com/Movie%20Scripts/Fatal%20Instinct%20Script.html,https://imsdb.com/scripts/Fatal-Instinct.html
"Fault in Our Stars, The","Scott Neustadter,Michael H. Weber",2012-05,First draft,https://imsdb.com/Movie%20Scripts/Fault%20in%20Our%20Stars%2C%20The%20Script.html,"https://imsdb.com/scripts/Fault-in-Our-Stars,-The.html"
Fear and Loathing in Las Vegas,"Terry Gilliam,Tony Grisoni",Undated,Draft,https://imsdb.com/Movie%20Scripts/Fear%20and%20Loathing%20in%20Las%20Vegas%20Script.html,https://imsdb.com/scripts/Fear-and-Loathing-in-Las-Vegas.html
Feast,"Patrick Melton,Marcus Dunston",2004-05,Revised draft,https://imsdb.com/Movie%20Scripts/Feast%20Script.html,https://imsdb.com/scripts/Feast.html
Ferris Bueller's Day Off,John Hughes,1985-07,Draft,https://imsdb.com/Movie%20Scripts/Ferris%20Bueller%27s%20Day%20Off%20Script.html,https://imsdb.com/scripts/Ferris-Bueller's-Day-Off.html
Field of Dreams,Phil Alden Robinson,1988-03,Final draft,https://imsdb.com/Movie%20Scripts/Field%20of%20Dreams%20Script.html,https://imsdb.com/scripts/Field-of-Dreams.html
"Fifth Element, The",Luc Besson,1995-08,Draft,https://imsdb.com/Movie%20Scripts/Fifth%20Element%2C%20The%20Script.html,"https://imsdb.com/scripts/Fifth-Element,-The.html"
Fight Club,Jim Uhls,1998-02,Draft,https://imsdb.com/Movie%20Scripts/Fight%20Club%20Script.html,https://imsdb.com/scripts/Fight-Club.html
"Fighter, The","Scott Silver,Paul Tamasy,Eric Johnson",Undated,Draft,https://imsdb.com/Movie%20Scripts/Fighter%2C%20The%20Script.html,"https://imsdb.com/scripts/Fighter,-The.html"
Final Destination,"James Wong,Glen Morgan",1999-01,Draft,https://imsdb.com/Movie%20Scripts/Final%20Destination%20Script.html,https://imsdb.com/scripts/Final-Destination.html
Final Destination 2,"J. Mackye Gruber,Eric Bress",Undated,Draft,https://imsdb.com/Movie%20Scripts/Final%20Destination%202%20Script.html,https://imsdb.com/scripts/Final-Destination-2.html
Finding Nemo,Andrew Stanton,2003-05,Transcript,https://imsdb.com/Movie%20Scripts/Finding%20Nemo%20Script.html,https://imsdb.com/scripts/Finding-Nemo.html
Five Easy Pieces,Carole Eastman,Undated,Draft,https://imsdb.com/Movie%20Scripts/Five%20Easy%20Pieces%20Script.html,https://imsdb.com/scripts/Five-Easy-Pieces.html
Flash Gordon,Lorenzo Semple Jr.,1979-03,First draft,https://imsdb.com/Movie%20Scripts/Flash%20Gordon%20Script.html,https://imsdb.com/scripts/Flash-Gordon.html
Fletch,"Phil A. Robinson,Andrew Bergman",1986-05,Draft,https://imsdb.com/Movie%20Scripts/Fletch%20Script.html,https://imsdb.com/scripts/Fletch.html
Flight,John Gatins,2011-12,Draft,https://imsdb.com/Movie%20Scripts/Flight%20Script.html,https://imsdb.com/scripts/Flight.html
"Flintstones, The",Steven E. De Souza,1987-09,Draft,https://imsdb.com/Movie%20Scripts/Flintstones%2C%20The%20Script.html,"https://imsdb.com/scripts/Flintstones,-The.html"
Forrest Gump,"Eric Roth,Winston Groom",Undated,Draft,https://imsdb.com/Movie%20Scripts/Forrest%20Gump%20Script.html,https://imsdb.com/scripts/Forrest-Gump.html
Four Feathers,"Michael Chiffer,Hossein Amini",Undated,Draft,https://imsdb.com/Movie%20Scripts/Four%20Feathers%20Script.html,https://imsdb.com/scripts/Four-Feathers.html
Four Rooms,"Allison Anders,Quentin Tarantino,Robert Rodriguez,Alexandre Rockwell",Undated,Draft,https://imsdb.com/Movie%20Scripts/Four%20Rooms%20Script.html,https://imsdb.com/scripts/Four-Rooms.html
Foxcatcher,"E. Max Frye,Dan Futterman",Undated,Draft,https://imsdb.com/Movie%20Scripts/Foxcatcher%20Script.html,https://imsdb.com/scripts/Foxcatcher.html
Fracture,Dan Pyne,2005-01,Draft,https://imsdb.com/Movie%20Scripts/Fracture%20Script.html,https://imsdb.com/scripts/Fracture.html
Frances,"Eric Bergren,Christopher De Vore,Nicholas Kazan",Undated,Draft,https://imsdb.com/Movie%20Scripts/Frances%20Script.html,https://imsdb.com/scripts/Frances.html
Frankenstein,"Steph Lady,Frank Darabont",1993-02,Revised draft,https://imsdb.com/Movie%20Scripts/Frankenstein%20Script.html,https://imsdb.com/scripts/Frankenstein.html
Frankenweenie,John August,2012-01,Draft,https://imsdb.com/Movie%20Scripts/Frankenweenie%20Script.html,https://imsdb.com/scripts/Frankenweenie.html
Freaked,"Tim Burns,Tom Stern,Alex Winter",1992-01,Seventh draft,https://imsdb.com/Movie%20Scripts/Freaked%20Script.html,https://imsdb.com/scripts/Freaked.html
Freddy vs. Jason,Peter Briggs,Undated,Draft,https://imsdb.com/Movie%20Scripts/Freddy%20vs.%20Jason%20Script.html,https://imsdb.com/scripts/Freddy-vs.-Jason.html
"French Connection, The",Ernest Tidyman,1971-04,Draft,https://imsdb.com/Movie%20Scripts/French%20Connection%2C%20The%20Script.html,"https://imsdb.com/scripts/French-Connection,-The.html"
Frequency,Emmerich,Undated,Draft,https://imsdb.com/Movie%20Scripts/Frequency%20Script.html,https://imsdb.com/scripts/Frequency.html
Friday the 13th,Victor Miller,Undated,Draft,https://imsdb.com/Movie%20Scripts/Friday%20the%2013th%20Script.html,https://imsdb.com/scripts/Friday-the-13th.html
Friday the 13th Part VIII: Jason Takes Manhattan,Rob Hedden,Undated,Draft,https://imsdb.com/Movie%20Scripts/Friday%20the%2013th%20Part%20VIII%3A%20Jason%20Takes%20Manhattan%20Script.html,https://imsdb.com/scripts/Friday-the-13th-Part-VIII:-Jason-Takes-Manhattan.html
Fright Night,Marti Noxon,Undated,Draft,https://imsdb.com/Movie%20Scripts/Fright%20Night%20Script.html,https://imsdb.com/scripts/Fright-Night.html
Fright Night (1985),Tom Holland,1985,,https://imsdb.com/Movie%20Scripts/Fright%20Night%20%281985%29%20Script.html,https://imsdb.com/scripts/Fright-Night-(1985).html
From Dusk Till Dawn,Quentin Tarantino,Undated,Draft,https://imsdb.com/Movie%20Scripts/From%20Dusk%20Till%20Dawn%20Script.html,https://imsdb.com/scripts/From-Dusk-Till-Dawn.html
From Here to Eternity,Daniel Taradash,1952-08,Second draft,https://imsdb.com/Movie%20Scripts/From%20Here%20to%20Eternity%20Script.html,https://imsdb.com/scripts/From-Here-to-Eternity.html
Frozen,Adam Green,2009-01,Draft,https://imsdb.com/Movie%20Scripts/Frozen%20Script.html,https://imsdb.com/scripts/Frozen.html
Frozen (Disney),Jennifer Lee,Disney,,https://imsdb.com/Movie%20Scripts/Frozen%20%28Disney%29%20Script.html,https://imsdb.com/scripts/Frozen-(Disney).html
Frozen River,Courtney Hunt,Undated,Draft,https://imsdb.com/Movie%20Scripts/Frozen%20River%20Script.html,https://imsdb.com/scripts/Frozen-River.html
Fruitvale Station,Ryan Coogler,2012-07,Draft,https://imsdb.com/Movie%20Scripts/Fruitvale%20Station%20Script.html,https://imsdb.com/scripts/Fruitvale-Station.html
"Fugitive, The","Jeb Stuart,David N. Twohy",1992-02,Draft,https://imsdb.com/Movie%20Scripts/Fugitive%2C%20The%20Script.html,"https://imsdb.com/scripts/Fugitive,-The.html"
Full Metal Jacket,"Stanley Kubrick,Michael Herr,Gustav Hasford",1987,Draft,https://imsdb.com/Movie%20Scripts/Full%20Metal%20Jacket%20Script.html,https://imsdb.com/scripts/Full-Metal-Jacket.html
Funny People,Judd Apatow,2008-04,Draft,https://imsdb.com/Movie%20Scripts/Funny%20People%20Script.html,https://imsdb.com/scripts/Funny-People.html
Fury,David Ayer,Undated,Draft,https://imsdb.com/Movie%20Scripts/Fury%20Script.html,https://imsdb.com/scripts/Fury.html
G.I. Jane,David Twohy,1995-08,Draft,https://imsdb.com/Movie%20Scripts/G.I.%20Jane%20Script.html,https://imsdb.com/scripts/G.I.-Jane.html
G.I. Joe: The Rise of Cobra,"Stuart Beattie,John Lee Hancock,Brian Koppelman,David Levien",2007-11,Draft,https://imsdb.com/Movie%20Scripts/G.I.%20Joe%3A%20The%20Rise%20of%20Cobra%20Script.html,https://imsdb.com/scripts/G.I.-Joe:-The-Rise-of-Cobra.html
